@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R3-25,27-76,78-87,89-96,98-151,153-162,164-167,169-186'

@attribute color_bgr_b_mean numeric
@attribute color_bgr_g_mean numeric
@attribute color_lab_a_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_b_intensity2 numeric
@attribute haralick_bgr_b_contrast numeric
@attribute haralick_luv_uv_contrast numeric
@attribute lbph_bgr_g_entropy numeric
@attribute lbph_bgr_r_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.359789,-0.441817,-0.042494,-0.991025,-0.389558,-0.967111,-0.899531,0.806637,0.29637,NON_ULCER
-0.142309,-0.159929,-0.206382,-0.992914,-0.389558,-0.940985,-0.937422,0.797342,0.244362,NON_ULCER
-0.177679,-0.188942,-0.20023,-0.993165,-0.39759,-0.868986,-0.928576,0.888325,0.256201,NON_ULCER
-0.184448,-0.233749,-0.142707,-0.990902,-0.373494,-0.856309,-0.880828,0.823165,0.164808,NON_ULCER
-0.251536,-0.299796,-0.040374,-0.99536,-0.39759,-0.947421,-0.945783,0.771034,0.309092,NON_ULCER
-0.149423,-0.192832,-0.201805,-0.991363,-0.365462,-0.918134,-0.895307,0.84585,0.447805,NON_ULCER
-0.19112,-0.245646,-0.074141,-0.99426,-0.389558,-0.928111,-0.912557,0.811126,0.359964,NON_ULCER
-0.288867,-0.319425,-0.102367,-0.993926,-0.405622,-0.96227,-0.937862,0.796859,-0.01049,NON_ULCER
-0.30454,-0.346244,-0.029572,-0.995639,-0.405622,-0.972044,-0.972451,0.760359,0.167806,NON_ULCER
-0.165419,-0.201724,-0.094669,-0.986584,-0.389558,-0.941041,-0.947015,0.81937,0.103135,NON_ULCER
-0.175874,-0.237576,-0.195416,-0.996036,-0.349398,-0.924713,-0.915462,0.887563,0.185223,NON_ULCER
-0.190152,-0.214958,-0.209359,-0.996653,-0.389558,-0.976497,-0.928092,0.835524,0.199421,NON_ULCER
-0.209258,-0.244744,-0.098949,-0.98727,-0.405622,-0.954135,-0.950316,0.754773,0.203849,NON_ULCER
-0.291651,-0.352127,-0.008229,-0.988968,-0.405622,-0.976757,-0.916782,0.766089,0.11093,NON_ULCER
-0.229454,-0.270119,-0.217277,-0.995712,-0.373494,-0.918741,-0.923955,0.893593,0.312145,NON_ULCER
-0.163347,-0.177425,-0.274797,-0.994455,-0.381526,-0.96028,-0.939578,0.843944,0.159057,NON_ULCER
-0.271907,-0.310594,-0.081858,-0.989288,-0.405622,-0.976961,-0.952692,0.711605,0.320864,NON_ULCER
-0.308263,-0.361637,-0.009512,-0.993403,-0.405622,-0.980969,-0.94125,0.749602,0.038046,NON_ULCER
-0.258717,-0.298986,-0.192992,-0.987628,-0.381526,-0.878472,-0.877836,0.876007,0.24661,NON_ULCER
-0.09144,-0.097976,-0.256121,-0.988702,-0.381526,-0.771003,-0.874139,0.807566,0.358105,NON_ULCER
-0.240876,-0.280032,-0.088813,-0.996152,-0.39759,-0.96533,-0.95344,0.799597,0.133027,NON_ULCER
-0.310808,-0.361919,-0.01583,-0.996881,-0.405622,-0.967323,-0.967963,0.904451,0.120998,NON_ULCER
-0.379936,-0.448124,-0.004544,-0.98362,-0.405622,-0.97015,-0.906881,0.955514,0.273897,NON_ULCER
-0.111844,-0.145198,-0.111624,-0.995851,-0.389558,-0.838008,-0.934297,0.681408,0.190938,NON_ULCER
-0.232335,-0.289516,-0.093033,-0.988862,-0.389558,-0.91358,-0.868198,0.870277,0.424378,NON_ULCER
-0.279421,-0.314722,-0.093574,-0.988807,-0.405622,-0.893945,-0.887209,0.83015,0.3179,NON_ULCER
0.120721,0.098203,-0.326502,-0.995898,-0.349398,-0.814601,-0.873963,0.733295,0.170208,NON_ULCER
-0.273131,-0.316679,-0.03236,-0.996568,-0.405622,-0.936405,-0.975928,0.836573,0.207613,NON_ULCER
-0.173088,-0.218202,-0.030949,-0.994219,-0.39759,-0.913787,-0.919951,0.858975,0.144609,NON_ULCER
-0.275716,-0.324048,-0.047111,-0.993537,-0.39759,-0.959525,-0.9262,0.812047,0.001826,NON_ULCER
-0.061803,0.060914,-0.026366,-0.99089,-0.445783,-0.949853,-0.822034,0.581085,0.152663,ULCER
-0.419348,-0.349497,0.195945,-0.952029,-0.461847,-0.926627,-0.733052,0.609973,0.337378,ULCER
-0.185752,-0.074119,0.142594,-0.968473,-0.493976,-0.878695,-0.743965,0.757199,0.25377,ULCER
-0.136644,-0.046531,0.185832,-0.977676,-0.477912,-0.962413,-0.877308,0.566987,0.156321,ULCER
0.035916,0.164676,-0.07425,-0.992618,-0.46988,-0.979096,-0.855612,0.566749,0.212659,ULCER
-0.05724,0.007116,0.087452,-0.992598,-0.453815,-0.960307,-0.870266,0.647736,-0.075369,ULCER
-0.19019,-0.159448,0.12558,-0.965446,-0.39759,-0.919787,-0.814773,0.282634,0.224287,ULCER
-0.166905,-0.110614,0.209768,-0.990699,-0.485944,-0.960302,-0.875503,0.797572,0.088501,ULCER
-0.012148,0.106116,0.016635,-0.989292,-0.46988,-0.961188,-0.800383,0.814965,0.371052,ULCER
-0.074007,0.015079,0.119344,-0.995331,-0.46988,-0.90852,-0.86657,0.810757,0.052601,ULCER
-0.160331,-0.006231,0.085622,-0.993757,-0.51004,-0.977574,-0.886593,0.612505,0.4218,ULCER
0.017872,0.121731,-0.066781,-0.986244,-0.453815,-0.959058,-0.799195,0.590736,-0.035654,ULCER
-0.162426,-0.099536,0.124349,-0.980097,-0.46988,-0.915148,-0.801527,0.635138,0.320581,ULCER
0.065702,0.197288,-0.044728,-0.988704,-0.461847,-0.946811,-0.75884,0.704869,0.156233,ULCER
-0.045199,0.091762,0.061173,-0.992939,-0.477912,-0.96408,-0.859177,0.751815,0.212196,ULCER
0.112988,0.243918,-0.160008,-0.994126,-0.437751,-0.906335,-0.801923,0.746472,0.1247,ULCER
-0.189768,-0.106198,0.128763,-0.983992,-0.493976,-0.956386,-0.808524,0.700382,0.383959,ULCER
-0.4755,-0.401504,0.20389,-0.950139,-0.542169,-0.89665,-0.766233,0.441226,0.184155,ULCER
-0.057727,0.042174,0.032117,-0.986798,-0.461847,-0.919923,-0.814333,0.601281,0.041517,ULCER
0.085767,0.258804,-0.163152,-0.995998,-0.46988,-0.954632,-0.802627,0.667726,0.332099,ULCER
-0.190739,-0.069464,0.199769,-0.9872,-0.502008,-0.962665,-0.828328,0.63659,0.469698,ULCER
0.203763,0.365286,-0.278972,-0.99583,-0.437751,-0.897962,-0.788457,0.810318,0.219279,ULCER
-0.112849,0.050238,-0.157468,-0.989776,-0.485944,-0.889601,-0.879684,-0.091861,-0.793648,ULCER
0.136992,0.344053,-0.353776,-0.992202,-0.453815,-0.904322,-0.677294,0.633796,0.430956,ULCER
-0.133131,-0.029382,0.137613,-0.98988,-0.485944,-0.943463,-0.901336,0.688363,-0.020843,ULCER
-0.525756,-0.457644,0.253175,-0.943863,-0.582329,-0.908614,-0.647061,0.651779,0.631581,ULCER
0.084441,0.207587,-0.137808,-0.993779,-0.445783,-0.905116,-0.853412,0.825895,0.256382,ULCER
-0.256517,-0.247299,0.359547,-0.971222,-0.46988,-0.957226,-0.7584,0.651059,0.239484,ULCER
-0.193188,-0.058973,0.135518,-0.974629,-0.518072,-0.945745,-0.763109,0.569144,0.188993,ULCER
-0.492952,-0.448589,0.19565,-0.991416,-0.502008,-0.97619,-0.931437,0.724656,0.212908,NON_ULCER
-0.414561,-0.376552,0.178244,-0.993783,-0.493976,-0.959872,-0.947191,0.781749,0.097186,NON_ULCER
-0.457515,-0.401284,0.161621,-0.986401,-0.493976,-0.966817,-0.919731,0.769795,0.237323,NON_ULCER
-0.413072,-0.374798,0.149499,-0.989422,-0.485944,-0.980329,-0.917574,0.641025,0.308659,NON_ULCER
-0.56329,-0.506222,0.254312,-0.995976,-0.566265,-0.984249,-0.955729,0.770581,0.089644,NON_ULCER
-0.398071,-0.321381,0.181165,-0.982845,-0.518072,-0.963587,-0.952912,0.66859,-0.027955,NON_ULCER
-0.403149,-0.360396,0.154222,-0.990098,-0.502008,-0.943773,-0.937642,0.794788,0.167918,NON_ULCER
-0.339296,-0.325709,0.122579,-0.994039,-0.453815,-0.977103,-0.931701,0.566312,-0.015938,NON_ULCER
-0.52013,-0.460152,0.209383,-0.990141,-0.526104,-0.956764,-0.936409,0.752757,0.051924,NON_ULCER
-0.250511,-0.149072,0.118403,-0.992513,-0.502008,-0.886324,-0.888662,0.83552,0.237572,NON_ULCER
-0.370871,-0.281642,0.124183,-0.990845,-0.526104,-0.912693,-0.877088,0.912247,0.275259,NON_ULCER
-0.47806,-0.36829,0.182525,-0.987978,-0.542169,-0.945353,-0.904284,0.73464,0.096957,NON_ULCER
-0.5368,-0.441821,0.209464,-0.99159,-0.558233,-0.970741,-0.952428,0.80995,0.148779,NON_ULCER
-0.338198,-0.249273,0.176434,-0.990245,-0.51004,-0.811638,-0.862873,0.875188,0.354766,NON_ULCER
-0.366612,-0.357848,0.232186,-0.99422,-0.493976,-0.950516,-0.931305,0.742457,0.378937,NON_ULCER
-0.432507,-0.346929,0.094385,-0.991017,-0.518072,-0.956459,-0.923383,0.755744,-0.031657,NON_ULCER
-0.547323,-0.48816,0.22155,-0.992173,-0.518072,-0.967945,-0.941514,0.845571,0.145122,NON_ULCER
-0.23294,-0.182119,0.186526,-0.993745,-0.485944,-0.823689,-0.899003,0.83219,0.306771,NON_ULCER
-0.188345,-0.157817,0.070371,-0.988636,-0.46988,-0.864156,-0.855216,0.759332,0.066568,NON_ULCER
-0.492936,-0.469794,0.228868,-0.994125,-0.51004,-0.959784,-0.922679,0.771055,0.263073,NON_ULCER
-0.339637,-0.278001,0.115528,-0.989615,-0.493976,-0.952301,-0.938742,0.728616,0.001122,NON_ULCER
-0.324848,-0.308654,0.18265,-0.985872,-0.477912,-0.954239,-0.872071,0.81919,0.379969,NON_ULCER
-0.38458,-0.347001,0.171978,-0.983367,-0.493976,-0.945887,-0.930116,0.749609,-0.05644,NON_ULCER
-0.354157,-0.324584,0.23266,-0.991788,-0.502008,-0.928322,-0.939974,0.848531,0.121282,NON_ULCER
-0.47342,-0.44027,0.17907,-0.99461,-0.502008,-0.96451,-0.953836,0.718918,0.059742,NON_ULCER
-0.473105,-0.44216,0.176015,-0.987021,-0.46988,-0.964143,-0.917442,0.744846,0.325987,NON_ULCER
-0.211366,-0.222553,0.135641,-0.988413,-0.437751,-0.942513,-0.884657,0.681539,-0.034179,NON_ULCER
-0.377324,-0.343608,0.139155,-0.990616,-0.485944,-0.952269,-0.958325,0.829987,0.071061,NON_ULCER
-0.457784,-0.411909,0.273603,-0.993869,-0.534137,-0.958702,-0.921139,0.765752,0.31626,NON_ULCER
-0.490783,-0.420864,0.60973,-0.995131,-0.590361,-0.992913,-0.958281,0.609354,0.158567,ULCER
-0.503979,-0.439606,0.541132,-0.98661,-0.566265,-0.986925,-0.936762,0.591525,-0.002354,ULCER
-0.614649,-0.553272,0.684218,-0.973657,-0.638554,-0.98986,-0.938786,0.674615,0.320228,ULCER
-0.542142,-0.491541,0.640128,-0.9937,-0.598394,-0.994625,-0.962242,0.604011,0.108653,ULCER
-0.562081,-0.522767,0.670988,-0.978691,-0.598394,-0.990432,-0.932449,0.589524,-0.055785,ULCER
-0.375478,-0.324195,0.540279,-0.968942,-0.558233,-0.941661,-0.944859,0.629974,0.042053,ULCER
-0.595852,-0.565357,0.711853,-0.97394,-0.62249,-0.990037,-0.942614,0.445573,0.287335,ULCER
-0.500728,-0.461408,0.607526,-0.987388,-0.574297,-0.989286,-0.935837,0.63263,0.204029,ULCER
-0.503412,-0.44567,0.540739,-0.982612,-0.574297,-0.988351,-0.914978,0.648299,0.013456,ULCER
-0.495134,-0.445139,0.580155,-0.978975,-0.582329,-0.986434,-0.951856,0.669995,0.182093,ULCER
-0.548098,-0.516957,0.613079,-0.97316,-0.582329,-0.991261,-0.955509,0.560788,0.217853,ULCER
-0.487484,-0.456995,0.588047,-0.995151,-0.566265,-0.991434,-0.930556,0.660099,0.13987,ULCER
-0.610308,-0.526457,0.749463,-0.990032,-0.646586,-0.989505,-0.945123,0.67158,0.176409,ULCER
-0.628151,-0.574261,0.756409,-0.963618,-0.62249,-0.973937,-0.901908,0.643198,0.152493,ULCER
-0.577356,-0.525855,0.753239,-0.981485,-0.630522,-0.988553,-0.948996,0.674815,-0.013056,ULCER
-0.409459,-0.395725,0.461907,-0.987777,-0.502008,-0.981711,-0.889982,0.628809,0.364775,ULCER
-0.549955,-0.560084,0.763368,-0.948963,-0.590361,-0.964831,-0.85328,0.575107,0.305658,ULCER
-0.607549,-0.534347,0.737172,-0.983926,-0.630522,-0.983846,-0.900411,0.657323,0.217746,ULCER
-0.589504,-0.541794,0.782423,-0.985944,-0.638554,-0.976699,-0.928708,0.689485,0.110942,ULCER
-0.523441,-0.458962,0.754067,-0.982217,-0.614458,-0.973231,-0.85482,0.626205,0.017749,ULCER
-0.448592,-0.38236,0.647628,-0.978388,-0.534137,-0.932263,-0.929852,0.597764,0.223424,ULCER
-0.610599,-0.612662,0.687888,-0.958366,-0.558233,-0.932113,-0.871675,0.688176,0.26836,ULCER
-0.477712,-0.402754,0.634248,-0.991597,-0.590361,-0.964142,-0.865998,0.696104,0.432971,ULCER
-0.546119,-0.486774,0.695706,-0.973764,-0.606426,-0.980602,-0.919863,0.720145,0.288982,ULCER
-0.528165,-0.473612,0.730491,-0.953493,-0.62249,-0.964284,-0.816049,0.752734,0.356541,ULCER
-0.601619,-0.562912,0.753946,-0.920501,-0.646586,-0.956456,-0.814289,0.543661,0.454786,ULCER
-0.196752,-0.16503,0.426755,-0.987249,-0.493976,-0.896953,-0.769314,0.633522,0.151787,ULCER
-0.342314,-0.323766,0.540311,-0.986054,-0.493976,-0.935912,-0.723986,0.544971,0.204028,ULCER
-0.22025,-0.167321,0.46183,-0.978972,-0.518072,-0.858246,-0.80848,0.587094,-0.012161,ULCER
-0.544168,-0.478639,0.70152,-0.985871,-0.606426,-0.991224,-0.950184,0.640496,-0.036342,ULCER
-0.575217,-0.520396,0.709047,-0.912477,-0.606426,-0.9432,-0.861465,0.640689,0.155277,ULCER
-0.495051,-0.423215,0.656762,-0.972204,-0.582329,-0.987055,-0.950932,0.403996,0.142588,ULCER
-0.540343,-0.472961,0.719112,-0.983679,-0.62249,-0.981024,-0.915242,0.631199,0.259935,ULCER
-0.493142,-0.513508,0.628857,-0.937578,-0.566265,-0.800053,-0.863797,0.687958,0.349223,ULCER
-0.546685,-0.494475,0.652241,-0.981831,-0.574297,-0.988922,-0.953924,0.605714,0.17125,ULCER
-0.467469,-0.409453,0.598577,-0.971774,-0.518072,-0.755752,-0.841574,0.770836,0.396596,ULCER
-0.586525,-0.520504,0.722257,-0.99387,-0.630522,-0.994916,-0.964354,0.466348,0.145086,ULCER
-0.71712,-0.648472,0.720247,-0.975934,-0.678715,-0.980609,-0.944947,0.702484,0.384808,ULCER
-0.451055,-0.455135,0.583166,-0.977752,-0.493976,-0.947979,-0.767773,0.596158,0.145371,ULCER
-0.556101,-0.490921,0.679034,-0.986959,-0.614458,-0.987276,-0.954012,0.610299,0.281034,ULCER
-0.189332,-0.14532,0.524132,-0.974484,-0.518072,-0.872045,-0.965718,0.545344,-0.407781,ULCER
-0.469762,-0.400693,0.63744,-0.981603,-0.606426,-0.952858,-0.931745,0.627643,0.135293,ULCER
-0.662346,-0.603924,0.722701,-0.982738,-0.638554,-0.992013,-0.973948,0.644894,0.207793,ULCER
-0.609193,-0.548857,0.663455,-0.987402,-0.614458,-0.966362,-0.945915,0.70851,0.063358,ULCER
-0.33011,-0.283786,0.554436,-0.981355,-0.542169,-0.934615,-0.970119,0.526773,-0.311084,ULCER
-0.582722,-0.517522,0.634017,-0.985085,-0.614458,-0.99263,-0.936321,0.649926,0.037147,ULCER
-0.606036,-0.540994,0.699934,-0.985326,-0.614458,-0.989662,-0.971571,0.46496,0.046941,ULCER
-0.222628,-0.182174,0.506223,-0.972728,-0.485944,-0.868777,-0.971131,0.412458,-0.460796,ULCER
-0.521942,-0.471042,0.598266,-0.97849,-0.574297,-0.924161,-0.925188,0.766658,0.17669,ULCER
-0.559192,-0.47979,0.610275,-0.988453,-0.614458,-0.99563,-0.956477,0.549447,-0.151478,ULCER
-0.679871,-0.613375,0.658755,-0.962229,-0.646586,-0.987509,-0.954893,0.617727,0.175313,ULCER
-0.518453,-0.540199,0.291493,-0.991497,-0.502008,-0.991734,-0.940766,0.418216,0.882317,NON_ULCER
-0.760505,-0.790738,0.110054,-0.772498,-0.51004,-0.950638,-0.919995,0.014935,0.564783,NON_ULCER
-0.3273,-0.355836,0.232571,-0.983107,-0.461847,-0.985946,-0.9732,-0.189646,0.459445,NON_ULCER
0.382871,0.371782,-0.098403,-0.998674,-0.389558,-0.973756,-0.957489,0.568438,-0.108072,NON_ULCER
0.196473,0.183153,0.051742,-0.995065,-0.413655,-0.984064,-0.930909,0.330804,-0.222917,NON_ULCER
-0.556771,-0.580585,0.183667,-0.990917,-0.493976,-0.985633,-0.925804,0.508963,1,NON_ULCER
-0.025274,-0.102585,0.198016,-0.993943,-0.413655,-0.964847,-0.881356,0.478469,-0.215306,NON_ULCER
-0.319468,-0.387468,0.119201,-0.982735,-0.413655,-0.961255,-0.920039,0.574094,-0.155662,NON_ULCER
-0.788983,-0.803702,0.038739,-0.511121,-0.614458,-0.937413,-0.882721,0.040436,0.43214,NON_ULCER
0.371201,0.358925,-0.058463,-0.997674,-0.389558,-0.971966,-0.923207,0.607971,0.027123,NON_ULCER
0.412714,0.401963,-0.098418,-0.998937,-0.389558,-0.98212,-0.958809,0.611715,0.242703,NON_ULCER
0.204788,0.162468,0.06984,-0.994168,-0.39759,-0.983394,-0.929016,0.504613,-0.020111,NON_ULCER
-0.174772,-0.186743,0.12056,-0.989969,-0.437751,-0.976266,-0.967391,0.440381,0.300192,NON_ULCER
-0.091481,-0.148666,0.225463,-0.995553,-0.421687,-0.974603,-0.915154,0.515662,-0.146799,NON_ULCER
-0.468218,-0.488038,0.193642,-0.992034,-0.485944,-0.975896,-0.920875,0.431384,0.847256,NON_ULCER
0.108356,0.078057,0.171933,-0.993926,-0.421687,-0.987325,-0.954496,0.418492,-0.506144,NON_ULCER
-0.329753,-0.415536,0.085835,-0.99415,-0.405622,-0.95041,-0.909213,0.265208,-0.768141,NON_ULCER
0.234182,0.22123,0.039462,-0.994796,-0.413655,-0.983377,-0.953572,0.519388,0.043875,NON_ULCER
0.116756,0.098735,0.120907,-0.995963,-0.421687,-0.970882,-0.927916,0.578066,0.395208,NON_ULCER
-0.742994,-0.745317,0.026807,-0.902668,-0.558233,-0.945801,-0.900147,0.211762,0.578835,NON_ULCER
-0.774917,-0.800312,0.004175,-0.760405,-0.566265,-0.948108,-0.894867,0.1855,0.405437,NON_ULCER
0.005939,0.058583,-0.143894,-0.985887,-0.413655,-0.979042,-0.91445,0.26171,0.180322,NON_ULCER
0.137118,0.010714,0.221736,-0.99463,-0.381526,-0.964286,-0.917222,0.62962,0.194181,NON_ULCER
0.077578,0.007906,0.220104,-0.989901,-0.413655,-0.98719,-0.949656,0.238538,-0.443392,NON_ULCER
-0.080871,-0.18274,0.329052,-0.993469,-0.413655,-0.981942,-0.923647,0.595999,-0.005244,NON_ULCER
-0.8448,-0.824198,-0.02872,-0.881605,-0.542169,-0.962445,-0.90402,0.257138,0.43774,NON_ULCER
-0.213799,-0.132985,-0.190194,-0.994535,-0.453815,-0.942019,-0.940766,0.297657,-0.510771,NON_ULCER
-0.650523,-0.661494,0.121095,-0.989637,-0.502008,-0.99268,-0.938258,0.378031,0.534958,NON_ULCER
-0.528712,-0.52404,-0.054192,-0.947833,-0.421687,-0.847392,-0.961406,-0.995341,-1,NON_ULCER
0.180238,0.025279,0.264421,-0.993789,-0.373494,-0.978692,-0.913746,0.537475,0.203695,NON_ULCER
-0.0071,-0.121902,0.242549,-0.998317,-0.39759,-0.974043,-0.943715,0.585443,0.168502,NON_ULCER
0.176419,0.10512,0.110733,-0.993467,-0.389558,-0.978623,-0.95432,0.535168,-0.165271,NON_ULCER
-0.117696,-0.118714,-0.112476,-0.991708,-0.389558,-0.938398,-0.912381,0.179145,-0.467984,NON_ULCER
0.167573,0.037103,0.207504,-0.991306,-0.381526,-0.943204,-0.929984,0.528266,-0.118159,NON_ULCER
0.115704,0.038479,0.168058,-0.995623,-0.39759,-0.98211,-0.95344,0.517586,-0.240938,NON_ULCER
-0.805581,-0.81554,0.055742,-0.85004,-0.542169,-0.952534,-0.925232,0.04677,0.344162,NON_ULCER
-0.019833,-0.125183,0.240111,-0.995354,-0.405622,-0.962285,-0.930865,0.628642,0.165513,NON_ULCER
-0.578836,-0.591146,0.141024,-0.994814,-0.493976,-0.991947,-0.920567,0.329018,0.54095,NON_ULCER
0.304212,0.231359,0.110605,-0.99588,-0.389558,-0.974228,-0.970383,0.311162,-0.502055,NON_ULCER
0.325447,0.181128,0.104499,-0.997707,-0.35743,-0.928484,-0.894999,0.706937,0.43191,NON_ULCER
0.04798,-0.067941,0.235163,-0.992981,-0.39759,-0.957919,-0.930072,0.393786,0.10381,NON_ULCER
-0.692629,-0.729617,0.125333,-0.868439,-0.502008,-0.923913,-0.875987,0.134213,0.565724,NON_ULCER
-0.527333,-0.529267,0.214806,-0.994256,-0.51004,-0.993191,-0.945167,0.449742,0.423279,NON_ULCER
0.376725,0.302031,0.094106,-0.995827,-0.389558,-0.971754,-0.959645,0.297895,-0.466777,NON_ULCER
0.097068,-0.042309,0.204228,-0.996221,-0.373494,-0.968999,-0.932933,0.464396,0.216992,NON_ULCER
0.203269,0.121032,0.136978,-0.994538,-0.389558,-0.967156,-0.942791,0.574161,-0.03963,NON_ULCER
-0.537157,-0.534108,0.285366,-0.99073,-0.526104,-0.989593,-0.937994,0.478703,0.74617,NON_ULCER
-0.647567,-0.684953,0.089005,-0.922549,-0.437751,-0.921033,-0.895615,0.268923,0.623993,NON_ULCER
0.387671,0.346793,-0.01387,-0.998142,-0.381526,-0.969441,-0.941734,0.543851,-0.167565,NON_ULCER
0.150363,0.086936,0.167981,-0.991044,-0.405622,-0.955814,-0.913658,0.495274,-0.204765,NON_ULCER
-0.35352,-0.424493,0.143467,-0.949375,-0.429719,-0.929655,-0.907497,0.574684,-0.007965,NON_ULCER
-0.651194,-0.657719,-0.25831,-0.983707,-0.421687,-0.967059,-0.900455,0.559413,-0.289064,ULCER
-0.503798,-0.475213,-0.22979,-0.979619,-0.429719,-0.955409,-0.925848,0.076019,0.013565,ULCER
-0.048184,-0.006876,-0.529343,-0.990923,-0.373494,-0.974443,-0.844038,0.553838,0.353216,ULCER
-0.179889,-0.195679,-0.30429,-0.980707,-0.365462,-0.947687,-0.883953,0.56746,-0.008868,ULCER
-0.536297,-0.520614,-0.341155,-0.969851,-0.405622,-0.931093,-0.959117,-0.395055,0.370598,ULCER
-0.554023,-0.563189,-0.257928,-0.975576,-0.413655,-0.965832,-0.961714,-0.466496,-0.196994,ULCER
-0.840952,-0.845693,-0.224082,-0.920564,-0.46988,-0.985911,-0.950624,0.282085,0.404595,ULCER
-0.135196,-0.094695,-0.337205,-0.995962,-0.389558,-0.936722,-0.921843,-0.15244,-0.411335,ULCER
0.406197,0.386584,-0.480219,-0.996728,-0.341365,-0.96138,-0.884481,0.669247,-0.086654,ULCER
-0.096152,-0.083419,-0.341882,-0.985529,-0.381526,-0.946975,-0.890818,0.249511,-0.337025,ULCER
-0.119003,-0.089973,-0.427669,-0.990608,-0.365462,-0.980373,-0.764649,0.453864,0.418957,ULCER
-0.831832,-0.842596,-0.237017,-0.954494,-0.477912,-0.990389,-0.95432,0.056247,-0.207198,ULCER
-0.500541,-0.482361,-0.244309,-0.969709,-0.39759,-0.94606,-0.940502,-0.26879,-0.707014,ULCER
-0.862306,-0.898676,-0.39064,-0.888556,-0.349398,-0.995882,-0.967039,0.672082,0.080421,ULCER
-0.832757,-0.845743,-0.335944,-0.928191,-0.437751,-0.965841,-0.958457,0.450488,0.693615,ULCER
-0.323946,-0.331553,-0.310028,-0.992788,-0.373494,-0.924919,-0.884833,0.348497,0.671532,ULCER
-0.687513,-0.738795,-0.266681,-0.905912,-0.309237,-0.985803,-0.930424,0.477401,-0.676145,ULCER
-0.096597,-0.09331,-0.317584,-0.985067,-0.373494,-0.927422,-0.852972,0.397268,0.019442,ULCER
-0.818292,-0.876151,-0.437129,-0.836221,-0.204819,-0.993595,-0.962726,0.552207,-0.108187,ULCER
-0.809131,-0.865662,-0.47091,-0.938324,-0.277108,-0.989503,-0.956653,0.873705,0.271008,ULCER
-0.55815,-0.557379,-0.224896,-0.979678,-0.325301,-0.93573,-0.813101,0.563737,-0.329322,ULCER
-0.812957,-0.817228,-0.298207,-0.954851,-0.389558,-0.970543,-0.927784,0.606824,0.703361,ULCER
-0.688588,-0.768832,-0.406608,-0.923267,-0.277108,-0.974962,-0.904372,0.679163,-0.091769,ULCER
0.006465,0.013179,-0.275479,-0.993942,-0.381526,-0.941653,-0.90226,0.491473,-0.036623,ULCER
-0.521308,-0.470663,-0.326842,-0.973729,-0.445783,-0.957477,-0.948864,-0.247856,0.296603,ULCER
-0.772792,-0.83146,-0.369774,-0.971703,-0.293173,-0.981577,-0.950404,0.874618,0.096591,ULCER
-0.719151,-0.744973,-0.279828,-0.968336,-0.317269,-0.912549,-0.889718,0.831765,0.516271,ULCER
-0.351636,-0.319469,-0.252841,-0.988372,-0.421687,-0.945493,-0.923515,0.02123,-0.674097,ULCER
-0.571675,-0.638418,-0.189925,-0.992639,-0.35743,-0.99335,-0.950624,0.623755,-0.020126,NON_ULCER
-0.42634,-0.574358,-0.436823,-0.961434,-0.084337,-0.958204,-0.799151,0.462625,0.149097,NON_ULCER
0.586325,0.454908,-0.47005,-0.997282,-0.301205,-0.943796,-0.869782,0.541832,0.352059,NON_ULCER
-0.0058,-0.092387,-0.335615,-0.996042,-0.317269,-0.954246,-0.903228,0.01893,-0.520603,NON_ULCER
-0.276622,-0.436356,-0.282315,-0.98648,-0.261044,-0.98351,-0.92796,0.430072,-0.490837,NON_ULCER
-0.357625,-0.440678,-0.461018,-0.995389,-0.285141,-0.992904,-0.91467,0.675758,0.184469,NON_ULCER
0.128295,-0.137334,-0.628507,-0.998695,-0.140562,-0.964591,-0.922987,0.490779,0.370962,NON_ULCER
-0.491466,-0.49599,-0.323372,-0.985416,-0.365462,-0.964936,-0.868682,0.64805,0.496884,NON_ULCER
-0.391836,-0.476729,-0.460747,-0.996393,-0.261044,-0.996211,-0.947543,0.552376,0.011662,NON_ULCER
-0.226278,-0.477427,-0.541023,-0.995291,-0.028112,-0.973907,-0.929588,0.374473,0.095944,NON_ULCER
-0.535603,-0.651555,-0.393775,-0.967226,-0.076305,-0.98487,-0.854952,0.611107,-0.364304,NON_ULCER
-0.344184,-0.490226,-0.236196,-0.995496,-0.285141,-0.987113,-0.932361,0.538399,-0.33228,NON_ULCER
-0.406395,-0.421543,-0.410394,-0.993346,-0.35743,-0.990571,-0.92664,0.537572,0.104901,NON_ULCER
-0.551636,-0.691928,-0.500926,-0.977908,-0.228916,-0.979719,-0.860761,0.634242,0.002612,NON_ULCER
-0.337499,-0.399964,-0.454907,-0.998836,-0.309237,-0.989791,-0.972055,0.457715,0.132228,NON_ULCER
-0.242477,-0.286542,-0.409075,-0.995888,-0.333333,-0.988933,-0.933813,0.625665,0.239543,NON_ULCER
-0.345707,-0.497565,-0.190056,-0.990896,-0.269076,-0.978457,-0.907981,0.645528,-0.200347,NON_ULCER
-0.581763,-0.6496,-0.300871,-0.989302,-0.325301,-0.995178,-0.946707,0.561336,-0.496168,NON_ULCER
