@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R3-25,27-76,78-87,89-96,98-151,153-162,164-167,169-186'

@attribute color_bgr_b_mean numeric
@attribute color_bgr_g_mean numeric
@attribute color_lab_a_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_b_intensity2 numeric
@attribute haralick_bgr_b_contrast numeric
@attribute haralick_luv_uv_contrast numeric
@attribute lbph_bgr_g_entropy numeric
@attribute lbph_bgr_r_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.018565,-0.282066,0.168231,-0.994732,-0.285141,-0.976635,-0.865382,0.661339,0.146053,NON_ULCER
-0.268303,-0.450441,0.261711,-0.979895,-0.365462,-0.979172,-0.924483,0.668164,0.298235,NON_ULCER
0.093113,-0.091271,-0.084412,-0.998151,-0.317269,-0.885982,-0.89447,0.656144,0.36863,NON_ULCER
-0.159586,-0.348665,0.200798,-0.997579,-0.333333,-0.992435,-0.939622,0.679852,0.107145,NON_ULCER
-0.267836,-0.503355,0.345419,-0.972234,-0.341365,-0.967593,-0.873963,0.702284,0.256551,NON_ULCER
-0.121536,-0.359163,0.220977,-0.9949,-0.325301,-0.988031,-0.893898,0.644342,0.135679,NON_ULCER
-0.185704,-0.375541,0.114093,-0.993853,-0.333333,-0.969728,-0.918542,0.820364,-0.07391,NON_ULCER
-0.116364,-0.343453,0.186795,-0.990656,-0.325301,-0.979405,-0.903624,0.690865,0.257103,NON_ULCER
0.112627,-0.080667,0.051268,-0.9924,-0.333333,-0.98347,-0.875327,0.562143,0.073499,NON_ULCER
-0.234516,-0.438343,0.242524,-0.993309,-0.349398,-0.981531,-0.924219,0.80869,0.130493,NON_ULCER
-0.197792,-0.400232,0.200677,-0.98544,-0.333333,-0.993057,-0.932273,0.67355,-0.167198,NON_ULCER
0.403585,0.115655,0.000881,-0.99294,-0.285141,-0.934855,-0.84439,0.715588,0.016464,NON_ULCER
-0.367532,-0.565317,0.106529,-0.971709,-0.317269,-0.920646,-0.918498,0.626242,0.304721,NON_ULCER
-0.101332,-0.309401,0.12802,-0.987222,-0.325301,-0.954356,-0.928532,0.729246,-0.03167,NON_ULCER
-0.306069,-0.501514,0.273625,-0.985386,-0.35743,-0.990372,-0.948027,0.716225,0.098996,NON_ULCER
0.037215,-0.101354,0.020219,-0.993375,-0.349398,-0.979121,-0.870927,0.664633,0.601758,NON_ULCER
0.226359,0.025835,-0.044595,-0.996104,-0.309237,-0.958009,-0.869518,0.7015,0.320909,NON_ULCER
-0.258863,-0.462732,0.282283,-0.992406,-0.35743,-0.991384,-0.941734,0.715081,0.24794,NON_ULCER
-0.18754,-0.360477,0.188563,-0.993255,-0.349398,-0.993932,-0.953,0.70272,-0.035183,NON_ULCER
-0.27457,-0.4652,0.068102,-0.990771,-0.317269,-0.963704,-0.917662,0.702849,0.466026,NON_ULCER
-0.315714,-0.509779,0.31359,-0.986669,-0.365462,-0.991053,-0.969063,0.659606,-0.084355,NON_ULCER
-0.132617,-0.356783,0.17828,-0.978793,-0.301205,-0.955077,-0.899575,0.627125,-0.16023,NON_ULCER
0.262253,0.098752,-0.089737,-0.996895,-0.325301,-0.934133,-0.889366,0.727381,0.52195,NON_ULCER
-0.370387,-0.570515,0.367178,-0.986783,-0.373494,-0.98615,-0.91555,0.763208,0.152618,NON_ULCER
-0.251067,-0.412796,0.229506,-0.992185,-0.373494,-0.992165,-0.96255,0.636565,0.178057,NON_ULCER
-0.214947,-0.457549,0.295679,-0.984489,-0.333333,-0.981844,-0.904548,0.557694,0.341132,NON_ULCER
-0.279798,-0.481119,0.046405,-0.992975,-0.309237,-0.963642,-0.89425,0.670746,0.432766,NON_ULCER
0.086211,-0.184503,0.104283,-0.980704,-0.293173,-0.89699,-0.865118,0.648613,-0.202876,NON_ULCER
-0.004997,-0.159187,-0.042298,-0.993699,-0.349398,-0.941049,-0.779699,0.786498,0.657093,NON_ULCER
0.490497,0.341376,-0.202302,-0.996628,-0.325301,-0.933625,-0.931701,0.690787,0.275509,NON_ULCER
-0.351423,-0.552369,0.355271,-0.986873,-0.373494,-0.9915,-0.927476,0.701868,-0.047009,NON_ULCER
-0.345437,-0.557692,0.351188,-0.958857,-0.333333,-0.969411,-0.813717,0.661557,0.186937,NON_ULCER
-0.323002,-0.509802,0.317221,-0.992167,-0.373494,-0.993537,-0.963958,0.676837,-0.199405,NON_ULCER
-0.101564,-0.371744,0.15115,-0.984558,-0.293173,-0.962867,-0.818382,0.76345,0.250401,NON_ULCER
0.21279,0.055137,-0.091035,-0.996853,-0.325301,-0.978782,-0.95476,0.572235,-0.177037,NON_ULCER
-0.202931,-0.41924,0.265454,-0.991978,-0.341365,-0.990348,-0.920743,0.584488,0.004174,NON_ULCER
0.421987,0.27164,-0.180237,-0.997383,-0.325301,-0.953889,-0.947543,0.650152,0.337966,NON_ULCER
-0.251065,-0.514762,0.35917,-0.988254,-0.333333,-0.986312,-0.913306,0.662633,0.08262,NON_ULCER
0.109669,-0.066775,-0.058931,-0.995277,-0.325301,-0.963799,-0.883557,0.729445,0.535184,NON_ULCER
-0.329059,-0.513389,0.321444,-0.990827,-0.373494,-0.993636,-0.945475,0.748065,0.037916,NON_ULCER
-0.227374,-0.450606,0.231167,-0.987843,-0.325301,-0.9903,-0.910357,0.56426,0.167298,NON_ULCER
0.273257,0.092988,-0.089452,-0.996237,-0.317269,-0.965749,-0.96189,0.611397,0.416952,NON_ULCER
-0.357778,-0.547292,0.326784,-0.99668,-0.373494,-0.994952,-0.951592,0.782452,-0.065903,NON_ULCER
0.074558,-0.119476,-0.031913,-0.9973,-0.325301,-0.982662,-0.898563,0.720136,0.532641,NON_ULCER
-0.325416,-0.522623,0.356191,-0.991203,-0.373494,-0.991291,-0.936453,0.735977,0.249883,NON_ULCER
0.049318,0.206334,-0.457584,-0.9961,-0.421687,-0.938477,-0.733008,0.751285,0.17801,ULCER
-0.306676,-0.273687,-0.018997,-0.961329,-0.437751,-0.963663,-0.856228,0.354122,0.156124,ULCER
0.037983,0.133135,-0.349724,-0.981241,-0.413655,-0.94454,-0.716021,0.615431,0.17688,ULCER
-0.637324,-0.590294,-0.305145,-0.734972,-0.421687,-0.817017,-0.723942,0.612953,-0.012756,ULCER
-0.001175,0.218548,-0.480193,-0.996983,-0.453815,-0.934869,-0.859397,0.487968,-0.138218,ULCER
-0.393952,-0.374718,0.146916,-0.981558,-0.485944,-0.921778,-0.652694,0.799044,0.64946,ULCER
-0.03398,0.165222,-0.362487,-0.994673,-0.461847,-0.821856,-0.687548,0.826356,0.135631,ULCER
-0.516437,-0.482026,0.091829,-0.900276,-0.485944,-0.857498,-0.650186,0.794903,0.623222,ULCER
-0.039504,0.082907,-0.434972,-0.97598,-0.413655,-0.898109,-0.740401,0.652444,0.132599,ULCER
-0.649629,-0.604874,-0.075161,-0.930663,-0.526104,-0.903824,-0.841178,0.814871,0.463676,ULCER
-0.328134,-0.152649,-0.242555,-0.982786,-0.46988,-0.770634,-0.673026,0.566569,0.309819,ULCER
0.004442,0.069535,-0.178865,-0.972881,-0.421687,-0.936193,-0.607147,0.521778,0.03146,ULCER
0.169389,0.301518,-0.372468,-0.987561,-0.421687,-0.80708,-0.620085,0.588795,0.125865,ULCER
0.094208,0.212351,-0.356809,-0.976611,-0.421687,-0.916495,-0.705063,0.642331,0.315305,ULCER
0.025128,0.18015,-0.459198,-0.972555,-0.429719,-0.859707,-0.641384,0.596034,0.241783,ULCER
0.031397,0.134387,-0.308429,-0.969668,-0.421687,-0.907665,-0.729047,0.582723,0.250949,ULCER
-0.799216,-0.768097,-0.218392,-0.618771,-0.461847,-0.882424,-0.894955,0.31263,-0.405503,ULCER
-0.185456,-0.140955,-0.23926,-0.983123,-0.421687,-0.848248,-0.769094,0.725325,0.190519,ULCER
-0.389022,-0.380888,-0.021543,-0.925508,-0.461847,-0.850899,-0.766057,0.698244,-0.16883,ULCER
-0.058056,0.043856,-0.467779,-0.991924,-0.39759,-0.937895,-0.871587,0.588014,-0.149128,ULCER
-0.626984,-0.597756,-0.140226,-0.841899,-0.453815,-0.802952,-0.794838,0.604211,0.383975,ULCER
-0.039533,0.119796,-0.525058,-0.990907,-0.429719,-0.93795,-0.819306,0.627995,-0.054332,ULCER
-0.353723,-0.299961,-0.119117,-0.971571,-0.445783,-0.811267,-0.691993,0.741715,0.64824,ULCER
-0.016272,0.118249,-0.374761,-0.977922,-0.437751,-0.924605,-0.628138,0.582557,0.288477,ULCER
-0.295688,-0.293228,0.071008,-0.973101,-0.445783,-0.869508,-0.846943,0.710444,-0.075374,ULCER
-0.256284,-0.247542,0.037112,-0.986206,-0.437751,-0.905472,-0.768874,0.875297,0.471059,ULCER
-0.051183,0.101723,-0.490846,-0.987961,-0.429719,-0.852574,-0.714393,0.689314,0.090834,ULCER
-0.267286,-0.133033,-0.466381,-0.9946,-0.437751,-0.916395,-0.855436,0.748004,0.167561,ULCER
-0.81081,-0.794056,-0.03577,-0.533479,-0.518072,-0.839327,-0.862433,0.37549,0.03939,ULCER
-0.22281,-0.17435,-0.238509,-0.965917,-0.421687,-0.88441,-0.822959,0.56804,0.109032,ULCER
-0.439121,-0.399818,-0.034489,-0.976661,-0.46988,-0.883283,-0.806984,0.674326,0.652636,ULCER
-0.364579,-0.375602,0.071927,-0.93604,-0.453815,-0.868028,-0.809184,0.663585,-0.129833,ULCER
-0.017828,0.082838,-0.34352,-0.982975,-0.421687,-0.924062,-0.618897,0.5535,0.149958,ULCER
-0.244329,-0.189266,-0.115425,-0.973916,-0.445783,-0.905805,-0.734284,0.734391,0.600703,ULCER
-0.509457,-0.527947,0.336998,-0.934062,-0.502008,-0.949099,-0.760908,0.774206,0.273245,ULCER
-0.281335,-0.247021,-0.103658,-0.964265,-0.429719,-0.838689,-0.627434,0.745509,0.24005,ULCER
-0.53545,-0.546338,0.31808,-0.916374,-0.518072,-0.935912,-0.749114,0.734049,0.092945,ULCER
-0.076402,0.062807,-0.4771,-0.991411,-0.429719,-0.958111,-0.844038,0.734486,0.193215,ULCER
-0.429639,-0.404688,-0.112594,-0.97926,-0.445783,-0.954148,-0.913966,0.517529,0.276457,ULCER
-0.596811,-0.589702,-0.093847,-0.906432,-0.453815,-0.805229,-0.886373,0.650752,0.341738,ULCER
-0.025048,0.139845,-0.47363,-0.992197,-0.437751,-0.953614,-0.823971,0.58666,0.186937,ULCER
-0.330387,-0.321868,-0.03558,-0.907657,-0.429719,-0.787186,-0.532378,0.734274,0.321849,ULCER
-0.185221,-0.149411,-0.100156,-0.956028,-0.421687,-0.880789,-0.575462,0.746702,0.192911,ULCER
0.015283,0.177087,-0.458647,-0.978478,-0.437751,-0.951072,-0.812353,0.473877,-0.324108,ULCER
-0.323151,-0.283756,-0.079861,-0.981806,-0.445783,-0.92901,-0.794178,0.75815,0.553223,ULCER
0.096633,0.298023,-0.554865,-0.997738,-0.437751,-0.948939,-0.886241,0.718884,0.181936,ULCER
-0.093261,0.058209,-0.422695,-0.994258,-0.429719,-0.960628,-0.870751,0.66891,0.239213,ULCER
-0.461756,-0.444073,-0.147018,-0.96357,-0.437751,-0.8371,-0.817986,0.697375,0.282466,ULCER
-0.136377,-0.022069,-0.483827,-0.99402,-0.405622,-0.742246,-0.785948,0.582403,0.094614,ULCER
-0.178711,0.02865,-0.389025,-0.996472,-0.477912,-0.955405,-0.805444,0.760235,0.293547,ULCER
-0.071403,0.115229,-0.528113,-0.997551,-0.445783,-0.89558,-0.886593,0.514438,-0.322771,ULCER
-0.166052,-0.065381,-0.241187,-0.974787,-0.437751,-0.92223,-0.713424,0.741711,0.396467,ULCER
-0.037655,0.024308,-0.274618,-0.977743,-0.413655,-0.88394,-0.705195,0.685656,-0.013458,ULCER
-0.125354,-0.141146,-0.043586,-0.980288,-0.413655,-0.994507,-0.927916,0.349859,-0.032496,NON_ULCER
-0.13743,-0.196251,0.115853,-0.991273,-0.413655,-0.972724,-0.899795,0.660842,-0.038443,NON_ULCER
-0.149033,-0.070745,-0.242017,-0.997418,-0.437751,-0.992261,-0.910665,0.763947,-0.084148,NON_ULCER
-0.290213,-0.355458,0.261013,-0.994999,-0.437751,-0.985564,-0.926024,0.766429,0.065551,NON_ULCER
-0.049717,-0.017763,-0.174769,-0.991811,-0.413655,-0.994384,-0.918674,0.648795,-0.034629,NON_ULCER
-0.10178,-0.117387,0.055163,-0.980787,-0.421687,-0.993433,-0.914846,0.284171,-0.047409,NON_ULCER
-0.201029,-0.220638,0.090377,-0.992567,-0.429719,-0.997097,-0.94882,0.630139,0.043441,NON_ULCER
-0.165161,-0.084716,-0.240296,-0.996579,-0.429719,-0.988766,-0.888089,0.68342,-0.159728,NON_ULCER
-0.201554,-0.248378,0.155422,-0.988066,-0.429719,-0.990942,-0.921139,0.537374,-0.175924,NON_ULCER
-0.038656,0.040402,-0.219438,-0.99757,-0.429719,-0.994102,-0.933241,0.632888,-0.146047,NON_ULCER
-0.02223,-0.045775,0.070651,-0.983942,-0.413655,-0.991255,-0.924968,0.535639,-0.078093,NON_ULCER
-0.271869,-0.331734,0.259344,-0.993023,-0.437751,-0.99173,-0.943407,0.623711,-0.165337,NON_ULCER
-0.002734,0.043785,-0.139045,-0.996732,-0.421687,-0.995062,-0.929104,0.683145,-0.139497,NON_ULCER
-0.205331,-0.168818,-0.066458,-0.99281,-0.437751,-0.991341,-0.896451,0.646125,0.208438,NON_ULCER
-0.18556,-0.297225,0.372388,-0.990487,-0.421687,-0.978838,-0.860585,0.580802,-0.137099,NON_ULCER
-0.091089,-0.016931,-0.289726,-0.997996,-0.413655,-0.992211,-0.900411,0.671445,-0.194548,NON_ULCER
-0.258381,-0.210833,-0.162661,-0.995026,-0.445783,-0.988743,-0.885581,0.696138,0.337989,NON_ULCER
-0.310478,-0.384988,0.312381,-0.98738,-0.437751,-0.981444,-0.923031,0.665055,-0.017757,NON_ULCER
0.040265,-0.010228,0.099909,-0.987546,-0.405622,-0.983664,-0.905296,0.548898,0.012563,NON_ULCER
0.190781,0.045161,0.101857,-0.992162,-0.365462,-0.887813,-0.795718,0.720952,0.128739,NON_ULCER
-0.293584,-0.255789,0.035894,-0.975022,-0.437751,-0.984532,-0.881532,0.630496,0.098632,NON_ULCER
-0.298603,-0.376552,0.180609,-0.998338,-0.421687,-0.988744,-0.947939,0.680326,0.277143,NON_ULCER
-0.352266,-0.444448,0.303727,-0.990962,-0.429719,-0.989096,-0.91511,0.593234,-0.12518,NON_ULCER
-0.052597,0.040883,-0.262873,-0.998456,-0.437751,-0.989631,-0.887957,0.748787,-0.018279,NON_ULCER
-0.253552,-0.282005,-0.106398,-0.992686,-0.39759,-0.992528,-0.944023,0.640091,0.288391,NON_ULCER
0.060419,0.078982,-0.080283,-0.998604,-0.413655,-0.992377,-0.946355,0.78706,-0.080634,NON_ULCER
-0.410206,-0.463144,0.186655,-0.984527,-0.453815,-0.992506,-0.919731,0.619807,0.125874,NON_ULCER
-0.381859,-0.472689,0.252638,-0.994427,-0.429719,-0.984163,-0.921799,0.695223,-0.070174,NON_ULCER
-0.043739,-0.168032,0.159994,-0.994655,-0.381526,-0.949639,-0.884921,0.673605,0.178748,NON_ULCER
-0.344235,-0.423702,0.104408,-0.996538,-0.405622,-0.99522,-0.954804,0.665979,0.38925,NON_ULCER
-0.205926,-0.194536,-0.188492,-0.996438,-0.413655,-0.995108,-0.931129,0.603278,0.272629,NON_ULCER
-0.36294,-0.422993,0.038058,-0.967941,-0.413655,-0.993715,-0.941118,0.26797,0.240269,NON_ULCER
-0.225449,-0.329338,0.158408,-0.995237,-0.39759,-0.98255,-0.924219,0.548788,0.415266,NON_ULCER
-0.434022,-0.5112,0.248798,-0.995937,-0.429719,-0.991775,-0.916914,0.591519,-0.096818,NON_ULCER
0.112995,-0.023972,0.044299,-0.994487,-0.35743,-0.884469,-0.886549,0.62872,0.291469,NON_ULCER
-0.226164,-0.235085,-0.158996,-0.984808,-0.405622,-0.994935,-0.952912,0.303634,0.128795,NON_ULCER
-0.403068,-0.466645,0.058262,-0.983665,-0.413655,-0.990367,-0.950316,0.626233,0.41952,NON_ULCER
-0.289713,-0.365534,0.088527,-0.995039,-0.405622,-0.996484,-0.966378,0.525694,0.155257,NON_ULCER
-0.437277,-0.52548,0.176006,-0.991353,-0.421687,-0.98911,-0.924704,0.675339,-0.07869,NON_ULCER
-0.202578,-0.297066,0.149621,-0.990598,-0.405622,-0.959096,-0.871411,0.691001,0.227181,NON_ULCER
0.347494,0.208556,-0.008008,-0.992038,-0.349398,-0.806266,-0.774683,0.658815,-0.035481,NON_ULCER
-0.236555,-0.258477,-0.095054,-0.974918,-0.405622,-0.993047,-0.931525,0.313953,0.26827,NON_ULCER
-0.430887,-0.513823,0.094992,-0.990006,-0.405622,-0.993408,-0.944595,0.579195,0.367122,NON_ULCER
-0.158523,-0.233204,0.116912,-0.996504,-0.405622,-0.991658,-0.948159,0.594232,0.335187,NON_ULCER
-0.23438,-0.321834,0.226079,-0.988907,-0.429719,-0.933421,-0.842894,0.705691,0.087485,NON_ULCER
-0.237764,-0.27024,-0.072602,-0.97693,-0.405622,-0.994189,-0.929016,0.216371,0.232155,NON_ULCER
-0.106761,-0.180965,0.124911,-0.994671,-0.405622,-0.969648,-0.911853,0.688072,0.389733,NON_ULCER
-0.256304,-0.31568,0.180299,-0.99465,-0.429719,-0.98247,-0.920831,0.66156,0.259424,NON_ULCER
-0.196908,-0.148915,-0.218155,-0.975435,-0.421687,-0.994823,-0.894514,0.517152,0.022639,NON_ULCER
0.002625,-0.111875,0.075875,-0.990218,-0.365462,-0.899572,-0.796422,0.755184,0.063497,NON_ULCER
-0.284364,-0.3463,0.234756,-0.982821,-0.437751,-0.985018,-0.893942,0.667762,0.200435,NON_ULCER
-0.139416,-0.09718,-0.209096,-0.987368,-0.421687,-0.994222,-0.90094,0.667184,-0.042493,NON_ULCER
-0.105344,-0.217266,0.222584,-0.972709,-0.373494,-0.746082,-0.745814,0.777376,0.366455,NON_ULCER
-0.853354,-0.862523,-0.026986,-0.930379,-0.614458,-0.981989,-0.907233,0.686647,0.324232,ULCER
-0.873831,-0.872593,0.24079,-0.892096,-0.670683,-0.994828,-0.930997,0.624988,0.270773,ULCER
-0.807147,-0.825431,0.216541,-0.765121,-0.670683,-0.825414,-0.843246,0.742616,0.198142,ULCER
-0.34872,-0.379466,-0.07061,-0.990793,-0.405622,-0.878467,-0.945739,0.620602,-0.440192,ULCER
-0.193876,-0.268609,-0.013299,-0.965192,-0.35743,-0.676125,-0.915902,0.554017,-0.503805,ULCER
-0.876877,-0.877247,0.179077,-0.896004,-0.702811,-0.996841,-0.9508,0.560903,0.166765,ULCER
-0.784104,-0.785988,0.137401,-0.922965,-0.550201,-0.97529,-0.951328,0.633802,0.10968,ULCER
-0.165217,-0.22367,-0.1251,-0.983242,-0.373494,-0.697306,-0.946795,0.578955,-0.20562,ULCER
-0.88339,-0.891262,0.08059,-0.892751,-0.606426,-0.95097,-0.897595,0.925025,0.160867,ULCER
-0.886854,-0.896877,0.149009,-0.777255,-0.614458,-0.992178,-0.925848,0.703934,-0.1041,ULCER
-0.590659,-0.616994,0.103194,-0.871939,-0.453815,-0.470959,-0.859881,0.795124,0.165395,ULCER
-0.849381,-0.843445,0.075063,-0.862539,-0.582329,-0.991907,-0.919951,0.675272,0.388554,ULCER
-0.894985,-0.889158,0.272745,-0.958498,-0.606426,-0.99243,-0.923075,0.594135,0.182648,ULCER
-0.607387,-0.659132,0.058922,-0.854277,-0.502008,-0.806372,-0.839901,0.79076,0.227862,ULCER
-0.764906,-0.804,0.08057,-0.777727,-0.493976,-0.844784,-0.864502,0.920303,0.391902,ULCER
-0.683668,-0.705584,0.157197,-0.901404,-0.51004,-0.826127,-0.881532,0.756597,0.051729,ULCER
-0.718101,-0.745606,0.005278,-0.816878,-0.445783,-0.578708,-0.796422,0.93201,0.451769,ULCER
-0.850754,-0.865809,0.05685,-0.879791,-0.62249,-0.976538,-0.932097,0.728783,0.190551,ULCER
-0.21482,-0.296442,0.049827,-0.917137,-0.381526,-0.673171,-0.9273,0.597429,-0.441862,ULCER
-0.319669,-0.340989,-0.118398,-0.984916,-0.413655,-0.973721,-0.891918,0.712251,0.075046,NON_ULCER
-0.392369,-0.466464,0.054707,-0.99442,-0.39759,-0.974007,-0.900015,0.641471,-0.057589,NON_ULCER
-0.328601,-0.368525,-0.069927,-0.984221,-0.413655,-0.980955,-0.906176,0.745776,0.125738,NON_ULCER
-0.195943,-0.292145,-0.095343,-0.987703,-0.349398,-0.6836,-0.844478,0.690482,0.384664,NON_ULCER
-0.507473,-0.547511,0.008224,-0.976611,-0.389558,-0.951187,-0.84351,0.688794,0.478882,NON_ULCER
-0.043228,-0.183872,-0.043416,-0.993699,-0.325301,-0.924491,-0.824147,0.70211,0.344607,NON_ULCER
-0.074437,-0.231153,-0.027251,-0.992466,-0.333333,-0.963205,-0.910401,0.671671,-0.034204,NON_ULCER
-0.364194,-0.474114,0.00821,-0.990847,-0.373494,-0.96767,-0.867846,0.786042,0.230111,NON_ULCER
-0.45477,-0.551463,0.105085,-0.99573,-0.389558,-0.99073,-0.93861,0.400881,-0.602193,NON_ULCER
0.021109,-0.132005,-0.038734,-0.993542,-0.333333,-0.750973,-0.835545,0.712411,0.246189,NON_ULCER
0.260105,0.07644,-0.063875,-0.990129,-0.317269,-0.80262,-0.909961,0.809914,0.225939,NON_ULCER
-0.490489,-0.458282,-0.137518,-0.995016,-0.46988,-0.989311,-0.947719,0.628084,0.206508,NON_ULCER
-0.362584,-0.353675,-0.153538,-0.991348,-0.381526,-0.982508,-0.907629,0.704366,-0.088012,NON_ULCER
-0.022422,-0.212534,0.013794,-0.991183,-0.317269,-0.968072,-0.901204,0.67115,-0.12633,NON_ULCER
-0.021623,-0.147861,-0.030431,-0.994719,-0.35743,-0.894338,-0.901424,0.787621,-0.059667,NON_ULCER
-0.389089,-0.438382,-0.034675,-0.991476,-0.445783,-0.976394,-0.882941,0.658204,-0.191518,NON_ULCER
0.063106,-0.106435,-0.037994,-0.996656,-0.317269,-0.882065,-0.828416,0.630163,0.146066,NON_ULCER
0.091631,-0.055142,-0.060117,-0.992274,-0.333333,-0.818064,-0.93861,0.575647,-0.235694,NON_ULCER
-0.097878,-0.276987,0.090356,-0.990406,-0.341365,-0.969992,-0.902832,0.627905,-0.075191,NON_ULCER
-0.727181,-0.714101,0.137175,-0.898445,-0.534137,-0.908471,-0.928092,0.642742,0.146185,ULCER
-0.884675,-0.849041,-0.101957,-0.827398,-0.646586,-0.986844,-0.906396,0.641107,0.042154,ULCER
-0.849348,-0.78995,-0.154731,-0.963196,-0.598394,-0.994324,-0.955289,0.556821,0.314515,ULCER
-0.283761,-0.18418,-0.199736,-0.98745,-0.46988,-0.608723,-0.961318,0.645749,-0.495188,ULCER
-0.854203,-0.787889,-0.01316,-0.929205,-0.678715,-0.930872,-0.903272,0.825558,0.114404,ULCER
-0.524107,-0.425589,-0.102845,-0.961625,-0.518072,-0.550046,-0.904416,0.718658,-0.030392,ULCER
-0.789387,-0.720871,-0.108957,-0.981219,-0.518072,-0.983158,-0.955685,0.789033,0.231516,ULCER
-0.781122,-0.700176,0.025173,-0.847158,-0.598394,-0.723657,-0.888529,0.800285,0.238691,ULCER
-0.807678,-0.764991,0.168928,-0.89356,-0.654618,-0.861361,-0.873963,0.84139,0.422381,ULCER
-0.703546,-0.619436,-0.121049,-0.940408,-0.461847,-0.375474,-0.897859,0.858919,0.391808,ULCER
-0.525687,-0.51111,0.024252,-0.962229,-0.477912,-0.797919,-0.898695,0.864845,0.250238,ULCER
-0.823428,-0.772513,0.028528,-0.847009,-0.678715,-0.97044,-0.928752,0.717898,0.290912,ULCER
-0.851994,-0.831037,-0.007216,-0.91273,-0.646586,-0.985413,-0.910489,0.627609,0.174981,ULCER
-0.766762,-0.690141,-0.072128,-0.933128,-0.590361,-0.76915,-0.918586,0.827419,0.102768,ULCER
-0.850901,-0.809058,-0.132546,-0.872784,-0.542169,-0.970142,-0.890818,0.707549,0.247603,ULCER
-0.849166,-0.785086,0.022118,-0.916244,-0.62249,-0.984663,-0.930292,0.744142,-0.041436,ULCER
-0.530035,-0.507705,0.032098,-0.927289,-0.502008,-0.325587,-0.894735,0.730825,0.365263,ULCER
-0.82884,-0.768168,0.014603,-0.911052,-0.526104,-0.950829,-0.935045,0.854121,0.117986,ULCER
-0.122691,-0.096873,-0.090301,-0.987945,-0.421687,-0.814988,-0.958105,0.655379,-0.264272,ULCER
-0.808335,-0.773744,0.07173,-0.954569,-0.582329,-0.986984,-0.946707,0.765949,0.21716,ULCER
-0.812594,-0.767176,0.122518,-0.881067,-0.638554,-0.92788,-0.923647,0.859917,0.312512,ULCER
-0.861932,-0.8188,0.10248,-0.956795,-0.678715,-0.992114,-0.948952,0.740952,-0.104904,ULCER
-0.677506,-0.621219,0.076409,-0.734989,-0.51004,-0.509392,-0.88206,0.796097,0.536166,ULCER
-0.871632,-0.825859,0.122296,-0.951207,-0.694779,-0.993867,-0.949568,0.716963,0.227631,ULCER
-0.881847,-0.863339,0.02334,-0.908941,-0.638554,-0.97213,-0.869342,0.445643,0.096126,ULCER
-0.746715,-0.706033,0.102072,-0.911089,-0.566265,-0.89855,-0.937246,0.754884,0.319673,ULCER
-0.85093,-0.804168,0.17916,-0.926123,-0.678715,-0.969721,-0.946795,0.728658,0.168703,ULCER
-0.832497,-0.781495,0.015929,-0.911107,-0.630522,-0.9691,-0.922855,0.709116,0.065872,ULCER
-0.881696,-0.843963,0.181964,-0.921882,-0.558233,-0.981123,-0.955113,0.545436,-0.298613,ULCER
-0.819637,-0.771123,0.149323,-0.906768,-0.678715,-0.938956,-0.910489,0.720995,0.193381,ULCER
-0.870883,-0.820278,-0.121871,-0.901399,-0.646586,-0.949285,-0.918851,0.630916,0.174606,ULCER
-0.830634,-0.788096,0.169467,-0.896879,-0.574297,-0.928677,-0.909037,0.775415,0.377789,ULCER
-0.856201,-0.821165,0.249957,-0.818242,-0.702811,-0.89513,-0.869254,0.856826,0.140639,ULCER
-0.814707,-0.744439,-0.147251,-0.945435,-0.638554,-0.914361,-0.927256,0.725538,0.280896,ULCER
-0.906429,-0.851777,-0.168082,-0.822138,-0.598394,-0.964612,-0.892358,0.808169,0.206324,ULCER
-0.390321,-0.323524,-0.068229,-0.963867,-0.461847,-0.677915,-0.926728,0.613087,-0.362117,ULCER
-0.882491,-0.859586,0.292828,-0.816599,-0.710843,-0.872157,-0.862301,0.88786,0.383651,ULCER
-0.782213,-0.710677,-0.0533,-0.898223,-0.630522,-0.715854,-0.921579,0.727743,0.345193,ULCER
-0.5616,-0.505343,0.099809,-0.954886,-0.51004,-0.966347,-0.908905,0.633208,0.351249,NON_ULCER
-0.234495,0.043388,-0.457671,-0.990882,-0.51004,-0.904187,-0.891874,0.740378,0.384115,NON_ULCER
-0.370599,-0.338119,-0.015663,-0.989838,-0.445783,-0.898235,-0.938522,0.249012,-0.191357,NON_ULCER
-0.35521,-0.170527,-0.304404,-0.981918,-0.51004,-0.977251,-0.925892,0.551878,0.356148,NON_ULCER
-0.41984,-0.325606,-0.03812,-0.957334,-0.493976,-0.875461,-0.804564,0.625583,0.545685,NON_ULCER
-0.174905,-0.040186,-0.040292,-0.993164,-0.485944,-0.843947,-0.938962,0.539265,-0.127769,NON_ULCER
-0.005404,0.389544,-0.719318,-0.993654,-0.493976,-0.942149,-0.922547,0.671181,0.344022,NON_ULCER
-0.285101,-0.083769,-0.242142,-0.990034,-0.51004,-0.986678,-0.929544,0.585903,-0.158321,NON_ULCER
-0.232813,0.037957,-0.461385,-0.995863,-0.493976,-0.960662,-0.95146,0.711995,0.3185,NON_ULCER
