@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R2-37,39-55,57-72,75-76,79-85,87,89-106,108-186'

@attribute color_bgr_b_mean numeric
@attribute color_lab_a_intensity1 numeric
@attribute color_luv_u_centroid numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_g_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_g_intensity1 numeric
@attribute color_norm_b_intensity2 numeric
@attribute haralick_bgr_r_contrast numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.412414,0.333333,0.025641,0.112723,0.169725,-0.995154,-0.998646,0.2,-0.41502,-0.993541,NON_ULCER
-0.022349,0.301587,0.025641,0.160797,0.372409,-0.994705,-0.996544,0.389474,-0.383399,-0.943069,NON_ULCER
-0.218963,0.269841,-0.025641,0.152828,0.314713,-0.994573,-0.997053,0.347368,-0.399209,-0.995717,NON_ULCER
-0.258151,0.365079,0.128205,0.085314,0.285104,-0.997195,-0.999005,0.305263,-0.43083,-0.990907,NON_ULCER
-0.290075,0.238095,-0.051282,0.136051,0.306287,-0.997505,-0.997162,0.326316,-0.391304,-0.99051,NON_ULCER
-0.208508,0.428571,0.179487,0.098863,0.264409,-0.993676,-0.997394,0.305263,-0.422925,-0.990942,NON_ULCER
-0.217091,0.396825,0.128205,0.128906,0.256554,-0.991086,-0.995898,0.263158,-0.407115,-0.992416,NON_ULCER
-0.262589,0.428571,0.128205,0.121911,0.223284,-0.995746,-0.998388,0.242105,-0.41502,-0.992733,NON_ULCER
-0.297508,0.333333,0.025641,0.140384,0.244217,-0.991382,-0.995514,0.263158,-0.399209,-0.991453,NON_ULCER
-0.406183,0.333333,0.025641,0.079614,0.226416,-0.994201,-0.998055,0.242105,-0.43083,-0.99326,NON_ULCER
-0.485329,0.333333,0.025641,0.052001,0.152525,-0.992451,-0.998002,0.178947,-0.438735,-0.993616,NON_ULCER
-0.2261,0.396825,0.128205,0.106086,0.284574,-0.997083,-0.998959,0.305263,-0.41502,-0.99342,NON_ULCER
-0.216425,0.333333,0.076923,0.109062,0.313962,-0.996458,-0.998772,0.347368,-0.41502,-0.994148,NON_ULCER
-0.153691,0.396825,0.153846,0.129923,0.293361,-0.989917,-0.995092,0.326316,-0.407115,-0.96045,NON_ULCER
-0.185651,0.206349,-0.102564,0.188362,0.349783,-0.997097,-0.998845,0.368421,-0.383399,-0.987445,NON_ULCER
-0.48599,0.333333,0.025641,0.040964,0.163408,-0.991245,-0.991585,0.2,-0.438735,-0.993209,NON_ULCER
-0.193391,0.365079,0.076923,0.130959,0.292667,-0.991963,-0.996513,0.326316,-0.407115,-0.983587,NON_ULCER
-0.088956,0.301587,0.076923,0.145462,0.35389,-0.994592,-0.997476,0.389474,-0.399209,-0.970531,NON_ULCER
-0.019137,0.174603,-0.179487,0.24656,0.385959,-0.988444,-0.994202,0.410526,-0.343874,-0.971609,NON_ULCER
-0.328017,0.365079,0.102564,0.062456,0.271171,-0.995728,-0.996853,0.305263,-0.43083,-0.990099,NON_ULCER
-0.256978,0.396825,0.153846,0.108795,0.245692,-0.998076,-0.999282,0.284211,-0.41502,-0.996052,NON_ULCER
0.093047,0.269841,0,0.196752,0.402573,-0.99379,-0.998114,0.410526,-0.375494,-0.912896,NON_ULCER
-0.423542,0.365079,0.051282,0.088231,0.168531,-0.99339,-0.997813,0.2,-0.43083,-0.995528,NON_ULCER
-0.054492,0.333333,0.025641,0.172151,0.338897,-0.985753,-0.994747,0.389474,-0.383399,-0.948633,NON_ULCER
-0.397376,0.269841,-0.025641,0.113804,0.234401,-0.992704,-0.997466,0.263158,-0.41502,-0.993198,NON_ULCER
-0.189882,0.333333,0.102564,0.105788,0.323362,-0.996485,-0.998538,0.347368,-0.41502,-0.99197,NON_ULCER
-0.274244,0.206349,-0.102564,0.159119,0.309564,-0.99081,-0.995099,0.347368,-0.391304,-0.989116,NON_ULCER
-0.113633,0.365079,0.128205,0.127275,0.320416,-0.992881,-0.998,0.347368,-0.407115,-0.965111,NON_ULCER
-0.208485,0.396825,0.153846,0.088151,0.300602,-0.997223,-0.99921,0.326316,-0.422925,-0.9937,NON_ULCER
-0.419011,0.269841,-0.051282,0.115264,0.218983,-0.995404,-0.998386,0.242105,-0.41502,-0.996289,NON_ULCER
-0.001398,0.333333,0.025641,0.18325,0.366376,-0.98642,-0.993107,0.389474,-0.391304,-0.863793,NON_ULCER
-0.389202,0.269841,-0.025641,0.123941,0.233537,-0.993922,-0.997568,0.263158,-0.407115,-0.992019,NON_ULCER
-0.220993,0.301587,0.076923,0.096176,0.322875,-0.994791,-0.998667,0.347368,-0.422925,-0.995684,NON_ULCER
-0.219898,0.269841,-0.025641,0.173049,0.310552,-0.982139,-0.992611,0.326316,-0.391304,-0.991665,NON_ULCER
-0.23075,0.492063,0.230769,0.089037,0.239669,-0.993098,-0.99519,0.263158,-0.43083,-0.983624,NON_ULCER
-0.228262,0.396825,0.102564,0.132978,0.247052,-0.998797,-0.999457,0.284211,-0.407115,-0.995955,NON_ULCER
0.187682,0.174603,-0.076923,0.213996,0.44832,-0.994466,-0.996944,0.473684,-0.367589,-0.899546,NON_ULCER
-0.25527,0.396825,0.128205,0.117121,0.241836,-0.996378,-0.999067,0.263158,-0.41502,-0.995661,NON_ULCER
-0.224203,0.365079,0.051282,0.142753,0.278065,-0.995874,-0.998919,0.305263,-0.399209,-0.986858,NON_ULCER
-0.27624,0.333333,0,0.118466,0.292148,-0.995469,-0.997908,0.326316,-0.407115,-0.989165,NON_ULCER
-0.371445,0.365079,0.051282,0.079809,0.22448,-0.991075,-0.996696,0.263158,-0.43083,-0.989258,NON_ULCER
-0.266468,0.428571,0.179487,0.070092,0.261082,-0.99718,-0.999149,0.284211,-0.43083,-0.993762,NON_ULCER
-0.47516,0.301587,0,0.079945,0.165402,-0.994204,-0.997711,0.2,-0.43083,-0.996034,NON_ULCER
-0.94728,-0.52381,-0.666667,0.39975,0.241138,-0.661212,-0.529623,0.305263,-0.225296,-0.943974,ULCER
-0.950037,-0.52381,-0.666667,0.204492,0.030052,-0.21867,-0.194854,-0.010526,-0.193676,-0.940357,ULCER
-0.940527,-0.460317,-0.615385,-0.242146,0.116467,-0.59971,-0.792431,0.157895,-0.612648,-0.940199,ULCER
-0.583843,-0.206349,-0.25641,-0.039048,0.481631,-0.979487,-0.962785,0.536842,-0.438735,-0.972921,ULCER
-0.946696,-0.460317,-0.615385,-0.261477,0.164145,-0.862439,-0.875782,0.221053,-0.628458,-0.981562,ULCER
-0.480597,-0.142857,-0.230769,-0.036239,0.555879,-0.991779,-0.987612,0.578947,-0.462451,-0.98741,ULCER
-0.963082,-0.52381,-0.666667,0.061527,0.260052,-0.376936,-0.459997,0.368421,-0.399209,-0.949579,ULCER
-0.803346,-0.142857,-0.461538,-0.167343,0.374584,-0.968389,-0.958803,0.431579,-0.557312,-0.965383,ULCER
-0.055385,0.047619,-0.128205,0.151633,0.471688,-0.990467,-0.99886,0.515789,-0.383399,-0.991017,NON_ULCER
-0.154395,0.079365,-0.076923,0.08071,0.482075,-0.996805,-0.999736,0.515789,-0.43083,-0.996138,NON_ULCER
-0.236448,0.079365,-0.076923,0.040217,0.486927,-0.996854,-0.999093,0.515789,-0.454545,-0.993616,NON_ULCER
-0.276483,0.111111,-0.051282,0.06664,0.424617,-0.997895,-0.998272,0.452632,-0.438735,-0.989897,NON_ULCER
-0.363996,0.142857,-0.051282,0.065143,0.3702,-0.995972,-0.999022,0.389474,-0.438735,-0.986055,NON_ULCER
-0.487985,0.301587,0.051282,-0.006268,0.236977,-0.990095,-0.993616,0.263158,-0.478261,-0.990042,NON_ULCER
-0.180844,0.079365,-0.102564,0.074794,0.484104,-0.996703,-0.999452,0.494737,-0.438735,-0.990697,NON_ULCER
-0.210076,0.111111,-0.051282,0.045057,0.474327,-0.997415,-0.998548,0.494737,-0.44664,-0.994307,NON_ULCER
-0.110715,0.111111,0.230769,-0.071828,0.53918,-0.981972,-0.99451,0.6,-0.501976,-0.901364,ULCER
-0.161418,0.142857,0.230769,-0.099005,0.548817,-0.95083,-0.96745,0.6,-0.478261,-0.667817,ULCER
-0.669207,0.396825,0.820513,-0.471965,0.124731,-0.896031,-0.909305,0.115789,-0.596838,-0.82342,ULCER
-0.284254,0.238095,0.410256,-0.205052,0.521511,-0.98475,-0.989544,0.536842,-0.565217,-0.909037,ULCER
-0.385141,0.365079,0.487179,-0.257339,0.450806,-0.958947,-0.951069,0.494737,-0.604743,-0.734246,ULCER
-0.489982,0.333333,0.384615,-0.266085,0.335561,-0.933901,-0.934189,0.2,-0.549407,-0.633585,ULCER
-0.724885,0.873016,0.641026,-0.493853,0.043593,-0.835662,-0.861626,0.052632,-0.6917,-0.79614,ULCER
-0.785873,0.68254,0.615385,-0.549017,-0.076078,-0.768637,-0.839421,-0.178947,-0.754941,-0.831949,ULCER
-0.690348,0.809524,0.794872,-0.500553,0.129715,-0.914249,-0.935445,0.178947,-0.70751,-0.824882,ULCER
-0.490198,0.492063,0.589744,-0.31018,0.373746,-0.958038,-0.96901,0.410526,-0.628458,-0.775725,ULCER
-0.366637,-0.238095,-0.102564,-0.05438,0.546035,-0.906649,-0.971965,0.663158,-0.478261,-0.840833,ULCER
-0.62851,0.52381,0.461538,-0.348145,0.210635,-0.916115,-0.831556,0.263158,-0.715415,-0.551321,ULCER
-0.416511,0.492063,0.512821,-0.145933,0.251362,-0.922433,-0.900102,0.263158,-0.470356,-0.87915,ULCER
-0.65211,0.52381,0.615385,-0.420065,0.223392,-0.904065,-0.946011,0.094737,-0.644269,-0.822163,ULCER
-0.16758,0.269841,0.179487,0.013983,0.392097,-0.965103,-0.972083,0.431579,-0.438735,-0.637828,ULCER
-0.587519,0.68254,0.589744,-0.238787,0.046678,-0.890846,-0.883885,0.052632,-0.557312,-0.923689,ULCER
-0.788128,0.492063,0.512821,-0.512757,-0.177153,-0.740534,-0.738977,-0.115789,-0.778656,-0.740763,ULCER
-0.789886,0.714286,0.589744,-0.541426,-0.035427,-0.864325,-0.816802,0.031579,-0.778656,-0.811159,ULCER
0.067163,-0.142857,0.025641,0.10273,0.513766,-0.959938,-0.983521,0.494737,-0.41502,-0.949817,ULCER
-0.625311,0.555556,0.384615,-0.245597,0.048069,-0.888737,-0.811342,0.073684,-0.509881,-0.819938,ULCER
-0.805897,0.84127,0.846154,-0.59158,-0.196482,-0.89895,-0.916092,-0.242105,-0.73913,-0.933616,ULCER
-0.687157,0.650794,0.487179,-0.366916,0.019291,-0.918058,-0.900629,-0.157895,-0.683794,-0.851258,ULCER
-0.83607,0.587302,0.307692,-0.560486,-0.117982,-0.793302,-0.798356,-0.094737,-0.747036,-0.786512,ULCER
-0.796563,0.206349,0.666667,-0.547002,-0.170713,-0.754414,-0.767396,-0.178947,-0.70751,-0.738245,ULCER
-0.790911,0.52381,0.435897,-0.534169,0.095876,-0.891351,-0.93777,0.094737,-0.70751,-0.921962,ULCER
-0.739683,0.365079,0.897436,-0.503179,-0.091925,-0.891161,-0.875981,-0.031579,-0.660079,-0.884398,ULCER
-0.402486,0.587302,0.512821,-0.154319,0.248182,-0.948873,-0.955053,0.305263,-0.494071,-0.881447,ULCER
-0.720882,0.555556,0.435897,-0.425301,0.129276,-0.961615,-0.954177,0.157895,-0.675889,-0.936063,ULCER
-0.708417,0.428571,0.769231,-0.470713,0.000467,-0.90806,-0.919452,0.010526,-0.675889,-0.884525,ULCER
-0.672462,0.809524,0.769231,-0.423118,0.036993,-0.950514,-0.954236,0.157895,-0.652174,-0.926067,ULCER
-0.774084,0.809524,0.74359,-0.52695,-0.10916,-0.931529,-0.930475,-0.094737,-0.731225,-0.925998,ULCER
-0.5911,0.68254,0.717949,-0.396461,0.206332,-0.895898,-0.939422,-0.073684,-0.644269,-0.9084,ULCER
-0.730501,0.904762,0.846154,-0.535366,0.028145,-0.889811,-0.931041,0.052632,-0.70751,-0.919279,ULCER
-0.766371,0.904762,0.820513,-0.568409,-0.06569,-0.858056,-0.898261,0.031579,-0.73913,-0.923326,ULCER
-0.538692,0.714286,0.769231,-0.31765,0.196208,-0.939225,-0.94857,0.178947,-0.596838,-0.930171,ULCER
-0.714125,0.52381,0.410256,-0.379627,0.01525,-0.892317,-0.818976,0.052632,-0.652174,-0.930362,ULCER
-0.664471,0.746032,0.717949,-0.445197,0.156798,-0.954346,-0.968921,0.221053,-0.675889,-0.947752,ULCER
-0.505866,0.460317,0.641026,-0.277979,0.260631,-0.78243,-0.797459,0.389474,-0.620553,-0.795656,ULCER
-0.640804,0.873016,0.820513,-0.426871,0.069562,-0.874358,-0.917125,-0.136842,-0.652174,-0.90594,ULCER
-0.298549,0.460317,0.435897,-0.159713,0.425126,-0.97407,-0.966546,0.452632,-0.581028,-0.905245,ULCER
-0.646751,0.84127,0.794872,-0.449392,0.106311,-0.818417,-0.85548,0.473684,-0.731225,-0.737275,ULCER
-0.5275,0.68254,0.794872,-0.342866,0.237116,-0.91676,-0.923114,0.2,-0.675889,-0.634985,ULCER
-0.599052,0.809524,0.74359,-0.396311,0.19388,-0.850127,-0.911295,0.284211,-0.699605,-0.826038,ULCER
-0.497409,0.492063,0.512821,-0.325663,0.381441,-0.978974,-0.982503,0.431579,-0.620553,-0.924948,ULCER
-0.619375,0.68254,0.512821,-0.280964,0.055285,-0.905533,-0.916267,0.010526,-0.644269,-0.909311,ULCER
-0.357961,0.396825,0.410256,-0.221428,0.381556,-0.885176,-0.900135,0.368421,-0.557312,-0.773437,ULCER
-0.634464,0.809524,0.897436,-0.449053,0.176476,-0.942406,-0.959052,0.2,-0.683794,-0.920273,ULCER
-0.817438,0.809524,0.74359,-0.639164,-0.092447,-0.90979,-0.943116,-0.305263,-0.778656,-0.932907,ULCER
-0.384707,0.52381,0.615385,-0.25403,0.409659,-0.932219,-0.96505,0.452632,-0.573123,-0.838182,ULCER
-0.675668,0.777778,0.794872,-0.489325,0.158646,-0.918547,-0.931814,0.221053,-0.762846,-0.914031,ULCER
-0.562079,0.84127,0.871795,-0.356054,0.130381,-0.792461,-0.88402,-0.157895,-0.549407,-0.750562,ULCER
-0.448633,0.396825,0.461538,-0.283598,0.441739,-0.973985,-0.974332,0.452632,-0.604743,-0.709397,ULCER
-0.819803,0.936508,0.820513,-0.648618,-0.12994,-0.866755,-0.908696,-0.221053,-0.778656,-0.929578,ULCER
-0.503123,0.650794,0.769231,-0.348594,0.302814,-0.975355,-0.985172,0.326316,-0.581028,-0.831176,ULCER
-0.196711,0.238095,0.282051,-0.115212,0.501847,-0.988347,-0.984562,0.536842,-0.494071,-0.829866,ULCER
-0.780458,0.492063,1,-0.630547,-0.063947,-0.777307,-0.863547,-0.094737,-0.747036,-0.883636,ULCER
-0.524729,0.809524,0.846154,-0.372559,0.216138,-0.93944,-0.957118,-0.031579,-0.628458,-0.869701,ULCER
-0.49421,0.555556,0.615385,-0.315693,0.359366,-0.967992,-0.973983,0.389474,-0.541502,-0.850893,ULCER
-0.39974,0.301587,0.487179,-0.271357,0.423286,-0.970394,-0.981656,0.410526,-0.549407,-0.92864,ULCER
-0.543717,0.587302,0.589744,-0.337536,0.286742,-0.940038,-0.966214,0.2,-0.620553,-0.7175,ULCER
-0.454781,0.428571,0.641026,-0.319463,0.399176,-0.953181,-0.954042,0.410526,-0.470356,-0.677836,ULCER
-0.303035,0.238095,0.461538,-0.225893,0.522187,-0.983113,-0.986222,0.536842,-0.588933,-0.91788,ULCER
-0.308626,0.619048,0.717949,-0.199472,0.357962,-0.961878,-0.972095,0.368421,-0.588933,-0.942064,ULCER
-0.508945,0.206349,0.487179,-0.28402,0.335852,-0.955084,-0.962435,0.368421,-0.565217,-0.69087,ULCER
-0.6006,1,0.74359,-0.408304,0.12986,-0.805658,-0.861185,0.242105,-0.636364,-0.714508,ULCER
-0.208846,0.587302,0.410256,-0.136514,0.391348,-0.905328,-0.906845,0.494737,-0.588933,-0.779729,ULCER
-0.479582,0.428571,0.589744,-0.250932,0.310657,-0.950222,-0.933278,0.368421,-0.565217,-0.752899,ULCER
-0.629869,0.428571,0.820513,-0.421125,0.175701,-0.884038,-0.919835,0.242105,-0.612648,-0.6661,ULCER
-0.702019,0.873016,0.871795,-0.475436,-0.031467,-0.869558,-0.94199,0.010526,-0.699605,-0.930917,ULCER
-0.316061,0.301587,0.307692,-0.140429,0.4384,-0.988869,-0.985739,0.452632,-0.509881,-0.881527,ULCER
-0.688792,0.746032,0.820513,-0.503771,0.12627,-0.842747,-0.906445,-0.136842,-0.6917,-0.857686,ULCER
-0.497964,0.52381,0.487179,-0.274899,0.337974,-0.937709,-0.949106,0.389474,-0.612648,-0.765646,ULCER
-0.375743,0.460317,0.512821,-0.233034,0.418071,-0.926816,-0.947455,0.284211,-0.541502,-0.818887,ULCER
-0.292845,0.269841,0.333333,-0.139541,0.453407,-0.972956,-0.97632,0.494737,-0.541502,-0.71295,ULCER
-0.750009,0.936508,0.820513,-0.558743,-0.006711,-0.784591,-0.821215,0.094737,-0.715415,-0.711618,ULCER
-0.316858,0.301587,0.25641,-0.118689,0.411519,-0.973824,-0.975169,0.452632,-0.470356,-0.751041,ULCER
-0.599742,0.555556,0.487179,-0.37188,0.272846,-0.931864,-0.908973,0.073684,-0.573123,-0.836053,ULCER
-0.515837,0.492063,0.487179,-0.306937,0.314242,-0.949566,-0.943334,0.389474,-0.628458,-0.775513,ULCER
-0.508786,0.619048,0.615385,-0.34774,0.340553,-0.961588,-0.978297,0.368421,-0.628458,-0.890118,ULCER
-0.4551,0.492063,0.641026,-0.285618,0.354669,-0.958328,-0.976801,0.178947,-0.565217,-0.886748,ULCER
-0.731004,0.746032,0.692308,-0.463631,0.061905,-0.826429,-0.83583,0.284211,-0.683794,-0.872365,ULCER
-0.666865,0.68254,0.692308,-0.437944,0.106545,-0.871263,-0.872859,-0.178947,-0.667984,-0.786885,ULCER
-0.993545,-0.587302,-0.666667,-0.452969,0.527904,-0.334793,-0.916069,0.642105,-0.683794,-0.998703,NON_ULCER
-0.983434,-0.52381,-0.641026,-0.360654,0.239384,-0.862935,-0.962762,0.115789,-0.612648,-0.999205,NON_ULCER
-0.963789,-0.460317,-0.641026,-0.231956,0.092026,-0.941883,-0.981387,0.115789,-0.549407,-0.999489,NON_ULCER
-0.971355,-0.396825,-0.615385,-0.32946,-0.070403,-0.912417,-0.94251,-0.157895,-0.675889,-1,NON_ULCER
-0.310709,0.301587,0.128205,0.022373,0.314078,-0.988739,-0.993996,0.326316,-0.462451,-0.980499,NON_ULCER
-0.96609,-0.079365,-0.615385,-0.513355,-0.324177,-0.651637,-0.762397,-0.326316,-0.770751,-0.809233,NON_ULCER
-0.425037,0.238095,-0.025641,-0.009445,0.35473,-0.974637,-0.986023,0.368421,-0.470356,-0.922931,NON_ULCER
-0.996885,-0.396825,-0.615385,-0.678399,-0.519922,-0.759716,-0.877081,-0.431579,-0.826087,-0.974802,NON_ULCER
-0.790613,-0.015873,-0.564103,-0.29198,-0.190194,0.578831,0.117591,-0.494737,-0.731225,-0.361008,NON_ULCER
0.027313,-0.015873,-0.230769,0.272521,0.44453,-0.987192,-0.995524,0.494737,-0.328063,-0.909074,NON_ULCER
0.029186,0.206349,-0.179487,0.241276,0.373298,-0.986523,-0.986123,0.410526,-0.335968,-0.954925,NON_ULCER
-0.064335,0.333333,-0.025641,0.183392,0.304036,-0.987735,-0.984959,0.347368,-0.383399,-0.978023,NON_ULCER
-0.136605,0.238095,0.076923,0.062468,0.419291,-0.99378,-0.995422,0.452632,-0.438735,-0.940116,NON_ULCER
-0.042211,0.269841,-0.051282,0.177353,0.33548,-0.97656,-0.973195,0.368421,-0.422925,-0.97356,NON_ULCER
-0.026092,0.174603,-0.051282,0.164533,0.435059,-0.979133,-0.995358,0.431579,-0.391304,-0.949226,NON_ULCER
-0.149301,0.142857,-0.128205,0.132803,0.437896,-0.988579,-0.995253,0.452632,-0.407115,-0.92082,NON_ULCER
-0.128246,0.047619,-0.153846,0.232285,0.383382,-0.980772,-0.990994,0.389474,-0.351779,-0.970261,NON_ULCER
-0.178153,0.111111,0,0.052457,0.444059,-0.989733,-0.994806,0.473684,-0.438735,-0.894906,NON_ULCER
-0.020881,0.015873,-0.205128,0.256126,0.420813,-0.978094,-0.994082,0.473684,-0.343874,-0.724269,NON_ULCER
0.102726,0.492063,0.333333,0.110202,0.349213,-0.988347,-0.992912,0.389474,-0.407115,-0.806556,NON_ULCER
-0.083816,0.238095,0,0.161241,0.372414,-0.990106,-0.996168,0.389474,-0.391304,-0.93617,NON_ULCER
-0.453101,0.238095,0.025641,-0.037327,0.350799,-0.982086,-0.991462,0.389474,-0.494071,-0.949173,NON_ULCER
-1,-0.52381,-0.666667,-0.35355,0.632604,-0.510445,-0.81181,0.873684,-0.699605,-0.999057,NON_ULCER
-0.238653,0.111111,0.025641,0.050209,0.362958,-0.960186,-0.995378,0.305263,-0.44664,-0.967241,NON_ULCER
-0.961539,-0.460317,-0.615385,-0.357506,-0.114716,-0.805759,-0.869481,-0.010526,-0.612648,-0.905247,NON_ULCER
-0.909082,-0.047619,-0.615385,-0.287085,0.160066,-0.656346,-0.817421,0.031579,-0.628458,-0.49936,NON_ULCER
-0.308942,0.269841,0.102564,-0.006418,0.371547,-0.996413,-0.997314,0.389474,-0.470356,-0.949101,NON_ULCER
-0.085451,0.079365,-0.179487,0.215911,0.418911,-0.975206,-0.99037,0.473684,-0.351779,-0.697036,NON_ULCER
-0.259078,0.111111,-0.051282,0.067451,0.43536,-0.989124,-0.994923,0.473684,-0.43083,-0.90451,NON_ULCER
-0.19365,0.365079,0.179487,0.081701,0.313403,-0.981755,-0.991489,0.347368,-0.422925,-0.97016,NON_ULCER
-0.994726,-0.52381,-0.641026,-0.500543,0.174998,-0.7413,-0.92845,0.157895,-0.72332,-0.967289,NON_ULCER
-0.157991,0.301587,-0.076923,0.181201,0.362009,-0.976743,-0.991397,0.347368,-0.383399,-0.668491,NON_ULCER
-0.593116,0.142857,-0.076923,-0.108799,0.339802,-0.984582,-0.982504,0.347368,-0.509881,-0.945323,NON_ULCER
0.006028,0.460317,0.307692,0.072099,0.366816,-0.98861,-0.990711,0.389474,-0.422925,-0.922729,NON_ULCER
-0.097322,0.492063,0.358974,0.057676,0.288576,-0.985368,-0.996191,0.347368,-0.44664,-0.933224,NON_ULCER
-0.966811,-0.587302,-0.666667,-0.304217,0.322792,0.030442,-0.758419,0.347368,-0.565217,-0.761892,NON_ULCER
-0.307626,0.206349,0.051282,0.044595,0.364632,-0.982499,-0.98846,0.410526,-0.470356,-0.945843,NON_ULCER
-0.411069,0.142857,0,-0.009047,0.392565,-0.993741,-0.997513,0.431579,-0.470356,-0.964418,NON_ULCER
0.032486,0.206349,-0.128205,0.215005,0.409758,-0.991912,-0.994434,0.431579,-0.375494,-0.798768,NON_ULCER
-0.351152,0.111111,-0.102564,0.059895,0.39676,-0.989145,-0.992073,0.431579,-0.44664,-0.953835,NON_ULCER
-0.218655,0.301587,0.128205,0.015079,0.398911,-0.988635,-0.986759,0.431579,-0.462451,-0.938149,NON_ULCER
-0.251087,0.238095,0.025641,0.075064,0.366516,-0.989803,-0.998453,0.389474,-0.438735,-0.968557,NON_ULCER
-0.425927,0.111111,0.076923,-0.015353,0.324633,-0.981609,-0.98511,0.368421,-0.486166,-0.962047,NON_ULCER
0.072857,0.111111,-0.128205,0.222114,0.432517,-0.988409,-0.997107,0.473684,-0.359684,-0.513482,NON_ULCER
-0.205642,0.174603,-0.025641,0.133613,0.350257,-0.974461,-0.994543,0.410526,-0.41502,-0.953553,NON_ULCER
-0.24093,0.555556,0.358974,0.007153,0.246604,-0.990965,-0.996651,0.284211,-0.462451,-0.960991,NON_ULCER
-0.400459,0.015873,-0.153846,0.074857,0.414367,-0.982322,-0.979909,0.452632,-0.43083,-0.947447,NON_ULCER
0.07882,0.142857,-0.076923,0.217615,0.415989,-0.983286,-0.992476,0.473684,-0.351779,-0.613641,NON_ULCER
-0.301281,0.492063,0.333333,-0.03463,0.272489,-0.98635,-0.988783,0.305263,-0.470356,-0.947269,NON_ULCER
-0.5963,-0.206349,-0.179487,-0.032883,0.362491,-0.982426,-0.975229,0.368421,-0.501976,-0.941654,NON_ULCER
-0.191981,0.174603,-0.051282,0.095248,0.424946,-0.991089,-0.993561,0.452632,-0.41502,-0.926481,NON_ULCER
-0.265891,0.650794,0.487179,0.012239,0.176437,-0.988117,-0.994864,0.2,-0.470356,-0.989294,NON_ULCER
-0.199668,0.460317,0.384615,0.052348,0.244872,-0.979859,-0.987856,0.242105,-0.43083,-0.987649,NON_ULCER
-0.015576,0.333333,0.025641,0.226872,0.318192,-0.979451,-0.989378,0.347368,-0.351779,-0.955835,NON_ULCER
-0.43724,-0.238095,-0.076923,0.019549,0.371497,-0.968646,-0.971928,0.389474,-0.359684,-0.920896,NON_ULCER
-0.410035,0.111111,-0.128205,0.039023,0.412321,-0.98552,-0.981344,0.431579,-0.375494,-0.916317,NON_ULCER
0.713173,-0.492063,-0.769231,0.392562,0.678611,-0.998801,-0.998423,0.705263,-0.280632,-0.966892,NON_ULCER
0.188892,-0.206349,-0.461538,0.263236,0.57517,-0.989064,-0.986334,0.578947,-0.335968,-0.900207,NON_ULCER
-0.127227,0.333333,0.076923,0.131813,0.290678,-0.984569,-0.989231,0.326316,-0.383399,-0.967471,NON_ULCER
0.042508,-0.333333,-0.487179,0.29304,0.600029,-0.984576,-0.984822,0.473684,-0.312253,-0.787455,NON_ULCER
0.756608,-0.52381,-0.794872,0.396525,0.696991,-0.998839,-0.999536,0.705263,-0.280632,-0.931527,NON_ULCER
0.773689,-0.555556,-0.820513,0.39943,0.701744,-0.999103,-0.999788,0.726316,-0.280632,-0.8626,NON_ULCER
-0.232084,0.52381,0.333333,-0.002344,0.317561,-0.982243,-0.992103,0.326316,-0.462451,-0.972745,NON_ULCER
-0.180698,0.333333,0.307692,0.026034,0.336279,-0.980287,-0.99229,0.326316,-0.454545,-0.982666,NON_ULCER
-0.318583,0.111111,-0.128205,0.114074,0.389928,-0.989075,-0.989427,0.410526,-0.422925,-0.951529,NON_ULCER
-0.307954,0.492063,0.307692,-0.030089,0.297133,-0.971058,-0.989164,0.305263,-0.486166,-0.97526,NON_ULCER
-0.258202,0.52381,0.25641,-0.014014,0.300396,-0.979363,-0.992682,0.326316,-0.462451,-0.983004,NON_ULCER
0.021887,0.111111,-0.051282,0.157089,0.470967,-0.98581,-0.988157,0.494737,-0.399209,-0.830434,NON_ULCER
-0.252493,0.269841,0.051282,0.070889,0.358461,-0.99171,-0.995566,0.389474,-0.44664,-0.963462,NON_ULCER
0.757287,-0.555556,-0.820513,0.39226,0.703335,-0.997817,-0.999179,0.726316,-0.280632,-0.852659,NON_ULCER
0.6295,-0.460317,-0.717949,0.382082,0.666571,-0.996834,-0.996742,0.684211,-0.280632,-0.794308,NON_ULCER
-0.453909,0.238095,0,-0.06227,0.365083,-0.984719,-0.972221,0.368421,-0.43083,-0.974982,NON_ULCER
0.408781,-0.365079,-0.641026,0.347652,0.627133,-0.990391,-0.992749,0.663158,-0.296443,-0.773068,NON_ULCER
0.154185,0.015873,-0.153846,0.194848,0.506698,-0.992377,-0.996795,0.536842,-0.375494,-0.853913,NON_ULCER
0.041849,0.492063,0.512821,0.079179,0.295666,-0.972626,-0.986977,0.326316,-0.438735,-0.956418,NON_ULCER
-0.455223,0.206349,0.025641,-0.030429,0.321409,-0.978388,-0.976275,0.326316,-0.44664,-0.912217,NON_ULCER
-0.153697,0.174603,0,0.077156,0.44937,-0.987458,-0.989884,0.473684,-0.43083,-0.747348,NON_ULCER
-0.412386,0.269841,0.102564,-0.043423,0.335347,-0.974016,-0.981576,0.368421,-0.494071,-0.943137,NON_ULCER
