@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R2-37,39-55,57-72,75-76,79-85,87,89-106,108-186'

@attribute color_bgr_b_mean numeric
@attribute color_lab_a_intensity1 numeric
@attribute color_luv_u_centroid numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_g_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_g_intensity1 numeric
@attribute color_norm_b_intensity2 numeric
@attribute haralick_bgr_r_contrast numeric
@attribute classification {ULCER,NON_ULCER}

@data
0.678165,-0.301587,-0.512821,0.316082,0.629273,-0.997327,-0.999115,0.642105,-0.320158,-0.964622,NON_ULCER
0.206597,0.269841,-0.025641,0.200309,0.416239,-0.984038,-0.99365,0.452632,-0.367589,-0.876081,NON_ULCER
-0.144087,0.047619,-0.205128,0.270322,0.3679,-0.950921,-0.987575,0.431579,-0.343874,-0.873025,ULCER
-0.220033,-0.079365,-0.230769,0.216871,0.409204,-0.925615,-0.988751,0.494737,-0.351779,-0.90817,ULCER
-0.6871,0.428571,-0.076923,-0.040055,-0.225001,-0.826356,-0.880406,0.052632,-0.525692,-0.868557,ULCER
-0.297621,0.396825,0.051282,0.169986,0.177418,-0.934386,-0.96592,0.178947,-0.383399,-0.903916,ULCER
0.158011,0.111111,-0.153846,0.262815,0.425723,-0.985194,-0.993179,0.473684,-0.343874,-0.801602,ULCER
-0.601684,0.650794,0.333333,-0.0982,-0.13645,-0.957737,-0.976273,-0.094737,-0.525692,-0.906215,ULCER
-0.572278,0.777778,0.512821,-0.141799,-0.129679,-0.956227,-0.981051,-0.263158,-0.541502,-0.945889,ULCER
0.056859,-0.079365,-0.307692,0.291465,0.473153,-0.981113,-0.994838,0.452632,-0.328063,-0.861682,ULCER
-0.743165,0.333333,-0.076923,-0.031776,-0.33295,-0.723796,-0.87437,-0.284211,-0.494071,-0.878926,ULCER
-0.831125,-0.206349,-0.333333,0.040017,-0.40753,-0.687604,-0.839333,-0.452632,-0.494071,-0.914697,ULCER
-0.301844,0.142857,0.025641,0.213333,0.173414,-0.872415,-0.924345,0.115789,-0.304348,-0.865673,ULCER
-0.771103,0.396825,-0.025641,-0.0838,-0.355597,-0.907452,-0.939756,-0.347368,-0.478261,-0.937742,ULCER
-0.676472,0.492063,0.102564,-0.063745,-0.263334,-0.901049,-0.938297,-0.242105,-0.462451,-0.93013,ULCER
-0.059592,0.079365,-0.179487,0.285836,0.364581,-0.968786,-0.987241,0.410526,-0.312253,-0.940105,ULCER
-0.467132,0.777778,0.564103,-0.085949,-0.046853,-0.930637,-0.969569,-0.031579,-0.509881,-0.79062,ULCER
-0.62255,0.746032,0.384615,-0.152776,-0.215258,-0.942497,-0.967939,-0.178947,-0.565217,-0.908935,ULCER
-0.670568,0.68254,0.307692,-0.180956,-0.269564,-0.921352,-0.951132,-0.263158,-0.565217,-0.880875,ULCER
-0.671849,0.619048,0.205128,-0.094533,-0.30391,-0.849085,-0.916596,-0.326316,-0.541502,-0.91734,ULCER
-0.651184,0.079365,0,0.001867,-0.230433,-0.501777,-0.742975,-0.305263,-0.470356,-0.813567,ULCER
-0.771971,0.333333,-0.128205,-0.10228,-0.40896,-0.801493,-0.891294,-0.431579,-0.501976,-0.86809,ULCER
-0.520761,0.206349,0.153846,0.043311,-0.087116,-0.847489,-0.90914,-0.010526,-0.41502,-0.705962,ULCER
-0.689684,0.52381,0.153846,-0.060003,-0.267266,-0.966453,-0.98249,-0.2,-0.478261,-0.974032,ULCER
-0.771876,0.587302,0.179487,-0.252548,-0.429707,-0.799106,-0.811555,-0.515789,-0.620553,-0.933933,ULCER
-0.844213,0.365079,-0.076923,-0.307848,-0.537331,-0.692113,-0.733931,-0.578947,-0.675889,-0.882684,ULCER
-0.334706,0.809524,0.538462,0.013408,0.042077,-0.931837,-0.973027,-0.052632,-0.478261,-0.551866,ULCER
-0.808858,0.555556,0.102564,-0.301122,-0.470276,-0.802792,-0.864594,-0.305263,-0.612648,-0.961652,ULCER
-0.671916,0.301587,0.282051,-0.185369,-0.219702,-0.721448,-0.845422,-0.157895,-0.573123,-0.799654,ULCER
-0.714324,0.52381,0.102564,-0.157129,-0.254241,-0.867543,-0.92446,-0.326316,-0.517787,-0.942084,ULCER
-0.633206,0.650794,0.333333,-0.131343,-0.180802,-0.886289,-0.936257,-0.2,-0.533597,-0.843837,ULCER
-0.801507,0.650794,0.307692,-0.380564,-0.458283,-0.828731,-0.893822,-0.536842,-0.628458,-0.958738,ULCER
-0.378001,0.714286,0.512821,-0.041848,0.080197,-0.942775,-0.97325,0.094737,-0.509881,-0.656551,ULCER
-0.5947,0.714286,0.512821,-0.16378,-0.152301,-0.840336,-0.914614,-0.073684,-0.533597,-0.862498,ULCER
-0.420963,0.492063,0.461538,-0.015539,0.013874,-0.953295,-0.976165,0.052632,-0.478261,-0.886866,ULCER
-0.847842,0.587302,0.282051,-0.467333,-0.55542,-0.897289,-0.943823,-0.557895,-0.683794,-0.940131,ULCER
-0.167097,0.52381,0.384615,0.081261,0.207794,-0.967932,-0.982125,0.242105,-0.41502,-0.913954,ULCER
-0.642194,0.619048,0.282051,-0.080229,-0.164974,-0.867467,-0.901141,-0.157895,-0.486166,-0.759088,ULCER
-0.654056,0.619048,0.384615,-0.148222,-0.203654,-0.915607,-0.944926,-0.305263,-0.533597,-0.908048,ULCER
-0.556202,0.777778,0.589744,-0.167008,-0.130543,-0.824787,-0.901832,0.052632,-0.525692,-0.766288,ULCER
-0.652465,0.52381,0.153846,-0.107272,-0.192462,-0.882595,-0.932107,-0.157895,-0.478261,-0.714103,ULCER
-0.611939,0.714286,0.487179,-0.14439,-0.149656,-0.864764,-0.903982,0.010526,-0.533597,-0.902638,ULCER
-0.212731,0.396825,0.076923,0.16093,0.221999,-0.976882,-0.987876,0.221053,-0.375494,-0.945596,ULCER
-0.802154,0.68254,0.410256,-0.368065,-0.469044,-0.91116,-0.924757,-0.726316,-0.628458,-0.940445,ULCER
-0.435337,0.555556,0.307692,0.006492,0.034637,-0.942928,-0.973174,0.052632,-0.462451,-0.848674,ULCER
-0.433255,0.746032,0.538462,-0.066343,0.009297,-0.942274,-0.96684,0.073684,-0.509881,-0.848148,ULCER
-0.433633,0.142857,0.025641,0.111913,0.127069,-0.840188,-0.914724,0.2,-0.351779,-0.735424,ULCER
-0.477489,0.777778,0.564103,-0.099403,-0.056438,-0.872345,-0.905487,0.242105,-0.501976,-0.724038,ULCER
-0.308523,0.84127,0.666667,-0.042094,0.070665,-0.909408,-0.953485,0.073684,-0.494071,-0.681177,ULCER
-0.617093,0.809524,0.564103,-0.209225,-0.188469,-0.937644,-0.97013,-0.2,-0.573123,-0.92758,ULCER
-0.024193,0.650794,0.410256,0.1059,0.23632,-0.977242,-0.987952,0.242105,-0.41502,-0.814687,ULCER
-0.792555,0.714286,0.333333,-0.372242,-0.46102,-0.758154,-0.832907,-0.6,-0.604743,-0.928433,ULCER
-0.824292,0.52381,0.076923,-0.347369,-0.517424,-0.718867,-0.804558,-0.515789,-0.557312,-0.835075,ULCER
0.158531,-0.079365,-0.282051,0.214527,0.536986,-0.983174,-0.995155,0.578947,-0.359684,-0.666479,ULCER
-0.769424,0.365079,-0.076923,-0.145008,-0.375867,-0.789084,-0.859124,-0.242105,-0.557312,-0.932196,ULCER
-0.791717,0.619048,0.179487,-0.312253,-0.484428,-0.808403,-0.893778,-0.536842,-0.573123,-0.950255,ULCER
-0.294625,0.746032,0.564103,-0.015978,0.112898,-0.921096,-0.96147,0.115789,-0.478261,-0.609272,ULCER
-0.581636,0.428571,0.025641,0.037526,-0.092862,-0.956684,-0.977066,-0.094737,-0.438735,-0.931613,ULCER
-0.148547,-0.079365,-0.282051,0.214294,0.460586,-0.973106,-0.991363,0.515789,-0.359684,-0.861413,ULCER
-0.697266,0.619048,0.435897,-0.224075,-0.223367,-0.956657,-0.978493,-0.2,-0.581028,-0.944712,ULCER
-0.612749,0.492063,-0.051282,0.01109,-0.037444,-0.800151,-0.895892,-0.115789,-0.43083,-0.925133,ULCER
-0.877712,0.333333,-0.051282,-0.364348,-0.578176,-0.904754,-0.897263,-0.6,-0.675889,-0.950333,ULCER
-0.033421,-0.111111,-0.307692,0.198514,0.54313,-0.996377,-0.996175,0.557895,-0.351779,-0.892798,ULCER
-0.611957,0.396825,-0.051282,0.041865,-0.082593,-0.924435,-0.95763,0.073684,-0.41502,-0.906107,ULCER
-0.835251,0.428571,0.102564,-0.341657,-0.469574,-0.846672,-0.815011,-0.557895,-0.517787,-0.961467,ULCER
-0.453024,0.777778,0.589744,-0.092528,0.003025,-0.939018,-0.966835,0.010526,-0.43083,-0.757292,ULCER
-0.384776,0.301587,0.025641,0.138154,0.123731,-0.903296,-0.972088,0.094737,-0.391304,-0.885869,ULCER
-0.2776,0.174603,-0.128205,0.152078,0.372719,-0.981961,-0.995503,0.410526,-0.399209,-0.987014,NON_ULCER
-0.338429,0.301587,-0.205128,0.289131,0.178783,-0.985854,-0.992181,0.221053,-0.343874,-0.948994,NON_ULCER
-0.288147,0.111111,-0.153846,0.141567,0.388792,-0.987283,-0.997661,0.431579,-0.399209,-0.978122,NON_ULCER
-0.525295,0.269841,-0.076923,0.096578,0.16008,-0.969714,-0.991303,0.178947,-0.422925,-0.970256,NON_ULCER
-0.547958,0.111111,-0.307692,0.275781,0.087569,-0.979006,-0.990877,0.115789,-0.328063,-0.945982,NON_ULCER
-0.524923,0.111111,-0.333333,0.322891,0.098368,-0.985635,-0.996454,0.136842,-0.320158,-0.968909,NON_ULCER
-0.383625,0.174603,-0.128205,0.176544,0.265729,-0.977237,-0.998018,0.305263,-0.383399,-0.912031,NON_ULCER
-0.557363,0.047619,-0.384615,0.334802,0.086819,-0.978885,-0.991268,0.115789,-0.312253,-0.935375,NON_ULCER
-0.693242,-0.142857,-0.538462,0.32675,0.151803,-0.945713,-0.983644,-0.094737,-0.304348,-0.925971,NON_ULCER
-0.367954,0.269841,-0.153846,0.250293,0.193913,-0.992094,-0.996647,0.221053,-0.351779,-0.967751,NON_ULCER
-0.335519,0.365079,0,0.183451,0.171631,-0.988764,-0.995451,0.221053,-0.391304,-0.968422,NON_ULCER
-0.63563,0.015873,-0.307692,0.224507,0.129724,-0.973953,-0.977059,0.136842,-0.328063,-0.921234,NON_ULCER
-0.3328,0.015873,-0.205128,0.124892,0.433879,-0.998066,-0.998828,0.452632,-0.407115,-0.987848,NON_ULCER
-0.249572,0.396825,0.102564,0.131129,0.237159,-0.988169,-0.996957,0.305263,-0.407115,-0.978079,NON_ULCER
-0.559287,0.301587,-0.102564,0.140397,0.02377,-0.958049,-0.975054,-0.052632,-0.407115,-0.935515,NON_ULCER
-0.401613,0.174603,-0.205128,0.273098,0.205768,-0.988171,-0.994287,0.242105,-0.343874,-0.962117,NON_ULCER
-0.696383,-0.079365,-0.410256,0.250133,0.158337,-0.976837,-0.986371,0.178947,-0.359684,-0.975431,NON_ULCER
-0.482587,0.269841,-0.102564,0.178741,0.121821,-0.989852,-0.997779,0.157895,-0.383399,-0.973328,NON_ULCER
-0.550259,0.111111,-0.358974,0.295923,0.11221,-0.982544,-0.992856,0.136842,-0.312253,-0.964902,NON_ULCER
-0.432903,0.174603,-0.307692,0.304523,0.188012,-0.974414,-0.994498,0.242105,-0.328063,-0.963943,NON_ULCER
-0.49206,0.111111,-0.307692,0.287344,0.152863,-0.987072,-0.996826,0.178947,-0.335968,-0.976094,NON_ULCER
-0.276171,0.015873,-0.230769,0.168274,0.421503,-0.994258,-0.998326,0.431579,-0.391304,-0.971959,NON_ULCER
-0.507124,0.174603,-0.128205,0.190575,0.138468,-0.971455,-0.987707,0.157895,-0.351779,-0.868296,NON_ULCER
-0.556871,0.079365,-0.230769,0.154851,0.23241,-0.98709,-0.996734,0.242105,-0.399209,-0.959665,NON_ULCER
-0.465672,0.238095,-0.076923,0.155799,0.199527,-0.991113,-0.990844,0.221053,-0.343874,-0.90989,NON_ULCER
-0.304339,-0.015873,-0.282051,0.171646,0.446231,-0.995983,-0.998615,0.473684,-0.383399,-0.99004,NON_ULCER
-0.474723,0.365079,0.076923,0.058395,0.140575,-0.983436,-0.994367,0.2,-0.44664,-0.976145,NON_ULCER
-0.460453,0.269841,-0.153846,0.185246,0.141699,-0.989361,-0.990574,0.178947,-0.375494,-0.953269,NON_ULCER
-0.299159,0.333333,0.025641,0.126924,0.254108,-0.990067,-0.996399,0.263158,-0.407115,-0.976785,NON_ULCER
-0.430442,0.174603,-0.153846,0.131535,0.263955,-0.98738,-0.9966,0.284211,-0.407115,-0.949941,NON_ULCER
-0.339489,0.047619,-0.230769,0.170881,0.386659,-0.993489,-0.99863,0.410526,-0.391304,-0.975509,NON_ULCER
-0.255413,0.365079,0.076923,0.147193,0.24601,-0.989593,-0.996045,0.263158,-0.407115,-0.917294,NON_ULCER
-0.600509,0.079365,-0.384615,0.316305,0.04535,-0.982577,-0.994861,0.073684,-0.312253,-0.979714,NON_ULCER
-0.583024,0.206349,-0.205128,0.20571,0.033208,-0.981404,-0.995987,0.094737,-0.359684,-0.964842,NON_ULCER
-0.552818,0.142857,-0.25641,0.279908,0.068954,-0.983749,-0.992785,0.094737,-0.343874,-0.980552,NON_ULCER
-0.519758,0.238095,-0.205128,0.202544,0.103551,-0.990012,-0.997527,0.136842,-0.375494,-0.967512,NON_ULCER
-0.480751,0.396825,0,0.084694,0.096537,-0.989831,-0.997154,0.115789,-0.422925,-0.980353,NON_ULCER
-0.10622,0.206349,0.230769,0.186724,0.210617,-0.990448,-0.99591,0.242105,-0.375494,-0.890295,NON_ULCER
-0.378925,0.206349,-0.205128,0.232096,0.21135,-0.985106,-0.992604,0.242105,-0.343874,-0.926901,NON_ULCER
-0.526155,0.238095,-0.051282,0.098892,0.143179,-0.989638,-0.995212,0.178947,-0.422925,-0.970611,NON_ULCER
-0.400323,0.269841,0.025641,0.066226,0.248789,-0.988665,-0.997491,0.305263,-0.438735,-0.976506,NON_ULCER
-0.529672,0.206349,-0.153846,0.135007,0.066723,-0.952374,-0.978431,0.031579,-0.422925,-0.956663,NON_ULCER
-0.304651,0.047619,-0.230769,0.173036,0.392242,-0.981026,-0.998752,0.431579,-0.399209,-0.962006,NON_ULCER
-0.274825,0.238095,-0.102564,0.22792,0.208635,-0.979398,-0.99378,0.221053,-0.351779,-0.933372,NON_ULCER
-0.218973,-0.047619,-0.25641,0.179704,0.473884,-0.997734,-0.999641,0.494737,-0.383399,-0.985281,NON_ULCER
-0.425619,0.269841,-0.128205,0.192749,0.148031,-0.990111,-0.993107,0.178947,-0.383399,-0.938405,NON_ULCER
-0.372447,0.396825,0.102564,0.051509,0.226625,-0.985517,-0.996328,0.221053,-0.438735,-0.977319,NON_ULCER
-0.320748,0.269841,-0.102564,0.191563,0.244603,-0.994339,-0.995928,0.284211,-0.391304,-0.952019,NON_ULCER
-0.410004,0.174603,-0.179487,0.155386,0.275696,-0.979564,-0.995571,0.326316,-0.351779,-0.951601,NON_ULCER
-0.441174,0.460317,0.102564,0.099803,0.084672,-0.974341,-0.993674,0.094737,-0.422925,-0.973157,NON_ULCER
-0.423038,0.365079,-0.102564,0.237606,0.059729,-0.921713,-0.981449,0.094737,-0.351779,-0.908145,NON_ULCER
-0.351697,0.333333,-0.025641,0.212135,0.124693,-0.972966,-0.989009,0.178947,-0.359684,-0.910928,NON_ULCER
-0.355768,0.365079,0.076923,0.085514,0.212106,-0.983173,-0.99539,0.263158,-0.41502,-0.948254,NON_ULCER
-0.04975,0.365079,-0.051282,0.277224,0.268824,-0.96611,-0.985275,0.326316,-0.328063,-0.731322,NON_ULCER
-0.293963,0.365079,0,0.1613,0.219776,-0.972209,-0.986701,0.242105,-0.399209,-0.93591,NON_ULCER
-0.334457,0.142857,-0.179487,0.191958,0.292139,-0.978866,-0.995373,0.368421,-0.343874,-0.897275,NON_ULCER
-0.271679,0.174603,-0.25641,0.270167,0.277156,-0.976492,-0.980181,0.305263,-0.304348,-0.877765,NON_ULCER
-0.295244,0.238095,-0.179487,0.287082,0.184392,-0.927862,-0.977182,0.2,-0.343874,-0.387233,NON_ULCER
-0.3939,0.174603,-0.128205,0.192885,0.238477,-0.983213,-0.979381,0.263158,-0.359684,-0.890919,NON_ULCER
-0.457227,0.015873,-0.461538,0.449648,0.189839,-0.971084,-0.986239,0.2,-0.233202,-0.865052,NON_ULCER
-0.379637,0.174603,-0.205128,0.228137,0.220375,-0.984854,-0.996445,0.242105,-0.343874,-0.945072,NON_ULCER
-0.411331,0.111111,-0.307692,0.293657,0.233319,-0.985389,-0.994643,0.263158,-0.320158,-0.936906,NON_ULCER
-0.311528,0.142857,-0.128205,0.155039,0.334703,-0.991884,-0.997619,0.368421,-0.391304,-0.985778,NON_ULCER
-0.345114,0.238095,-0.102564,0.194109,0.206006,-0.982297,-0.997152,0.242105,-0.367589,-0.905827,NON_ULCER
-0.415174,-0.015873,-0.410256,0.369144,0.228558,-0.958201,-0.976501,0.242105,-0.272727,-0.90322,NON_ULCER
-0.451506,-0.301587,-0.435897,0.085962,0.592908,-0.98231,-0.991468,0.621053,-0.375494,-0.897283,ULCER
-0.251318,-0.301587,-0.358974,0.139749,0.591677,-0.983409,-0.98541,0.642105,-0.375494,-0.94032,ULCER
-0.588264,-0.269841,-0.435897,0.059684,0.55092,-0.97296,-0.990325,0.557895,-0.422925,-0.935926,ULCER
-0.260986,-0.396825,-0.512821,0.126756,0.697009,-0.995506,-0.997834,0.705263,-0.407115,-0.95876,ULCER
-0.118813,-0.492063,-0.615385,0.207904,0.699274,-0.990378,-0.996602,0.726316,-0.359684,-0.905479,ULCER
-0.296421,-0.333333,-0.512821,0.18717,0.630026,-0.989282,-0.992142,0.642105,-0.375494,-0.924343,ULCER
-0.339017,-0.333333,-0.410256,0.077697,0.640163,-0.978806,-0.994045,0.684211,-0.438735,-0.954989,ULCER
-0.45145,-0.333333,-0.410256,0.099718,0.550832,-0.944066,-0.977126,0.305263,-0.422925,-0.865676,ULCER
-0.444406,-0.333333,-0.487179,0.189386,0.543464,-0.934503,-0.964481,0.473684,-0.375494,-0.839495,ULCER
-0.368861,-0.396825,-0.512821,0.121033,0.676149,-0.994927,-0.996152,0.705263,-0.41502,-0.939486,ULCER
-0.751651,-0.111111,-0.435897,-0.048915,0.350667,-0.857302,-0.924155,0.389474,-0.478261,-0.828128,ULCER
-0.136069,-0.396825,-0.564103,0.26145,0.636742,-0.994825,-0.99611,0.663158,-0.359684,-0.89937,ULCER
-0.562872,-0.142857,-0.358974,0.004488,0.511662,-0.913383,-0.93848,0.157895,-0.541502,-0.871121,ULCER
-0.679671,-0.301587,-0.512821,0.135864,0.491879,-0.980396,-0.984824,0.536842,-0.407115,-0.885064,ULCER
-0.18617,-0.396825,-0.538462,0.231964,0.660192,-0.995931,-0.996795,0.684211,-0.359684,-0.950468,ULCER
-0.313123,-0.396825,-0.564103,0.235358,0.62847,-0.992591,-0.99149,0.663158,-0.359684,-0.938808,ULCER
-0.225226,-0.396825,-0.564103,0.192045,0.672368,-0.992264,-0.99034,0.684211,-0.359684,-0.897291,ULCER
-0.521505,-0.301587,-0.358974,0.097166,0.452386,-0.942228,-0.970867,0.431579,-0.43083,-0.860707,ULCER
-0.117927,-0.396825,-0.538462,0.238586,0.660312,-0.995052,-0.99396,0.684211,-0.359684,-0.871613,ULCER
-0.29708,-0.333333,-0.512821,0.195289,0.626077,-0.991826,-0.991601,0.642105,-0.367589,-0.867177,ULCER
-0.062371,-0.396825,-0.589744,0.251925,0.666308,-0.992313,-0.997654,0.684211,-0.359684,-0.916671,ULCER
-0.380417,-0.333333,-0.487179,0.164468,0.571873,-0.974652,-0.987974,0.642105,-0.383399,-0.965928,ULCER
-0.494264,-0.301587,-0.487179,0.129734,0.588792,-0.984552,-0.985808,0.621053,-0.407115,-0.797186,ULCER
-0.312773,-0.396825,-0.564103,0.214398,0.653537,-0.992024,-0.997656,0.684211,-0.367589,-0.987508,ULCER
-0.432453,-0.333333,-0.512821,0.198346,0.593186,-0.991132,-0.993611,0.621053,-0.383399,-0.847331,ULCER
-0.768367,-0.333333,-0.589744,0.127484,0.455063,-0.94877,-0.967399,0.473684,-0.43083,-0.741431,ULCER
-0.560705,-0.301587,-0.384615,0.093354,0.435219,-0.900179,-0.959495,0.515789,-0.422925,-0.886995,ULCER
-0.646714,-0.301587,-0.487179,0.093031,0.500222,-0.974022,-0.978454,0.557895,-0.43083,-0.890241,ULCER
-0.400291,-0.365079,-0.564103,0.193375,0.632248,-0.991976,-0.993974,0.642105,-0.367589,-0.962601,ULCER
-0.06761,-0.365079,-0.512821,0.232521,0.647983,-0.995186,-0.996068,0.663158,-0.351779,-0.825308,ULCER
-0.379421,-0.301587,-0.487179,0.184375,0.580881,-0.992767,-0.998215,0.578947,-0.375494,-0.94084,ULCER
-0.669066,0.079365,-0.205128,-0.02028,0.238508,-0.981409,-0.987441,0.263158,-0.478261,-0.95134,ULCER
-0.661501,-0.301587,-0.564103,0.133829,0.465954,-0.899599,-0.959278,0.452632,-0.383399,-0.778431,ULCER
-0.093316,-0.396825,-0.564103,0.240216,0.663046,-0.996231,-0.998426,0.684211,-0.359684,-0.940977,ULCER
-0.552547,-0.301587,-0.538462,0.169411,0.571861,-0.990492,-0.992922,0.578947,-0.328063,-0.926581,ULCER
-0.553928,-0.238095,-0.333333,0.092168,0.463648,-0.939188,-0.963634,0.452632,-0.41502,-0.741474,ULCER
-0.374388,-0.333333,-0.487179,0.206889,0.597239,-0.98907,-0.992342,0.621053,-0.367589,-0.910658,ULCER
0.042479,-0.396825,-0.564103,0.273346,0.661756,-0.996751,-0.998436,0.684211,-0.343874,-0.832897,ULCER
-0.2526,-0.269841,-0.461538,0.206696,0.598727,-0.991463,-0.997529,0.621053,-0.367589,-0.922845,ULCER
0.209714,-0.396825,-0.512821,0.243359,0.645152,-0.982292,-0.99543,0.684211,-0.351779,-0.938655,ULCER
-0.14167,-0.365079,-0.538462,0.264487,0.631043,-0.997904,-0.997832,0.642105,-0.335968,-0.928519,ULCER
-0.127276,-0.365079,-0.538462,0.252952,0.644096,-0.988413,-0.993491,0.642105,-0.343874,-0.860989,ULCER
-0.310774,-0.333333,-0.512821,0.220437,0.612845,-0.996705,-0.996872,0.621053,-0.367589,-0.916771,ULCER
-0.254021,-0.365079,-0.538462,0.224301,0.627679,-0.993749,-0.9899,0.642105,-0.41502,-0.786305,ULCER
-0.031465,-0.428571,-0.564103,0.239639,0.67143,-0.99519,-0.999087,0.684211,-0.359684,-0.966145,ULCER
-0.482499,-0.238095,-0.461538,0.152421,0.540338,-0.991144,-0.991373,0.557895,-0.383399,-0.922403,ULCER
-0.124622,-0.365079,-0.512821,0.230291,0.633842,-0.997132,-0.997112,0.663158,-0.359684,-0.893172,ULCER
-0.230772,-0.301587,-0.384615,0.1196,0.635907,-0.985281,-0.995723,0.663158,-0.407115,-0.929252,ULCER
-0.383368,-0.269841,-0.410256,0.121347,0.581164,-0.984845,-0.990405,0.621053,-0.375494,-0.901271,ULCER
-0.311625,-0.301587,-0.487179,0.184077,0.602729,-0.995248,-0.998368,0.621053,-0.375494,-0.946316,ULCER
-0.290267,-0.301587,-0.435897,0.110684,0.645189,-0.990803,-0.995406,0.663158,-0.438735,-0.939933,ULCER
-0.309365,-0.333333,-0.538462,0.225977,0.618292,-0.995025,-0.997684,0.642105,-0.367589,-0.909224,ULCER
-0.076933,-0.365079,-0.564103,0.278997,0.642159,-0.996391,-0.998297,0.663158,-0.335968,-0.909679,ULCER
-0.245928,-0.333333,-0.435897,0.124668,0.65319,-0.997628,-0.998958,0.663158,-0.407115,-0.983901,ULCER
-0.151012,-0.365079,-0.512821,0.21325,0.65024,-0.994484,-0.997546,0.663158,-0.367589,-0.891047,ULCER
-0.201198,-0.333333,-0.461538,0.155072,0.664919,-0.993184,-0.996177,0.663158,-0.399209,-0.908715,ULCER
-0.375495,-0.301587,-0.384615,0.094395,0.613361,-0.990584,-0.989805,0.642105,-0.41502,-0.931407,ULCER
-0.375982,-0.301587,-0.512821,0.198184,0.6017,-0.990082,-0.995032,0.621053,-0.375494,-0.871844,ULCER
-0.196779,-0.365079,-0.512821,0.182112,0.660157,-0.997272,-0.99678,0.684211,-0.383399,-0.951617,ULCER
0.041135,-0.396825,-0.512821,0.216749,0.684526,-0.991448,-0.992704,0.705263,-0.320158,-0.886033,ULCER
-0.072501,-0.396825,-0.538462,0.213528,0.671913,-0.991191,-0.99602,0.663158,-0.367589,-0.892258,ULCER
-0.524312,-0.333333,-0.512821,0.162928,0.567929,-0.98195,-0.99058,0.621053,-0.383399,-0.943114,ULCER
-0.055375,-0.396825,-0.512821,0.219971,0.657057,-0.989971,-0.993208,0.684211,-0.359684,-0.878659,ULCER
-0.204969,-0.365079,-0.538462,0.226617,0.636505,-0.996364,-0.997491,0.642105,-0.367589,-0.928793,ULCER
-0.360634,-0.365079,-0.461538,0.114387,0.646764,-0.98326,-0.983441,0.684211,-0.462451,-0.856376,ULCER
-0.415241,-0.333333,-0.512821,0.183186,0.60426,-0.993867,-0.9973,0.621053,-0.375494,-0.947639,ULCER
-0.315872,-0.396825,-0.512821,0.153166,0.661583,-0.99273,-0.992729,0.684211,-0.367589,-0.875091,ULCER
-0.242065,-0.365079,-0.461538,0.108642,0.693142,-0.993952,-0.997617,0.705263,-0.407115,-0.973366,ULCER
-0.312074,-0.365079,-0.512821,0.191446,0.632789,-0.995369,-0.996489,0.642105,-0.367589,-0.941695,ULCER
-0.424905,-0.301587,-0.461538,0.160273,0.570997,-0.981242,-0.995094,0.621053,-0.375494,-0.938757,ULCER
-0.221636,-0.142857,-0.307692,0.092922,0.542104,-0.989773,-0.985049,0.578947,-0.399209,-0.993756,NON_ULCER
-0.451881,-0.111111,-0.333333,0.158259,0.431586,-0.99507,-0.997611,0.452632,-0.391304,-0.994916,NON_ULCER
-0.651218,-0.047619,-0.358974,0.098544,0.278652,-0.993379,-0.993527,0.326316,-0.43083,-0.991407,NON_ULCER
-0.351867,-0.174603,-0.307692,0.061924,0.54869,-0.981057,-0.98431,0.557895,-0.41502,-0.972768,NON_ULCER
-0.592036,-0.079365,-0.358974,0.11999,0.37114,-0.993519,-0.997934,0.410526,-0.407115,-0.993276,NON_ULCER
-0.544722,-0.047619,-0.358974,0.167539,0.355262,-0.959681,-0.984404,0.347368,-0.391304,-0.909498,NON_ULCER
-0.568622,-0.079365,-0.333333,0.121817,0.364943,-0.991963,-0.997824,0.410526,-0.407115,-0.996472,NON_ULCER
-0.033184,-0.206349,-0.461538,0.293418,0.528753,-0.986908,-0.993985,0.578947,-0.328063,-0.960294,NON_ULCER
-0.624714,-0.174603,-0.25641,-0.097738,0.462662,-0.95304,-0.946217,0.347368,-0.462451,-0.928825,NON_ULCER
0.823696,-0.206349,-0.384615,0.267197,0.627963,-0.998424,-0.999306,0.642105,-0.343874,-0.997532,NON_ULCER
0.690586,-0.111111,-0.282051,0.240316,0.600034,-0.999175,-0.999685,0.621053,-0.351779,-0.996718,NON_ULCER
-0.636068,-0.111111,-0.410256,0.109804,0.348387,-0.991044,-0.996679,0.368421,-0.41502,-0.992086,NON_ULCER
0.946615,-0.365079,-0.564103,0.299551,0.666193,-0.998544,-0.999699,0.684211,-0.328063,-0.994062,NON_ULCER
0.653428,-0.079365,-0.282051,0.238924,0.590232,-0.999527,-0.999702,0.6,-0.351779,-0.996664,NON_ULCER
0.687446,-0.111111,-0.282051,0.236431,0.600459,-0.999153,-0.999837,0.621053,-0.359684,-0.996152,NON_ULCER
-0.383943,-0.206349,-0.512821,0.293355,0.501601,-0.990311,-0.996221,0.536842,-0.328063,-0.972442,NON_ULCER
