@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-8,10-40,42-50,52-76,79-84,86-106,108-119,121-125,127-145,148-158,160-186'

@attribute color_bgr_r_centroid numeric
@attribute color_lab_a_intensity2 numeric
@attribute color_luv_v_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_intensity1 numeric
@attribute haralick_bgr_r_contrast numeric
@attribute haralick_lab_b_homogeneity numeric
@attribute haralick_luv_u_correlation numeric
@attribute haralick_bgr_gr_correlation numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_entropy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.465021,-0.333333,0.089163,-0.989318,-0.993129,0,-0.953686,-0.371721,-0.755789,-0.841873,-0.867497,0.734509,ULCER
-0.44856,-0.30303,0.049322,-0.988326,-0.98588,0.090909,-0.81605,-0.384233,-0.782718,-0.843344,-0.895146,0.797368,ULCER
-0.670782,-0.454545,-0.073626,-0.888241,-0.955803,-0.060606,-0.926812,-0.105909,-0.626026,-0.877643,-0.756128,0.786548,ULCER
-0.539095,-0.333333,-0.00218,-0.925178,-0.945789,-0.242424,-0.876179,-0.281051,-0.669238,-0.883795,-0.701279,0.745685,ULCER
-0.300412,0.090909,0.170272,-0.93331,-0.935885,-0.272727,-0.602885,-0.028934,-0.420263,-0.611414,-0.619228,0.769894,ULCER
-0.769547,-0.121212,-0.055141,-0.870754,-0.892907,-0.242424,-0.865865,-0.181415,-0.655576,-0.894051,-0.619594,0.748085,ULCER
-0.45679,-0.333333,0.060714,-0.993276,-0.986804,0.015152,-0.806272,0.074915,-0.494801,-0.622293,-0.801572,0.722797,ULCER
-0.613169,-0.30303,-0.030242,-0.983942,-0.974924,0.090909,-0.939227,-0.229428,-0.70765,-0.865561,-0.857358,0.855573,ULCER
-0.432099,-0.272727,0.006045,-0.985933,-0.973415,-0.015152,-0.619528,-0.386004,-0.787396,-0.846789,-0.894983,0.748276,ULCER
-0.572016,-0.272727,-0.037299,-0.962407,-0.962646,0.030303,-0.846445,-0.378395,-0.763575,-0.881724,-0.843921,0.844851,ULCER
-0.868313,-0.454545,-0.08826,-0.869158,-0.837666,0.030303,-0.944288,-0.066412,-0.673463,-0.930794,-0.743017,0.772304,ULCER
-0.81893,-0.333333,-0.087796,-0.809319,-0.905931,0,-0.962167,-0.080815,-0.674284,-0.926539,-0.766023,0.677006,ULCER
-0.646091,-0.060606,-0.038803,-0.913298,-0.941149,-0.090909,-0.956865,-0.155445,-0.672319,-0.890483,-0.764802,0.768107,ULCER
-0.654321,-0.30303,-0.046,-0.94682,-0.941418,0.060606,-0.861883,-0.405588,-0.755896,-0.89513,-0.808657,0.723694,ULCER
-0.81893,-0.333333,-0.100674,-0.923048,-0.969637,0.030303,-0.951477,-0.056573,-0.693109,-0.910623,-0.831786,0.623786,ULCER
-0.901235,-0.515152,-0.121062,-0.856489,-0.938108,0.121212,-0.983149,-0.022071,-0.689218,-0.948149,-0.819936,0.643662,ULCER
-0.802469,-0.30303,-0.075197,-0.95577,-0.962086,-0.030303,-0.946695,-0.093691,-0.681189,-0.897091,-0.837161,0.715289,ULCER
-0.497942,-0.333333,-0.11672,-0.974846,-0.976861,0.090909,-0.675971,-0.221117,-0.677478,-0.782001,-0.803119,0.831385,ULCER
-0.794239,-0.393939,-0.060708,-0.937282,-0.925061,-0.106061,-0.921944,-0.223299,-0.683444,-0.909674,-0.735117,0.727586,ULCER
-0.786008,-0.424242,-0.052182,-0.884188,-0.886673,-0.030303,-0.938464,-0.237244,-0.683753,-0.902217,-0.766349,0.808079,ULCER
-0.835391,-0.515152,-0.066901,-0.641206,-0.567901,-0.242424,-0.811817,-0.315775,-0.705625,-0.902672,-0.70474,0.817987,ULCER
-0.909465,-0.515152,-0.122741,-0.855562,-0.847249,0.075758,-0.949317,-0.029693,-0.696256,-0.955254,-0.800269,0.762195,ULCER
-0.909465,-0.454545,-0.111317,-0.901142,-0.979777,0.075758,-0.990049,0.121774,-0.677702,-0.949956,-0.896327,0.675811,ULCER
-0.761317,-0.515152,-0.108051,-0.830882,-0.918992,0.045455,-0.981711,-0.032538,-0.683255,-0.927284,-0.815539,0.754041,ULCER
-0.901235,-0.454545,-0.125958,-0.931693,-0.930436,0,-0.979432,-0.024186,-0.700753,-0.953173,-0.831949,0.709917,ULCER
-0.860082,-0.515152,-0.111081,-0.890838,-0.965974,-0.030303,-0.985265,0.066823,-0.691031,-0.938565,-0.829954,0.613483,ULCER
-0.934156,-0.515152,-0.132231,-0.826149,-0.918285,0.212121,-0.989666,-0.02246,-0.697918,-0.962562,-0.830564,0.430627,ULCER
-0.835391,-0.393939,-0.098009,-0.963603,-0.974796,-0.075758,-0.977613,0.042232,-0.689684,-0.934023,-0.85972,0.845272,ULCER
-0.860082,-0.454545,-0.115489,-0.810534,-0.866888,0.121212,-0.894052,-0.17226,-0.675759,-0.920853,-0.669313,0.771062,ULCER
-0.851852,-0.515152,-0.086493,-0.908218,-0.898753,0.151515,-0.972984,-0.110591,-0.679549,-0.921415,-0.791595,0.737637,ULCER
-0.82716,-0.393939,-0.096646,-0.946556,-0.963496,0,-0.973892,-0.041979,-0.69391,-0.924252,-0.856299,0.807532,ULCER
-0.884774,-0.515152,-0.110957,-0.824,-0.938484,0.106061,-0.965583,0.0299,-0.691909,-0.938554,-0.845224,0.754685,ULCER
-0.753086,-0.393939,-0.097494,-0.976216,-0.987798,-0.015152,-0.892335,-0.093158,-0.725584,-0.894598,-0.901946,0.908037,ULCER
-0.893004,-0.454545,-0.12404,-0.916521,-0.945018,0.060606,-0.983653,0.072181,-0.682436,-0.952508,-0.860412,0.817162,ULCER
-0.81893,-0.424242,-0.151186,-0.959151,-0.936674,0.318182,-0.828782,-0.298192,-0.770004,-0.922666,-0.872221,0.781719,ULCER
-0.876543,-0.454545,-0.142033,-0.968561,-0.986732,0.227273,-0.942641,-0.094728,-0.696682,-0.911583,-0.857277,0.867319,ULCER
-0.662551,-0.393939,-0.101577,-0.961704,-0.973632,0.212121,-0.962392,-0.009563,-0.691364,-0.887846,-0.887654,0.672078,ULCER
-0.687243,-0.393939,-0.121582,-0.955946,-0.880959,0.181818,-0.781737,-0.497696,-0.830462,-0.924052,-0.860575,0.692102,ULCER
-0.876543,-0.515152,-0.109096,-0.928413,-0.94773,-0.015152,-0.968095,-0.033471,-0.687836,-0.935182,-0.858132,0.671318,ULCER
-0.868313,-0.454545,-0.122775,-0.875509,-0.803683,0,-0.913259,-0.126154,-0.683715,-0.938624,-0.6821,0.772761,ULCER
0.045267,-0.121212,0.107924,-0.993143,-0.997006,0.075758,-0.989839,-0.210842,-0.763997,-0.747459,-0.952643,0.588839,NON_ULCER
-0.078189,-0.030303,0.057784,-0.992728,-0.997134,0.075758,-0.9026,-0.109806,-0.69892,-0.717123,-0.943562,0.924023,NON_ULCER
0.012346,-0.060606,0.148732,-0.997205,-0.998823,0.030303,-0.947626,0.285352,-0.52721,-0.515574,-0.941852,0.866943,NON_ULCER
-0.012346,-0.090909,0.238186,-0.996252,-0.998913,-0.030303,-0.987009,-0.49901,-0.84363,-0.837932,-0.955004,0.792439,NON_ULCER
0.004115,-0.212121,0.072395,-0.990652,-0.997012,0.106061,-0.98082,-0.086287,-0.762865,-0.744748,-0.958018,0.683442,NON_ULCER
-0.465021,-0.30303,0.169048,-0.991433,-0.987132,-0.227273,-0.967714,-0.034409,-0.629536,-0.763488,-0.884763,0.726485,NON_ULCER
-0.679012,-0.363636,0.034904,-0.956766,-0.9652,-0.19697,-0.939954,-0.330557,-0.755955,-0.898269,-0.851087,0.548392,NON_ULCER
-0.596708,-0.151515,0.012733,-0.920285,-0.894686,-0.030303,-0.969328,-0.24076,-0.751253,-0.888641,-0.870185,0.775831,NON_ULCER
-0.662551,-0.181818,0.017091,-0.773567,-0.828964,-0.378788,-0.976986,-0.418006,-0.790123,-0.922649,-0.835247,0.751493,NON_ULCER
-0.333333,0.030303,0.184006,-0.979057,-0.981998,-0.348485,-0.96205,0.060129,-0.513397,-0.672457,-0.838505,0.609681,NON_ULCER
-0.069959,0.030303,0.270526,-0.875505,-0.955972,-0.121212,-0.921469,-0.222438,-0.659517,-0.717993,-0.754174,0.646936,NON_ULCER
-0.152263,0,0.204481,-0.784269,-0.907414,-0.090909,-0.941356,-0.034533,-0.574398,-0.674356,-0.812607,0.595134,NON_ULCER
-0.152263,-0.121212,0.290381,-0.962609,-0.97497,-0.151515,-0.926989,-0.313059,-0.716063,-0.752708,-0.82466,0.648159,NON_ULCER
-0.061728,-0.30303,0.289631,-0.974152,-0.988404,-0.045455,-0.934559,-0.430551,-0.784848,-0.793968,-0.844206,0.593027,NON_ULCER
-0.152263,0,0.141967,-0.853594,-0.957589,0.015152,-0.843897,-0.0981,-0.554233,-0.641803,-0.758409,0.650917,NON_ULCER
-0.053498,-0.30303,0.250327,-0.957295,-0.980338,-0.015152,-0.883449,-0.446557,-0.775573,-0.750906,-0.776203,0.741888,NON_ULCER
0.037037,0.090909,-0.003864,-0.990915,-0.992451,0.121212,-0.883033,-0.141891,-0.622094,-0.614682,-0.841559,0.832272,NON_ULCER
-0.037037,-0.090909,0.113975,-0.98839,-0.997454,0.045455,-0.89799,0.262273,-0.488212,-0.490931,-0.908665,0.90086,NON_ULCER
-0.111111,0.151515,0.096219,-0.945048,-0.992267,-0.060606,-0.952922,-0.474897,-0.777054,-0.840159,-0.832071,0.423454,NON_ULCER
-0.061728,-0.121212,0.178864,-0.995218,-0.998787,0.015152,-0.981002,-0.038368,-0.716904,-0.721329,-0.964655,0.825842,NON_ULCER
-0.020576,-0.121212,0.201952,-0.997397,-0.998877,0.015152,-0.987581,-0.1446,-0.723092,-0.710843,-0.956145,0.690359,NON_ULCER
-0.259259,-0.212121,0.243259,-0.994027,-0.990272,-0.257576,-0.980146,0.115961,-0.632817,-0.723935,-0.941323,0.766087,NON_ULCER
-0.078189,-0.151515,0.048783,-0.989195,-0.996863,0.106061,-0.980648,-0.079592,-0.744741,-0.731888,-0.960217,0.740536,NON_ULCER
-0.251029,0.060606,0.27009,-0.94086,-0.953856,-0.212121,-0.968164,0.03175,-0.611616,-0.711845,-0.889079,0.710289,NON_ULCER
-0.45679,-0.272727,0.131178,-0.987245,-0.988175,-0.106061,-0.964105,0.026604,-0.61096,-0.750358,-0.893762,0.794179,NON_ULCER
-0.481481,-0.30303,0.031778,-0.965221,-0.969589,-0.121212,-0.948061,-0.065887,-0.673914,-0.822471,-0.887939,0.765707,NON_ULCER
-0.580247,0.030303,0.018822,-0.58846,-0.713649,0,-0.963024,-0.215774,-0.693992,-0.874505,-0.831867,0.819871,NON_ULCER
-0.63786,-0.121212,0.022097,-0.814425,-0.854204,-0.30303,-0.964048,-0.35689,-0.777436,-0.91194,-0.870022,0.654976,NON_ULCER
-0.102881,-0.030303,0.261512,-0.969592,-0.99245,-0.121212,-0.97691,-0.022512,-0.546742,-0.625647,-0.824294,0.692954,NON_ULCER
0.037037,0.060606,0.125459,-0.995964,-0.996831,0.045455,-0.963971,0.147319,-0.508583,-0.511981,-0.897467,0.83041,NON_ULCER
-0.045267,0.030303,-0.000763,-0.965465,-0.944818,0.060606,-0.872656,-0.342798,-0.676045,-0.684519,-0.736338,0.840087,NON_ULCER
-0.102881,0,-0.008005,-0.96704,-0.961842,0.045455,-0.809278,0.122536,-0.44969,-0.499325,-0.704862,0.825975,NON_ULCER
-0.09465,-0.030303,-0.004994,-0.984097,-0.977126,0.090909,-0.838379,0.037183,-0.568513,-0.579457,-0.839441,0.904288,NON_ULCER
-0.234568,-0.030303,0.082506,-0.972376,-0.992316,-0.045455,-0.993037,0.002152,-0.662292,-0.766048,-0.945191,0.621061,NON_ULCER
0.506173,-0.424242,-0.384459,-0.997985,-0.999718,0.333333,-0.845157,-0.437401,-0.863884,-0.709915,-0.95024,-0.363153,NON_ULCER
-0.242798,-0.212121,-0.033814,-0.990333,-0.950894,0.030303,-0.688059,-0.173381,-0.49874,-0.538033,-0.593819,0.443122,NON_ULCER
-0.292181,0.030303,0.30509,-0.970288,-0.965171,-0.242424,-0.973101,-0.063472,-0.651534,-0.751495,-0.921736,0.663271,NON_ULCER
-0.020576,-0.242424,0.045596,-0.996054,-0.998285,0.121212,-0.989353,-0.139491,-0.758114,-0.735644,-0.958099,0.734472,NON_ULCER
-0.415638,0.090909,0.14993,-0.929083,-0.966745,-0.530303,-0.981815,-0.653742,-0.914201,-0.96343,-0.944499,0.788612,NON_ULCER
-0.069959,-0.272727,0.059143,-0.995851,-0.996951,0.136364,-0.980456,-0.090867,-0.736796,-0.711757,-0.953905,0.645455,NON_ULCER
-0.44856,-0.212121,0.14931,-0.978938,-0.964286,-0.015152,-0.951783,-0.004402,-0.624437,-0.756163,-0.891848,0.742629,NON_ULCER
-0.514403,-0.181818,0.065243,-0.922988,-0.908839,-0.19697,-0.960009,-0.634803,-0.907815,-0.961403,-0.934034,0.80553,NON_ULCER
-0.497942,-0.363636,0.054044,-0.982349,-0.976385,-0.151515,-0.970329,-0.059545,-0.663948,-0.79325,-0.875682,0.753601,NON_ULCER
-0.176955,0.272727,0.124423,-0.93959,-0.965786,-0.121212,-0.94463,-0.573276,-0.837706,-0.887764,-0.891156,0.547804,NON_ULCER
-0.037037,-0.090909,0.087993,-0.958844,-0.936429,-0.045455,-0.936274,-0.207516,-0.521892,-0.587494,-0.599601,0.771256,NON_ULCER
-0.119342,-0.030303,-0.083525,-0.963957,-0.931932,0.045455,-0.804874,-0.366471,-0.624254,-0.624585,-0.605057,0.490158,NON_ULCER
0.481481,-0.454545,-0.417876,-0.997298,-0.999622,0.333333,-0.944426,-0.453293,-0.858737,-0.696607,-0.947512,0.336409,NON_ULCER
0.473251,-0.454545,-0.401782,-0.998892,-0.99959,0.348485,-0.890006,-0.441012,-0.860712,-0.705226,-0.947512,-0.367138,NON_ULCER
-0.037037,0.030303,0.373322,-0.995371,-0.992425,-0.19697,-0.977323,-0.201416,-0.712983,-0.74736,-0.940386,0.821094,NON_ULCER
-0.144033,0,0.260596,-0.96641,-0.963516,-0.378788,-0.954444,0.046372,-0.586059,-0.706743,-0.925483,0.837447,NON_ULCER
-0.300412,-0.030303,0.202753,-0.956222,-0.943074,-0.318182,-0.971538,-0.052285,-0.615899,-0.760752,-0.879632,0.835865,NON_ULCER
-0.358025,-0.090909,0.161048,-0.976279,-0.968057,-0.151515,-0.969778,-0.00833,-0.624686,-0.752484,-0.903575,0.890206,NON_ULCER
-0.144033,-0.030303,0.0925,-0.996141,-0.998127,0.030303,-0.98162,0.143356,-0.595927,-0.651949,-0.952236,0.841409,NON_ULCER
-0.028807,0.030303,0.265455,-0.988646,-0.994401,-0.166667,-0.970713,-0.007009,-0.627245,-0.692804,-0.917705,0.757619,NON_ULCER
-0.283951,0,0.210045,-0.990866,-0.992279,-0.151515,-0.969511,-0.029823,-0.610341,-0.722135,-0.908787,0.787722,NON_ULCER
-0.09465,-0.060606,0.140105,-0.996412,-0.997032,-0.015152,-0.970559,0.013516,-0.6324,-0.664551,-0.933504,0.867357,NON_ULCER
0.061728,0,0.295926,-0.997792,-0.99399,-0.075758,-0.982536,-0.38173,-0.824576,-0.820074,-0.968727,0.619973,NON_ULCER
-0.069959,-0.060606,0.153684,-0.994304,-0.997068,-0.060606,-0.973817,0.118956,-0.589151,-0.630639,-0.928822,0.915867,NON_ULCER
0.111111,0.030303,0.177729,-0.993449,-0.989179,-0.015152,-0.977845,-0.19939,-0.719614,-0.708853,-0.937128,0.753558,NON_ULCER
-0.045267,-0.121212,0.185612,-0.994582,-0.998811,-0.015152,-0.978859,-0.053607,-0.653682,-0.67487,-0.935622,0.919705,NON_ULCER
-0.259259,-0.242424,-0.019527,-0.899715,-0.971837,0.136364,-0.944781,0.047445,-0.591324,-0.667993,-0.748636,0.771658,ULCER
-0.333333,-0.090909,-0.013419,-0.936119,-0.969628,-0.045455,-0.971195,0.054352,-0.568095,-0.677142,-0.834759,0.738767,ULCER
-0.308642,-0.121212,-0.022627,-0.910799,-0.959024,0.045455,-0.934236,-0.035549,-0.594258,-0.676589,-0.802956,0.753221,ULCER
-0.242798,-0.030303,0.011986,-0.922133,-0.976693,0.106061,-0.975683,0.030693,-0.656792,-0.69198,-0.820425,0.736603,ULCER
-0.201646,0.030303,0.019066,-0.928844,-0.969693,0,-0.964633,0.165994,-0.534331,-0.6696,-0.825841,0.732968,ULCER
-0.127572,0.090909,0.028336,-0.957527,-0.977886,0.045455,-0.93097,-0.00634,-0.564329,-0.668747,-0.823805,0.754529,ULCER
-0.09465,0.181818,0.024096,-0.975393,-0.984739,0.030303,-0.886128,-0.550918,-0.804202,-0.838603,-0.782515,0.814353,ULCER
-0.283951,0.151515,-0.095805,-0.933379,-0.973998,0.151515,-0.950667,-0.215873,-0.705238,-0.772347,-0.843106,0.717353,ULCER
-0.465021,-0.121212,-0.047484,-0.911408,-0.951652,0.090909,-0.910206,-0.221049,-0.684046,-0.786348,-0.71944,0.806565,ULCER
-0.358025,-0.060606,-0.050855,-0.909849,-0.951454,0.060606,-0.952798,0.019557,-0.572084,-0.697752,-0.768996,0.668973,ULCER
-0.26749,-0.090909,0.011655,-0.873178,-0.958788,0.121212,-0.978157,0.194798,-0.567913,-0.651316,-0.838179,0.602382,ULCER
-0.218107,-0.181818,-0.016539,-0.883533,-0.941382,-0.045455,-0.878599,-0.114208,-0.606441,-0.734083,-0.69513,0.70487,ULCER
-0.09465,0.212121,0.022589,-0.954537,-0.977388,0.030303,-0.860834,-0.209313,-0.683479,-0.727886,-0.829994,0.860981,ULCER
-0.028807,0.272727,0.059043,-0.974536,-0.986071,-0.045455,-0.937975,-0.246905,-0.670386,-0.752399,-0.869248,0.911119,ULCER
-0.111111,0.121212,-0.094159,-0.910534,-0.947841,0.19697,-0.96153,-0.397018,-0.753657,-0.806723,-0.836998,0.649906,ULCER
-0.020576,-0.121212,-0.07645,-0.94509,-0.981351,0.19697,-0.909951,-0.034679,-0.5621,-0.48859,-0.663491,0.59585,ULCER
-0.028807,-0.212121,-0.058911,-0.973065,-0.989424,0.151515,-0.902357,-0.168158,-0.591162,-0.524712,-0.725996,0.701115,ULCER
-0.259259,-0.484848,-0.026815,-0.96922,-0.993054,0.19697,-0.868456,-0.464763,-0.819473,-0.83518,-0.826777,0.62659,ULCER
-0.218107,0.212121,-0.006875,-0.966969,-0.971792,-0.045455,-0.864065,-0.240528,-0.602145,-0.709111,-0.642031,0.815395,ULCER
0.020576,0.090909,-0.079499,-0.968531,-0.977801,0.090909,-0.451918,-0.385518,-0.697711,-0.678428,-0.708323,0.859595,ULCER
-0.020576,0.212121,0.019707,-0.977281,-0.988659,0.015152,-0.956614,-0.092598,-0.589025,-0.673628,-0.853164,0.757905,ULCER
-0.069959,0.030303,0.002894,-0.944805,-0.977216,0.030303,-0.728381,-0.104224,-0.58901,-0.682881,-0.704943,0.835064,ULCER
-0.119342,0.272727,0.063695,-0.967373,-0.980485,-0.090909,-0.966177,-0.373631,-0.742588,-0.817006,-0.871936,0.848209,ULCER
-0.069959,-0.121212,-0.101223,-0.969137,-0.981642,0.19697,-0.922484,-0.060249,-0.624323,-0.582926,-0.793469,0.703703,ULCER
0.226337,-0.393939,-0.030493,-0.990652,-0.99785,0.212121,-0.963763,-0.260385,-0.733844,-0.60225,-0.864484,0.621427,ULCER
0.061728,-0.515152,0.107031,-0.990955,-0.99673,0.166667,-0.89976,0.075617,-0.614755,-0.492757,-0.874908,0.617793,ULCER
-0.242798,-0.30303,-0.001373,-0.945589,-0.984935,0.136364,-0.860937,-0.160624,-0.654513,-0.71654,-0.786057,0.678771,ULCER
-0.325103,-0.121212,-0.034835,-0.971542,-0.988658,0.075758,-0.901902,-0.089694,-0.6295,-0.716794,-0.853408,0.646133,ULCER
-0.020576,0,0.011625,-0.98658,-0.994533,0.075758,-0.964841,-0.243081,-0.732807,-0.751588,-0.901661,0.867094,ULCER
0.078189,0.060606,-0.176967,-0.967647,-0.984156,0.181818,-0.324444,-0.504781,-0.733224,-0.687535,-0.600538,0.823117,ULCER
0.09465,0.030303,0.049318,-0.980168,-0.991646,0.075758,-0.93479,-0.120729,-0.667251,-0.666076,-0.871447,0.763776,ULCER
0.012346,0.272727,0.077127,-0.952833,-0.973839,-0.121212,-0.970863,-0.712257,-0.900233,-0.923323,-0.921451,0.598877,ULCER
-0.119342,0.30303,0.053855,-0.966334,-0.979514,-0.060606,-0.907983,-0.245026,-0.636006,-0.742927,-0.810489,0.879767,ULCER
0.102881,-0.030303,0.012007,-0.965696,-0.979964,0.060606,-0.895,-0.008066,-0.55427,-0.512525,-0.775552,0.725081,ULCER
-0.119342,0.121212,0.013285,-0.937076,-0.968456,0.030303,-0.920712,-0.046368,-0.607862,-0.66886,-0.766227,0.69018,ULCER
0.037037,-0.363636,-0.015318,-0.983097,-0.996542,0.166667,-0.886292,0.009743,-0.630435,-0.566643,-0.836957,0.6034,ULCER
-0.037037,-0.363636,0.041385,-0.975729,-0.993516,0.136364,-0.914974,0.020998,-0.570506,-0.48128,-0.807843,0.694414,ULCER
-0.218107,-0.212121,0.029331,-0.972118,-0.987547,0.106061,-0.890549,-0.112449,-0.668496,-0.737064,-0.823316,0.63122,ULCER
-0.078189,-0.121212,-0.060853,-0.977064,-0.990705,0.151515,-0.868029,-0.42689,-0.800408,-0.812416,-0.820222,0.445976,ULCER
-0.185185,-0.121212,-0.028123,-0.946609,-0.980779,0.136364,-0.899731,-0.002781,-0.637331,-0.710004,-0.783004,0.701026,ULCER
-0.020576,0.030303,0.034471,-0.951061,-0.976175,0.121212,-0.950801,-0.613787,-0.891208,-0.890147,-0.892907,0.534706,ULCER
0.09465,0.090909,0.041144,-0.976633,-0.988787,0.060606,-0.907839,-0.111568,-0.65445,-0.635764,-0.879958,0.671968,ULCER
-0.08642,0,0.040802,-0.94559,-0.976419,0.090909,-0.904957,0.05345,-0.553481,-0.625765,-0.747251,0.720661,ULCER
0.053498,0.212121,-0.003865,-0.873561,-0.945275,0.045455,-0.864506,-0.494509,-0.809474,-0.832147,-0.751812,0.776598,ULCER
-0.333333,-0.060606,-0.125799,-0.872808,-0.970634,0.136364,-0.857878,-0.28991,-0.64615,-0.71908,-0.591661,0.684412,ULCER
-0.09465,-0.121212,-0.242929,-0.942371,-0.993659,0.136364,-0.933614,-0.542983,-0.853905,-0.830598,-0.879591,0.605215,ULCER
-0.251029,-0.212121,0.045355,-0.967506,-0.991425,0.136364,-0.856899,-0.077924,-0.672787,-0.711521,-0.84502,0.718604,ULCER
-0.135802,-0.484848,0.101049,-0.994918,-0.997441,0.151515,-0.95522,0.080161,-0.6098,-0.541983,-0.896368,0.721327,ULCER
-0.08642,-0.181818,0.073316,-0.971117,-0.986133,0.121212,-0.910134,0.066961,-0.58137,-0.50071,-0.837283,0.626404,ULCER
-0.201646,-0.181818,-0.011156,-0.942212,-0.97563,0.106061,-0.867786,-0.114863,-0.663587,-0.739812,-0.731941,0.70454,ULCER
-0.152263,-0.121212,0.02907,-0.941486,-0.980243,0.060606,-0.872544,0.23664,-0.462075,-0.579254,-0.754337,0.517344,ULCER
-0.045267,-0.181818,0.041144,-0.969198,-0.986744,0.106061,-0.941316,-0.065996,-0.684368,-0.677122,-0.852146,0.706444,ULCER
-0.185185,-0.151515,-0.028283,-0.935467,-0.948434,0,-0.762489,-0.232934,-0.642768,-0.73027,-0.647569,0.737945,ULCER
-0.028807,-0.272727,0.080814,-0.978791,-0.991463,0.136364,-0.815473,-0.664209,-0.916797,-0.884976,-0.907281,0.621828,ULCER
-0.185185,-0.242424,0.026609,-0.945543,-0.978834,0.106061,-0.882952,0.060165,-0.605698,-0.676914,-0.838423,0.681905,ULCER
-0.193416,-0.212121,-0.019937,-0.976812,-0.984229,0.075758,-0.861738,-0.382238,-0.793951,-0.831533,-0.871692,0.622108,ULCER
-0.028807,-0.121212,-0.008619,-0.974189,-0.9936,0.121212,-0.915324,-0.205163,-0.688137,-0.660121,-0.847422,0.776011,ULCER
-0.168724,-0.484848,0.101958,-0.994834,-0.997518,0.151515,-0.939386,0.083099,-0.619937,-0.576034,-0.890138,0.696401,ULCER
-0.152263,-0.454545,0.004318,-0.965181,-0.989313,0.181818,-0.881586,-0.022512,-0.651216,-0.655247,-0.847463,0.622594,ULCER
-0.135802,-0.060606,-0.022079,-0.98818,-0.994466,0.090909,-0.946002,0.168196,-0.556028,-0.641628,-0.882604,0.657801,ULCER
-0.004115,-0.060606,0.048384,-0.991129,-0.995742,0.090909,-0.923309,0.546001,-0.360861,-0.333483,-0.867172,0.720408,ULCER
-0.127572,-0.060606,0.005612,-0.974453,-0.979211,0.060606,-0.892815,-0.042035,-0.575227,-0.654433,-0.759752,0.680965,ULCER
-0.168724,-0.151515,0.021583,-0.94318,-0.97738,0.060606,-0.932357,0.189689,-0.53878,-0.650835,-0.863181,0.68019,ULCER
-0.020576,-0.121212,0.033548,-0.934597,-0.962279,-0.045455,-0.888307,-0.337899,-0.767915,-0.778737,-0.813136,0.705719,ULCER
0.069959,-0.212121,0.070535,-0.984803,-0.994383,0.121212,-0.945537,-0.203354,-0.749908,-0.715954,-0.899218,0.719568,ULCER
-0.358025,-0.393939,-0.018261,-0.920622,-0.936919,0.227273,-0.883045,-0.113057,-0.653597,-0.734338,-0.709382,0.672993,ULCER
-0.209877,-0.090909,-0.017066,-0.89667,-0.955697,0.075758,-0.931762,0.049305,-0.560375,-0.653453,-0.7828,0.655392,ULCER
-0.160494,-0.030303,0.004171,-0.983862,-0.991346,0.090909,-0.941857,-0.052109,-0.671347,-0.710962,-0.88745,0.740925,ULCER
-0.251029,-0.030303,0.020737,-0.930954,-0.955722,0.015152,-0.955068,0.0717,-0.549315,-0.647672,-0.776122,0.761253,ULCER
-0.119342,0.212121,0.015132,-0.962099,-0.981194,0.015152,-0.937307,0.10597,-0.527819,-0.655809,-0.843432,0.754998,ULCER
-0.053498,0.181818,0.021907,-0.96596,-0.983101,0.060606,-0.878244,-0.19754,-0.708627,-0.76243,-0.829587,0.767831,ULCER
0.061728,-0.121212,-0.021971,-0.996223,-0.998693,0.151515,-0.952342,-0.03229,-0.681161,-0.620406,-0.929432,0.767633,NON_ULCER
0.152263,-0.151515,-0.050972,-0.996503,-0.999132,0.181818,-0.943142,0.025231,-0.655615,-0.574482,-0.935255,0.740832,NON_ULCER
0.053498,-0.121212,-0.139912,-0.994705,-0.997609,0.212121,-0.87614,0.070244,-0.640917,-0.553087,-0.924505,0.888093,NON_ULCER
0.053498,-0.121212,-0.134812,-0.99483,-0.996925,0.212121,-0.828608,-0.102671,-0.674478,-0.594932,-0.909602,0.814759,NON_ULCER
0.160494,-0.242424,-0.121735,-0.995276,-0.998775,0.212121,-0.968379,0.585728,-0.49576,-0.356861,-0.94401,0.657092,NON_ULCER
0.209877,-0.212121,-0.120609,-0.992708,-0.998516,0.212121,-0.971835,0.333887,-0.588742,-0.443074,-0.935296,0.709653,NON_ULCER
0.152263,-0.181818,-0.125257,-0.998599,-0.999596,0.212121,-0.97216,0.331157,-0.549392,-0.437642,-0.956348,0.671692,NON_ULCER
0.004115,-0.151515,-0.129398,-0.995748,-0.998993,0.212121,-0.977188,0.364366,-0.532634,-0.454386,-0.932161,0.81011,NON_ULCER
-0.037037,-0.151515,-0.11254,-0.997242,-0.999363,0.19697,-0.978408,0.354147,-0.56201,-0.516621,-0.947797,0.737514,NON_ULCER
-0.144033,-0.151515,-0.140205,-0.99522,-0.998134,0.19697,-0.982684,-0.093862,-0.711398,-0.729524,-0.940956,0.796634,NON_ULCER
-0.242798,-0.121212,-0.21356,-0.994601,-0.996342,0.19697,-0.982666,-0.143103,-0.709274,-0.751414,-0.928659,0.736817,NON_ULCER
