@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-8,10-40,42-50,52-76,79-84,86-106,108-119,121-125,127-145,148-158,160-186'

@attribute color_bgr_r_centroid numeric
@attribute color_lab_a_intensity2 numeric
@attribute color_luv_v_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_intensity1 numeric
@attribute haralick_bgr_r_contrast numeric
@attribute haralick_lab_b_homogeneity numeric
@attribute haralick_luv_u_correlation numeric
@attribute haralick_bgr_gr_correlation numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_entropy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.069959,0.272727,-0.165653,-0.976844,-0.993457,0.136364,-0.987597,0.241572,-0.566516,-0.651665,-0.953254,0.771393,NON_ULCER
-0.152263,0.393939,-0.12728,-0.977452,-0.988415,0.090909,-0.992714,0.21497,-0.515932,-0.690124,-0.937943,0.652267,NON_ULCER
-0.053498,0.333333,-0.169634,-0.978912,-0.994656,0.136364,-0.985624,0.341727,-0.509735,-0.60919,-0.964004,0.62373,NON_ULCER
-0.209877,0.30303,-0.197398,-0.988898,-0.994054,0.136364,-0.987729,0.187311,-0.519792,-0.70178,-0.928129,0.692058,NON_ULCER
-0.111111,0.212121,-0.170274,-0.987663,-0.995284,0.151515,-0.99656,0.039589,-0.672212,-0.732777,-0.959443,0.580861,NON_ULCER
-0.078189,0.060606,-0.1599,-0.991576,-0.997026,0.166667,-0.998454,0.019505,-0.654967,-0.696388,-0.955412,0.456632,NON_ULCER
-0.078189,0.212121,-0.231686,-0.990373,-0.99798,0.19697,-0.988267,-0.284042,-0.776239,-0.816011,-0.94686,0.573732,NON_ULCER
-0.152263,0.060606,-0.129732,-0.992629,-0.998498,0.151515,-0.996659,0.098872,-0.641939,-0.699948,-0.96209,0.546216,NON_ULCER
-0.069959,0.121212,-0.192867,-0.991471,-0.995475,0.181818,-0.893472,-0.024802,-0.646483,-0.708774,-0.918723,0.509768,NON_ULCER
-0.209877,0.060606,-0.140567,-0.99763,-0.999354,0.136364,-0.996394,-0.018636,-0.680443,-0.755969,-0.969664,0.561861,NON_ULCER
-0.119342,0.212121,-0.102791,-0.990657,-0.996658,0.106061,-0.991248,-0.003573,-0.668701,-0.755298,-0.962253,0.625851,NON_ULCER
-0.09465,0.212121,-0.159828,-0.99052,-0.997706,0.151515,-0.987675,-0.043741,-0.708565,-0.761821,-0.973776,0.634098,NON_ULCER
-0.218107,0.272727,-0.143375,-0.978241,-0.995426,0.106061,-0.990329,0.267558,-0.531178,-0.693167,-0.955982,0.664844,NON_ULCER
0.004115,0.212121,-0.163959,-0.992028,-0.998371,0.151515,-0.988941,-0.04515,-0.684785,-0.719689,-0.95643,0.658068,NON_ULCER
0.069959,0.30303,-0.167557,-0.992877,-0.997394,0.151515,-0.989983,-0.037663,-0.703128,-0.735278,-0.973491,0.730882,NON_ULCER
-0.901235,-0.454545,-0.19406,0.413146,-0.570925,0.30303,-0.745857,-0.193841,-0.76589,-0.952185,-0.555013,0.372537,NON_ULCER
-0.193416,0.212121,-0.224455,-0.937474,-0.98378,0.166667,-0.960336,-0.109402,-0.6725,-0.764826,-0.894617,0.504941,NON_ULCER
-0.226337,0.060606,-0.17812,-0.991958,-0.996127,0.151515,-0.971648,0.087861,-0.624319,-0.731095,-0.942137,0.567771,NON_ULCER
-0.160494,0.121212,-0.112319,-0.983608,-0.996,0.106061,-0.990148,-0.082323,-0.709303,-0.787413,-0.960868,0.630696,NON_ULCER
-0.234568,0.30303,-0.159809,-0.974997,-0.994307,0.106061,-0.985397,0.24765,-0.565184,-0.724606,-0.961398,0.59979,NON_ULCER
-0.27572,0.363636,-0.12925,-0.980287,-0.990514,0.060606,-0.994344,0.141153,-0.542662,-0.743027,-0.924994,0.701697,NON_ULCER
-0.185185,0.363636,-0.175104,-0.960014,-0.98092,0.075758,-0.984421,0.111116,-0.53083,-0.690632,-0.931998,0.503247,NON_ULCER
-0.209877,0.181818,-0.213271,-0.960829,-0.985038,0.151515,-0.927017,-0.053783,-0.646304,-0.757094,-0.87837,0.601444,NON_ULCER
-0.251029,0.060606,-0.138556,-0.990493,-0.998139,0.136364,-0.99409,0.188985,-0.630103,-0.735262,-0.961112,0.630646,NON_ULCER
-0.193416,0.181818,-0.137746,-0.976045,-0.996648,0.136364,-0.991436,-0.061799,-0.697244,-0.778395,-0.952928,0.725931,NON_ULCER
-0.168724,0.212121,-0.087725,-0.995543,-0.998934,0.075758,-0.997712,-0.037046,-0.663967,-0.757247,-0.954882,0.59844,NON_ULCER
-0.102881,0.272727,-0.168853,-0.989071,-0.996566,0.136364,-0.989338,0.211094,-0.586547,-0.70474,-0.962863,0.666116,NON_ULCER
-0.185185,0.30303,-0.111923,-0.975412,-0.986435,0.106061,-0.995225,0.161678,-0.520372,-0.690556,-0.93949,0.632322,NON_ULCER
-0.333333,0.242424,-0.191484,-0.984999,-0.989724,0.106061,-0.990325,-0.373097,-0.802235,-0.888934,-0.952195,0.349076,NON_ULCER
-0.341564,0.212121,-0.20466,-0.979945,-0.989313,0.151515,-0.986516,-0.35962,-0.798596,-0.882916,-0.95081,0.31989,NON_ULCER
-0.004115,0.363636,-0.227531,-0.969858,-0.996836,0.151515,-0.985375,0.182026,-0.556475,-0.64725,-0.955127,0.676552,NON_ULCER
0.053498,0.272727,-0.196567,-0.991187,-0.998134,0.151515,-0.994324,0.292046,-0.521189,-0.58687,-0.960827,0.451552,NON_ULCER
-0.168724,0.272727,-0.155948,-0.968606,-0.991963,0.121212,-0.99312,0.187487,-0.559194,-0.685184,-0.941404,0.630036,NON_ULCER
0.053498,0.212121,-0.148421,-0.994795,-0.99919,0.151515,-0.996149,-0.397674,-0.829459,-0.829527,-0.96946,0.476697,NON_ULCER
-0.176955,0.121212,-0.159766,-0.987171,-0.997293,0.151515,-0.995698,0.112701,-0.637512,-0.722905,-0.960827,0.57331,NON_ULCER
-0.909465,-0.454545,-0.176028,0.432937,-0.731477,0.151515,-0.730374,-0.413706,-0.86099,-0.977317,-0.726891,0.283092,NON_ULCER
-0.226337,0.060606,-0.140317,-0.982979,-0.996343,0.136364,-0.996912,-0.025683,-0.708153,-0.788544,-0.96718,0.666094,NON_ULCER
0.061728,-0.030303,-0.010928,-0.969347,-0.980319,0.136364,-0.9702,0.163968,-0.536074,-0.4538,-0.858946,0.573455,ULCER
0.037037,0.090909,0.070007,-0.99084,-0.995959,0.030303,-0.9869,-0.058363,-0.654844,-0.677327,-0.929921,0.768267,ULCER
0.08642,0.060606,0.061414,-0.968354,-0.99119,0.075758,-0.979577,0.131023,-0.544237,-0.526179,-0.896327,0.648345,ULCER
0.08642,0.090909,0.060839,-0.990078,-0.995344,0.045455,-0.980129,0.222458,-0.49492,-0.493466,-0.911393,0.667539,ULCER
-0.08642,0.212121,-0.110914,-0.984114,-0.988099,0.015152,-0.981326,-0.54274,-0.835938,-0.861365,-0.909561,0.590409,ULCER
-0.111111,0.272727,-0.090633,-0.951325,-0.957495,0,-0.963385,-0.262009,-0.635857,-0.718077,-0.82124,0.558463,ULCER
-0.053498,0.151515,-0.133499,-0.934262,-0.979048,0.090909,-0.96195,0.311228,-0.345734,-0.474719,-0.827225,0.448496,ULCER
0.061728,0.060606,0.007348,-0.992924,-0.998285,0.090909,-0.984166,0.210478,-0.556666,-0.564004,-0.92137,0.739459,ULCER
0.111111,0.090909,0.042083,-0.98845,-0.9977,0.090909,-0.987291,0.21497,-0.535073,-0.526915,-0.919212,0.60826,ULCER
0.012346,0.212121,0.052565,-0.980886,-0.996899,0.030303,-0.988162,-0.778121,-0.960314,-0.958977,-0.982409,0.366807,ULCER
-0.069959,0.30303,-0.049656,-0.969333,-0.9745,-0.045455,-0.966224,-0.182627,-0.573189,-0.694407,-0.849296,0.562551,ULCER
-0.209877,0.181818,-0.177724,-0.938413,-0.955089,0.075758,-0.96419,-0.540012,-0.805164,-0.847344,-0.854793,0.128627,ULCER
-0.152263,0.212121,-0.137908,-0.967862,-0.97277,0.030303,-0.965418,-0.225267,-0.627267,-0.702675,-0.842414,0.295744,ULCER
-0.251029,0.030303,-0.201442,-0.954045,-0.981423,0.166667,-0.927751,-0.145922,-0.595961,-0.669307,-0.805114,0.464561,ULCER
-0.176955,0.272727,-0.073193,-0.974451,-0.984764,0.015152,-0.969586,0.017775,-0.486566,-0.646297,-0.859638,0.590185,ULCER
-0.226337,0.060606,-0.121547,-0.938967,-0.963977,0.075758,-0.950325,-0.113767,-0.554207,-0.654059,-0.761463,0.406109,ULCER
-0.028807,0.212121,-0.178643,-0.979309,-0.978907,0.075758,-0.96268,-0.473988,-0.769179,-0.807936,-0.848115,0.06172,ULCER
0.020576,-0.090909,-0.041784,-0.988519,-0.99345,0.136364,-0.946761,-0.056161,-0.639158,-0.60798,-0.900236,0.576986,ULCER
0.037037,0.090909,0.027817,-0.973701,-0.990883,0.075758,-0.963698,-0.156844,-0.694163,-0.700364,-0.918682,0.597057,ULCER
-0.160494,0.272727,-0.031039,-0.963159,-0.978858,0.015152,-0.972378,-0.175607,-0.665057,-0.764936,-0.913144,0.538392,ULCER
0.028807,0.30303,-0.102799,-0.978301,-0.975347,0.136364,-0.975975,-0.407099,-0.742032,-0.785287,-0.914366,0.41785,ULCER
-0.053498,-0.121212,-0.040933,-0.99183,-0.997216,0.151515,-0.966702,-0.052197,-0.663104,-0.64427,-0.906018,0.708755,ULCER
-0.004115,-0.242424,-0.053962,-0.980104,-0.994944,0.181818,-0.950378,0.017127,-0.659453,-0.604694,-0.914162,0.659444,ULCER
0.020576,0.272727,-0.067705,-0.910527,-0.947405,0.060606,-0.959639,-0.041788,-0.642341,-0.620779,-0.883012,0.6829,ULCER
-0.078189,0.121212,0.04688,-0.924474,-0.964732,0.030303,-0.92535,-0.234311,-0.6551,-0.714595,-0.76643,0.60301,ULCER
0.111111,-0.121212,-0.011085,-0.979974,-0.987138,0.151515,-0.933641,-0.010092,-0.622573,-0.525483,-0.858376,0.521381,ULCER
0.209877,0,0.05857,-0.966311,-0.988312,0.106061,-0.96217,0.059585,-0.606983,-0.567926,-0.904634,0.597977,ULCER
-0.078189,-0.363636,-0.018272,-0.953598,-0.985521,0.19697,-0.911836,0.053771,-0.643484,-0.562149,-0.854508,0.572737,ULCER
-0.012346,-0.242424,-0.023758,-0.97478,-0.990944,0.19697,-0.894481,-0.032554,-0.664458,-0.57755,-0.776,0.398025,ULCER
0.226337,-0.69697,0.099007,-0.961135,-0.996056,0.227273,-0.96419,-0.130595,-0.726999,-0.480674,-0.85182,0.537704,ULCER
0.358025,-0.606061,0.095242,-0.982698,-0.996474,0.212121,-0.967528,0.016158,-0.700785,-0.434323,-0.84844,0.496097,ULCER
0.316872,-0.454545,0.040195,-0.979938,-0.993935,0.19697,-0.955214,0.012899,-0.665638,-0.4482,-0.877067,0.480149,ULCER
0.127572,0.181818,0.056193,-0.947815,-0.977234,0.106061,-0.948068,-0.012206,-0.624769,-0.542792,-0.87837,0.470886,ULCER
-0.037037,-0.121212,-0.06844,-0.97306,-0.98766,0.19697,-0.954636,-0.053783,-0.643691,-0.591406,-0.860941,0.615062,ULCER
-0.160494,-0.121212,-0.000477,-0.951983,-0.981057,0.106061,-0.957397,-0.566096,-0.881333,-0.88855,-0.916321,0.723971,ULCER
0.226337,-0.727273,0.163351,-0.988481,-0.99922,0.227273,-0.957607,-0.074131,-0.724084,-0.453536,-0.888509,0.593329,ULCER
0.26749,-0.575758,0.15651,-0.96746,-0.991025,0.212121,-0.959053,-0.077162,-0.701866,-0.438073,-0.820303,0.276589,ULCER
0.44856,-1,0.3698,-0.993298,-0.999039,0.212121,-0.981198,-0.515446,-0.897774,-0.706946,-0.93611,0.493244,ULCER
0.341564,-0.69697,0.212456,-0.932887,-0.980231,0.212121,-0.979174,0.015453,-0.696694,-0.392523,-0.88802,0.613076,ULCER
0.102881,0.060606,0.054939,-0.929927,-0.96472,0.060606,-0.930853,-0.12989,-0.659978,-0.602151,-0.797296,0.380055,ULCER
0.004115,0.242424,0.042595,-0.978663,-0.987105,0,-0.970533,-0.554313,-0.841318,-0.857625,-0.904797,0.566248,ULCER
-0.061728,0.333333,0.040613,-0.973327,-0.978174,-0.015152,-0.945937,0.343359,-0.213998,-0.404564,-0.805155,0.760914,ULCER
-0.152263,-0.181818,-0.126586,-0.90196,-0.98205,0.136364,-0.928173,-0.192651,-0.629042,-0.692991,-0.797703,0.519598,ULCER
-0.045267,-0.181818,0.118754,-0.969865,-0.989183,0.136364,-0.943666,-0.455811,-0.836374,-0.800241,-0.88407,0.477513,ULCER
-0.004115,-0.242424,0.005618,-0.925172,-0.983924,0.181818,-0.855848,-0.077763,-0.667143,-0.557654,-0.76639,0.519188,ULCER
0.193416,-0.30303,0.034993,-0.972377,-0.994369,0.19697,-0.96069,0.094343,-0.587039,-0.426595,-0.891156,0.636393,ULCER
0.242798,-0.30303,0.03479,-0.976829,-0.991863,0.181818,-0.936618,0.061699,-0.623349,-0.482758,-0.875153,0.637602,ULCER
0.292181,-0.424242,0.098811,-0.958241,-0.987537,0.212121,-0.949698,-0.047617,-0.699944,-0.456254,-0.845427,0.504004,ULCER
0.168724,-0.151515,0.100293,-0.924939,-0.969632,0.121212,-0.961218,-0.150414,-0.732512,-0.667305,-0.856992,0.386082,ULCER
0.08642,0.272727,0.068884,-0.988646,-0.994765,0.015152,-0.979283,-0.271533,-0.72291,-0.743797,-0.921696,0.690238,ULCER
0.004115,0.212121,-0.073474,-0.971054,-0.990638,0.060606,-0.892365,-0.264121,-0.657318,-0.67376,-0.787401,0.735049,ULCER
0.020576,-0.030303,-0.024738,-0.976595,-0.988248,0.136364,-0.954437,0.238401,-0.52235,-0.475487,-0.88916,0.641379,ULCER
0.168724,-0.242424,0.003789,-0.9761,-0.987314,0.151515,-0.925734,0.084161,-0.577205,-0.483612,-0.866561,0.720904,ULCER
0.08642,-0.121212,0.030114,-0.976556,-0.983561,0.060606,-0.971968,0.165641,-0.53787,-0.455483,-0.900399,0.657547,ULCER
0.102881,0.060606,0.037453,-0.943045,-0.981584,0.136364,-0.928977,0.154366,-0.538306,-0.462633,-0.845631,0.701201,ULCER
0.111111,0.181818,0.055839,-0.937152,-0.969032,0.060606,-0.960257,-0.007185,-0.592199,-0.566369,-0.832967,0.500452,ULCER
0.061728,0.272727,0.096864,-0.984167,-0.992221,-0.030303,-0.966438,-0.043604,-0.571424,-0.642075,-0.881627,0.714278,ULCER
0.069959,0.272727,-0.073008,-0.936933,-0.980894,0.015152,-0.948179,-0.097575,-0.515728,-0.571156,-0.728032,0.575351,ULCER
-0.45679,-0.424242,-0.212113,-0.99532,-0.999479,0.30303,-0.998692,0.246065,-0.677931,-0.748122,-0.969297,0.188235,NON_ULCER
-0.473251,-0.363636,-0.248364,-0.989088,-0.996885,0.30303,-0.983943,0.051569,-0.663583,-0.75097,-0.927641,0.500128,NON_ULCER
0.078189,-0.454545,-0.329799,-0.992438,-0.999067,0.348485,-0.929052,-0.122667,-0.736369,-0.628926,-0.926786,0.004605,NON_ULCER
0.193416,-0.393939,-0.486459,-0.989095,-0.998482,0.363636,-0.987817,-0.513244,-0.900715,-0.819509,-0.963434,0.550433,NON_ULCER
0.44856,0.030303,-0.329432,-0.985713,-0.99461,0.257576,-0.974254,0.018713,-0.660013,-0.424286,-0.926419,-0.016184,NON_ULCER
0.769547,-0.272727,-0.27823,-0.993686,-0.999029,0.287879,-0.943991,0.255578,-0.582342,-0.007247,-0.883663,0.55098,NON_ULCER
0.786008,-0.272727,-0.237839,-0.992642,-0.99951,0.272727,-0.990569,0.094555,-0.677873,-0.259547,-0.954516,0.56226,NON_ULCER
-0.399177,-0.424242,-0.198096,-0.999546,-0.999941,0.30303,-0.999025,0.187047,-0.69528,-0.751903,-0.987051,0.072789,NON_ULCER
-0.481481,-0.424242,-0.223607,-0.998896,-0.999954,0.318182,-0.998688,0.353178,-0.669448,-0.766062,-0.98473,0.183542,NON_ULCER
-0.481481,-0.393939,-0.315564,-0.990708,-0.998417,0.378788,-0.971264,0.077907,-0.670948,-0.748743,-0.927885,0.414785,NON_ULCER
0.111111,-0.363636,-0.457694,-0.991865,-0.998874,0.363636,-0.974338,-0.018988,-0.731865,-0.616107,-0.950281,0.488854,NON_ULCER
0.423868,0.030303,-0.388568,-0.986613,-0.991268,0.272727,-0.959449,0.040734,-0.638007,-0.413642,-0.900969,0.57503,NON_ULCER
0.695473,-0.181818,-0.322012,-0.993877,-0.99831,0.272727,-0.975203,0.026288,-0.675897,-0.372769,-0.938269,0.535011,NON_ULCER
0.82716,-0.333333,-0.177266,-0.998473,-0.999807,0.257576,-0.986675,0.22466,-0.637746,-0.17677,-0.963678,0.651029,NON_ULCER
0.588477,-0.242424,-0.170117,-0.997324,-0.999498,0.257576,-0.984814,0.046196,-0.701268,-0.402924,-0.957081,0.557309,NON_ULCER
-0.465021,-0.424242,-0.198891,-0.994727,-0.998453,0.30303,-0.998076,0.161501,-0.687275,-0.769088,-0.966854,0.034789,NON_ULCER
-0.522634,-0.424242,-0.197536,-0.998706,-0.999871,0.287879,-0.998138,0.191891,-0.691443,-0.8124,-0.974061,-0.23614,NON_ULCER
-0.522634,-0.393939,-0.224325,-0.993673,-0.99959,0.30303,-0.997406,0.182466,-0.670136,-0.792894,-0.956633,0.117729,NON_ULCER
-0.506173,-0.393939,-0.291172,-0.996634,-0.999014,0.378788,-0.974965,0.092794,-0.676853,-0.752188,-0.954557,0.197496,NON_ULCER
-0.654321,-0.454545,-0.253036,-0.989055,-0.996117,0.378788,-0.993928,-0.714522,-0.955256,-0.980887,-0.974672,0.596065,NON_ULCER
0.09465,-0.272727,-0.451688,-0.997494,-0.999531,0.363636,-0.971579,0.07315,-0.716963,-0.623942,-0.95871,0.343161,NON_ULCER
0.613169,-0.242424,-0.470632,-0.984911,-0.99718,0.348485,-0.953117,-0.583537,-0.929199,-0.81665,-0.941974,0.466312,NON_ULCER
0.539095,-0.272727,-0.418436,-0.995067,-0.998628,0.318182,-0.96264,0.1312,-0.654422,-0.310748,-0.930206,0.747611,NON_ULCER
0.555556,-0.090909,-0.350607,-0.991309,-0.997143,0.287879,-0.975591,0.062668,-0.645135,-0.377624,-0.927152,0.62518,NON_ULCER
0.522634,-0.121212,-0.277617,-0.998456,-0.999634,0.257576,-0.989804,0.203871,-0.653499,-0.381998,-0.970641,0.583652,NON_ULCER
0.341564,-0.030303,-0.138962,-0.992734,-0.999549,0.212121,-0.995762,0.227126,-0.607182,-0.441245,-0.959606,0.647641,NON_ULCER
0.580247,-0.151515,-0.268236,-0.998214,-0.999614,0.272727,-0.9863,0.18872,-0.659016,-0.349199,-0.961642,0.529523,NON_ULCER
0.358025,-0.121212,-0.037374,-0.996564,-0.999823,0.181818,-0.996873,0.456857,-0.520387,-0.279618,-0.96608,0.47047,NON_ULCER
-0.308642,-0.515152,-0.190068,-0.999357,-0.999712,0.30303,-0.999001,0.245008,-0.691334,-0.686152,-0.987133,0.074213,NON_ULCER
-0.300412,-0.515152,-0.245882,-0.99825,-0.999925,0.333333,-0.997071,0.121862,-0.752888,-0.754719,-0.984486,0.287883,NON_ULCER
-0.489712,-0.484848,-0.242351,-0.996451,-0.999642,0.348485,-0.997412,0.231002,-0.670303,-0.770502,-0.972881,0.196278,NON_ULCER
-0.580247,-0.454545,-0.254078,-0.986672,-0.99864,0.348485,-0.962623,0.048751,-0.66315,-0.775765,-0.918357,0.388683,NON_ULCER
-0.382716,-0.424242,-0.32518,-0.991407,-0.995666,0.333333,-0.893227,-0.065851,-0.738218,-0.797356,-0.933627,0.287143,NON_ULCER
0.390947,0.090909,-0.209417,-0.997202,-0.999431,0.212121,-0.989367,0.163087,-0.620119,-0.472346,-0.955493,0.670959,NON_ULCER
0.407407,-0.090909,-0.129299,-0.995232,-0.999668,0.212121,-0.982052,-0.118703,-0.760335,-0.624799,-0.968931,0.63845,NON_ULCER
-0.308642,-0.484848,-0.197785,-0.999763,-0.999984,0.30303,-0.99873,0.223955,-0.70111,-0.70713,-0.984241,0.158641,NON_ULCER
-0.333333,-0.484848,-0.230089,-0.997443,-0.999366,0.333333,-0.996325,0.21083,-0.684324,-0.711004,-0.968809,-0.028075,NON_ULCER
-0.514403,-0.454545,-0.22172,-0.997742,-0.999107,0.333333,-0.998322,0.341903,-0.667117,-0.764546,-0.986318,0.095219,NON_ULCER
0.45679,0,-0.147843,-0.989185,-0.99857,0.212121,-0.9882,0.199995,-0.605022,-0.377491,-0.952765,0.598103,NON_ULCER
0.497942,0.060606,-0.227069,-0.982328,-0.997425,0.227273,-0.986427,0.060378,-0.631356,-0.404193,-0.938472,0.532494,NON_ULCER
-0.358025,-0.484848,-0.198786,-0.999833,-0.999995,0.30303,-0.9985,0.224396,-0.699945,-0.714478,-0.979559,0.240628,NON_ULCER
-0.382716,-0.454545,-0.227695,-0.99664,-0.999524,0.318182,-0.995933,0.350183,-0.642232,-0.706218,-0.965388,0.270889,NON_ULCER
-0.563786,-0.424242,-0.298667,-0.988678,-0.9971,0.348485,-0.951595,-0.014304,-0.657286,-0.743935,-0.897182,0.521824,NON_ULCER
0.366255,0.090909,-0.234491,-0.99817,-0.997934,0.212121,-0.988075,0.062932,-0.605811,-0.466929,-0.943074,0.506636,NON_ULCER
0.687243,-0.090909,-0.221331,-0.987358,-0.998628,0.257576,-0.97608,0.02391,-0.688237,-0.41362,-0.95081,0.588414,NON_ULCER
-0.349794,-0.484848,-0.193827,-0.999813,-0.999775,0.287879,-0.99883,0.289844,-0.693663,-0.721156,-0.985707,0.099927,NON_ULCER
-0.497942,-0.484848,-0.171591,-0.989564,-0.996296,0.272727,-0.99698,0.062404,-0.676999,-0.758914,-0.9355,0.216246,NON_ULCER
-0.530864,-0.515152,-0.201012,-0.971335,-0.998438,0.318182,-0.978279,0.02454,-0.68447,-0.781613,-0.921451,0.459436,NON_ULCER
0.390947,-0.060606,-0.380743,-0.994933,-0.997781,0.287879,-0.97556,-0.158166,-0.716107,-0.546161,-0.925116,0.295087,NON_ULCER
0.489712,0.030303,-0.292453,-0.986446,-0.995312,0.257576,-0.980161,0.043377,-0.623994,-0.358252,-0.930206,-0.116931,NON_ULCER
0.769547,-0.242424,-0.201249,-0.992717,-0.998553,0.272727,-0.971421,-0.143367,-0.782447,-0.493233,-0.956796,0.587652,NON_ULCER
-0.366255,-0.484848,-0.197597,-0.999846,-0.999909,0.30303,-0.998539,0.201581,-0.699822,-0.737248,-0.980577,0.050991,NON_ULCER
-0.423868,-0.424242,-0.18469,-0.986546,-0.9965,0.272727,-0.99708,0.131376,-0.667282,-0.752106,-0.94515,0.151505,NON_ULCER
-0.539095,-0.363636,-0.238991,-0.982817,-0.997463,0.333333,-0.972483,-0.040129,-0.662903,-0.760409,-0.900603,0.307109,NON_ULCER
0.102881,-0.30303,-0.355011,-0.98609,-0.998544,0.348485,-0.958963,-0.190758,-0.744193,-0.627486,-0.897467,0.503821,NON_ULCER
0.325103,0.030303,-0.256805,-0.997493,-0.99822,0.227273,-0.987146,-0.13262,-0.694287,-0.566059,-0.931509,0.499313,NON_ULCER
0.473251,0,-0.311587,-0.987719,-0.994504,0.257576,-0.977105,0.04417,-0.62592,-0.360365,-0.916768,-0.002765,NON_ULCER
0.736626,-0.424242,-0.207872,-0.991341,-0.999391,0.272727,-0.974533,-0.076157,-0.740594,-0.383769,-0.950077,0.597327,NON_ULCER
0.432099,-0.363636,0.769393,-0.995561,-0.996407,-0.136364,-0.956682,-0.501228,-0.806633,-0.674509,-0.905,0.487756,ULCER
0.135802,-0.272727,0.5074,-0.992522,-0.99549,-0.090909,-0.962965,-0.180796,-0.646318,-0.555669,-0.880935,0.636601,ULCER
0.325103,-0.30303,0.435002,-0.991957,-0.993916,-0.045455,-0.940332,-0.587445,-0.847218,-0.759162,-0.877677,0.597935,ULCER
0.09465,-0.272727,0.49137,-0.994113,-0.993279,-0.090909,-0.836604,0.075606,-0.486656,-0.370472,-0.851006,0.672845,ULCER
-0.004115,-0.212121,0.331289,-0.980852,-0.990828,0,-0.909163,0.151019,-0.561253,-0.492912,-0.896816,0.694556,ULCER
0.218107,-0.242424,0.620816,-0.994485,-0.994968,-0.19697,-0.985366,0.040382,-0.573713,-0.496992,-0.918519,0.614059,ULCER
-0.300412,-0.181818,0.236616,-0.987588,-0.965327,-0.060606,-0.935242,-0.155875,-0.68823,-0.758711,-0.90443,0.662321,ULCER
-0.283951,-0.060606,0.219673,-0.971556,-0.956644,-0.19697,-0.960783,-0.280694,-0.723095,-0.788864,-0.89592,0.419374,ULCER
0.004115,-0.242424,0.246373,-0.990541,-0.996982,0.015152,-0.947764,0.059321,-0.570412,-0.521497,-0.875763,0.705662,ULCER
-0.09465,-0.060606,0.169201,-0.950222,-0.973893,-0.090909,-0.91035,-0.647055,-0.88236,-0.899825,-0.89368,0.477954,ULCER
0.440329,-0.363636,0.719468,-0.998431,-0.994316,-0.045455,-0.9844,-0.404617,-0.793129,-0.643912,-0.929473,0.043261,ULCER
0.292181,-0.393939,0.530387,-0.991686,-0.997047,-0.015152,-0.976455,-0.719141,-0.905218,-0.837476,-0.90891,0.584142,ULCER
0.193416,-0.424242,0.432982,-0.99641,-0.99046,0.030303,-0.9501,-0.031431,-0.573197,-0.418359,-0.836917,0.718565,ULCER
0.382716,-0.454545,0.458771,-0.997803,-0.997643,0.045455,-0.946216,-0.520643,-0.87085,-0.780963,-0.948286,0.544334,ULCER
0.078189,-0.272727,0.588088,-0.997601,-0.99851,-0.181818,-0.984242,-0.235418,-0.752863,-0.708711,-0.949629,0.569355,ULCER
0.218107,-0.333333,0.436242,-0.986277,-0.989156,-0.075758,-0.937256,0.173393,-0.551363,-0.435394,-0.90724,0.472904,ULCER
0.316872,-0.424242,0.366777,-0.996779,-0.991724,-0.030303,-0.947336,-0.735471,-0.910213,-0.836678,-0.911068,0.600756,ULCER
0.234568,-0.242424,0.369744,-0.962786,-0.987462,-0.015152,-0.911857,-0.136715,-0.606044,-0.521297,-0.796604,0.534156,ULCER
0.382716,-0.393939,0.559548,-0.998804,-0.997454,-0.030303,-0.98937,-0.699107,-0.919342,-0.857239,-0.956389,0.542419,ULCER
0.234568,-0.363636,0.388959,-0.967712,-0.991696,-0.015152,-0.914785,-0.096237,-0.570439,-0.448097,-0.811996,0.705216,ULCER
0.572016,-0.333333,0.573548,-0.995686,-0.995735,0,-0.933992,-0.174026,-0.654957,-0.41403,-0.87898,0.647835,ULCER
0.26749,-0.272727,0.620928,-0.998281,-0.994155,-0.136364,-0.958304,-0.086794,-0.595066,-0.502797,-0.87104,0.476096,ULCER
0.045267,-0.242424,0.426694,-0.994899,-0.98394,-0.151515,-0.922525,0.077512,-0.442157,-0.341091,-0.738415,0.65549,ULCER
0.004115,-0.272727,0.423559,-0.993301,-0.997711,-0.151515,-0.970042,-0.249247,-0.746138,-0.738758,-0.929269,0.676433,ULCER
0.209877,-0.363636,0.373603,-0.996871,-0.978538,-0.030303,-0.911717,-0.109642,-0.597091,-0.46781,-0.809838,0.460851,ULCER
0.390947,-0.333333,0.743981,-0.99767,-0.996486,-0.136364,-0.968386,-0.424418,-0.82426,-0.718158,-0.938676,0.587023,ULCER
0.588477,-0.424242,0.534658,-0.997261,-0.998632,0.045455,-0.961073,-0.055477,-0.612066,-0.306589,-0.898811,0.496935,ULCER
0.300412,-0.272727,0.576149,-0.99699,-0.992614,-0.090909,-0.965178,-0.31325,-0.718884,-0.634043,-0.89026,0.359047,ULCER
0.045267,-0.30303,0.374374,-0.992396,-0.993603,0.015152,-0.93573,0.120189,-0.55557,-0.455824,-0.894495,0.5496,ULCER
