@relation ulcer_classification

@attribute color_bgr_b_mean real
@attribute color_bgr_g_mean real
@attribute color_bgr_r_mean real
@attribute color_bgr_b_variance real
@attribute color_bgr_g_variance real
@attribute color_bgr_r_variance real
@attribute color_bgr_b_centroid real
@attribute color_bgr_g_centroid real
@attribute color_bgr_r_centroid real
@attribute color_bgr_b_asymetry real
@attribute color_bgr_g_asymetry real
@attribute color_bgr_r_asymetry real
@attribute color_bgr_b_intensity_1 real
@attribute color_bgr_g_intensity_1 real
@attribute color_bgr_r_intensity_1 real
@attribute color_bgr_b_intensity_2 real
@attribute color_bgr_g_intensity_2 real
@attribute color_bgr_r_intensity_2 real
@attribute color_bgr_b_frequency_1 real
@attribute color_bgr_g_frequency_1 real
@attribute color_bgr_r_frequency_1 real
@attribute color_bgr_b_frequency_2 real
@attribute color_bgr_g_frequency_2 real
@attribute color_bgr_r_frequency_2 real
@attribute color_lab_l_mean real
@attribute color_lab_a_mean real
@attribute color_lab_b_mean real
@attribute color_lab_l_variance real
@attribute color_lab_a_variance real
@attribute color_lab_b_variance real
@attribute color_lab_l_centroid real
@attribute color_lab_a_centroid real
@attribute color_lab_b_centroid real
@attribute color_lab_l_asymetry real
@attribute color_lab_a_asymetry real
@attribute color_lab_b_asymetry real
@attribute color_lab_l_intensity_1 real
@attribute color_lab_a_intensity_1 real
@attribute color_lab_b_intensity_1 real
@attribute color_lab_l_intensity_2 real
@attribute color_lab_a_intensity_2 real
@attribute color_lab_b_intensity_2 real
@attribute color_lab_l_frequency_1 real
@attribute color_lab_a_frequency_1 real
@attribute color_lab_b_frequency_1 real
@attribute color_lab_l_frequency_2 real
@attribute color_lab_a_frequency_2 real
@attribute color_lab_b_frequency_2 real
@attribute color_luv_l_mean real
@attribute color_luv_u_mean real
@attribute color_luv_v_mean real
@attribute color_luv_l_variance real
@attribute color_luv_u_variance real
@attribute color_luv_v_variance real
@attribute color_luv_l_centroid real
@attribute color_luv_u_centroid real
@attribute color_luv_v_centroid real
@attribute color_luv_l_asymetry real
@attribute color_luv_u_asymetry real
@attribute color_luv_v_asymetry real
@attribute color_luv_l_intensity_1 real
@attribute color_luv_u_intensity_1 real
@attribute color_luv_v_intensity_1 real
@attribute color_luv_l_intensity_2 real
@attribute color_luv_u_intensity_2 real
@attribute color_luv_v_intensity_2 real
@attribute color_luv_l_frequency_1 real
@attribute color_luv_u_frequency_1 real
@attribute color_luv_v_frequency_1 real
@attribute color_luv_l_frequency_2 real
@attribute color_luv_u_frequency_2 real
@attribute color_luv_v_frequency_2 real
@attribute color_norm_b_mean real
@attribute color_norm_g_mean real
@attribute color_norm_r_mean real
@attribute color_norm_b_variance real
@attribute color_norm_g_variance real
@attribute color_norm_r_variance real
@attribute color_norm_b_centroid real
@attribute color_norm_g_centroid real
@attribute color_norm_r_centroid real
@attribute color_norm_b_asymetry real
@attribute color_norm_g_asymetry real
@attribute color_norm_r_asymetry real
@attribute color_norm_b_intensity_1 real
@attribute color_norm_g_intensity_1 real
@attribute color_norm_r_intensity_1 real
@attribute color_norm_b_intensity_2 real
@attribute color_norm_g_intensity_2 real
@attribute color_norm_r_intensity_2 real
@attribute color_norm_b_frequency_1 real
@attribute color_norm_g_frequency_1 real
@attribute color_norm_r_frequency_1 real
@attribute color_norm_b_frequency_2 real
@attribute color_norm_g_frequency_2 real
@attribute color_norm_r_frequency_2 real
@attribute haralick_bgr_b_contrast real
@attribute haralick_bgr_b_energy real
@attribute haralick_bgr_b_entropy real
@attribute haralick_bgr_b_homogeneity real
@attribute haralick_bgr_b_correlation real
@attribute haralick_bgr_g_contrast real
@attribute haralick_bgr_g_energy real
@attribute haralick_bgr_g_entropy real
@attribute haralick_bgr_g_homogeneity real
@attribute haralick_bgr_g_correlation real
@attribute haralick_bgr_r_contrast real
@attribute haralick_bgr_r_energy real
@attribute haralick_bgr_r_entropy real
@attribute haralick_bgr_r_homogeneity real
@attribute haralick_bgr_r_correlation real
@attribute haralick_lab_a_contrast real
@attribute haralick_lab_a_energy real
@attribute haralick_lab_a_entropy real
@attribute haralick_lab_a_homogeneity real
@attribute haralick_lab_a_correlation real
@attribute haralick_lab_b_contrast real
@attribute haralick_lab_b_energy real
@attribute haralick_lab_b_entropy real
@attribute haralick_lab_b_homogeneity real
@attribute haralick_lab_b_correlation real
@attribute haralick_luv_u_contrast real
@attribute haralick_luv_u_energy real
@attribute haralick_luv_u_entropy real
@attribute haralick_luv_u_homogeneity real
@attribute haralick_luv_u_correlation real
@attribute haralick_luv_v_contrast real
@attribute haralick_luv_v_energy real
@attribute haralick_luv_v_entropy real
@attribute haralick_luv_v_homogeneity real
@attribute haralick_luv_v_correlation real
@attribute haralick_bgr_bg_contrast real
@attribute haralick_bgr_bg_energy real
@attribute haralick_bgr_bg_entropy real
@attribute haralick_bgr_bg_homogeneity real
@attribute haralick_bgr_bg_correlation real
@attribute haralick_bgr_br_contrast real
@attribute haralick_bgr_br_energy real
@attribute haralick_bgr_br_entropy real
@attribute haralick_bgr_br_homogeneity real
@attribute haralick_bgr_br_correlation real
@attribute haralick_bgr_gr_contrast real
@attribute haralick_bgr_gr_energy real
@attribute haralick_bgr_gr_entropy real
@attribute haralick_bgr_gr_homogeneity real
@attribute haralick_bgr_gr_correlation real
@attribute haralick_lab_ab_contrast real
@attribute haralick_lab_ab_energy real
@attribute haralick_lab_ab_entropy real
@attribute haralick_lab_ab_homogeneity real
@attribute haralick_lab_ab_correlation real
@attribute haralick_luv_uv_contrast real
@attribute haralick_luv_uv_energy real
@attribute haralick_luv_uv_entropy real
@attribute haralick_luv_uv_homogeneity real
@attribute haralick_luv_uv_correlation real
@attribute lbph_bgr_b_mean real
@attribute lbph_bgr_b_variance real
@attribute lbph_bgr_b_entropy real
@attribute lbph_bgr_b_energy real
@attribute lbph_bgr_g_mean real
@attribute lbph_bgr_g_variance real
@attribute lbph_bgr_g_entropy real
@attribute lbph_bgr_g_energy real
@attribute lbph_bgr_r_mean real
@attribute lbph_bgr_r_variance real
@attribute lbph_bgr_r_entropy real
@attribute lbph_bgr_r_energy real
@attribute wavelet_bgr_b_3_lh_entropy real
@attribute wavelet_bgr_b_3_hh_entropy real
@attribute wavelet_bgr_b_3_hl_entropy real
@attribute wavelet_bgr_b_3_lh_energy real
@attribute wavelet_bgr_b_3_hh_energy real
@attribute wavelet_bgr_b_3_hl_energy real
@attribute wavelet_bgr_g_3_lh_entropy real
@attribute wavelet_bgr_g_3_hh_entropy real
@attribute wavelet_bgr_g_3_hl_entropy real
@attribute wavelet_bgr_g_3_lh_energy real
@attribute wavelet_bgr_g_3_hh_energy real
@attribute wavelet_bgr_g_3_hl_energy real
@attribute wavelet_bgr_r_3_lh_entropy real
@attribute wavelet_bgr_r_3_hh_entropy real
@attribute wavelet_bgr_r_3_hl_entropy real
@attribute wavelet_bgr_r_3_lh_energy real
@attribute wavelet_bgr_r_3_hh_energy real
@attribute wavelet_bgr_r_3_hl_energy real
@attribute classification {ULCER,NON_ULCER}

@data
-0.086329,-0.329629,0.112535,-0.927749,-0.939137,-0.961057,-0.155844,-0.370166,0.090909,-0.161723,-0.676128,-0.416901,-0.119497,-0.311475,0.153439,-0.07483,-0.367232,0.102703,-0.346154,-0.137255,0.508197,-0.166667,-0.245902,0.032258,-0.121488,0.213384,-0.484924,-0.930705,-0.893878,-0.931855,-0.147368,0.25,-0.454545,-0.585915,-0.144734,0.246598,-0.054348,0.179487,-0.454545,-0.113514,0.179487,-0.5,0.058824,-0.006623,-0.111111,-0.074627,0.012987,-0.042945,-0.121932,-0.073593,-0.44106,-0.935588,-0.879756,-0.936179,-0.153439,0.0,-0.444444,-0.509655,-0.230572,-0.259271,-0.109948,-0.090909,-0.302326,-0.167568,-0.090909,-0.473684,-0.018182,-0.25,-0.195122,0.050847,-0.118421,-0.209877,0.209616,0.061813,-0.480771,-0.947524,-0.933194,-0.931957,0.195122,0.125,-0.480769,0.081746,0.183559,-0.138088,0.119048,0.125,-0.398058,0.315068,-0.05,-0.505155,-0.321429,-0.2,-0.444444,-0.405063,-0.206522,-0.405405,-0.932527,-0.211675,-0.027744,0.094882,-0.377784,-0.941316,-0.047766,-0.091287,0.180216,-0.495898,-0.958384,0.063285,-0.15787,0.236218,-0.33925,-0.901657,-0.385458,0.027746,0.171844,-0.398555,-0.890263,-0.535877,0.157428,0.054288,-0.432007,-0.937685,-0.369165,0.011669,0.201545,-0.4379,-0.793266,-0.451804,0.126845,-0.072619,-0.412373,-0.936832,-0.084573,-0.064865,0.137676,-0.40031,-0.944372,-0.007809,-0.1224,0.188684,-0.294204,-0.949308,0.04231,-0.108221,0.232591,-0.334549,-0.895142,-0.424458,0.081013,0.140202,-0.414486,-0.870688,-0.415007,0.096362,0.073474,-0.424369,-0.283598,0.529544,0.334248,-0.119447,-0.328446,0.492169,0.540403,-0.139587,-0.2864,0.192676,0.729482,-0.146828,0.224872,0.224872,0.224872,-0.761695,-0.761695,-0.709029,0.224872,0.224872,0.224872,-0.812809,-0.812809,-0.809537,0.220096,0.220096,0.224872,-0.723356,-0.723356,-0.83147,NON_ULCER
-0.1831,-0.367528,0.086403,-0.905846,-0.911913,-0.907285,-0.142857,-0.325967,0.122995,0.260747,-0.81431,-0.364865,-0.119497,-0.398907,0.079365,-0.170068,-0.344633,0.113514,0.423077,-0.372549,-0.639344,-0.166667,0.344262,0.258065,-0.158627,0.213188,-0.32984,-0.864163,-0.973833,-0.980042,-0.105263,0.2,-0.393939,-0.602392,-0.164973,0.631256,-0.054348,0.179487,-0.272727,-0.145946,0.179487,-0.3125,0.254902,0.496689,0.372549,0.074627,0.506494,0.411043,-0.159458,-0.029432,-0.27916,-0.862748,-1.0,-0.986247,-0.111111,0.0,-0.333333,-0.588994,-0.574068,0.278897,-0.089005,-0.045455,-0.162791,-0.189189,-0.045455,-0.315789,0.018182,0.132353,0.731707,0.118644,0.223684,0.728395,0.120614,0.066169,-0.411148,-0.974288,-0.968951,-0.970725,0.121951,0.125,-0.403846,0.102801,-0.078381,-0.092215,0.02381,0.125,-0.339806,0.205479,-0.05,-0.443299,0.107143,0.372973,-0.291667,0.050633,0.369565,-0.256757,-0.948753,0.47176,-0.537171,0.796198,-0.204707,-0.944773,0.235686,-0.449759,0.744597,-0.305858,-0.948525,0.476227,-0.425686,0.884478,-0.062772,-0.871114,0.087586,-0.525543,0.601845,-0.130385,-0.933761,0.078736,-0.556278,0.680599,-0.158842,-0.965823,0.845576,-0.870588,0.870901,-0.178597,-0.902132,0.536489,-0.648211,0.629048,-0.127319,-0.946804,0.575405,-0.664932,0.770321,-0.205423,-0.948648,0.553496,-0.52245,0.877689,-0.032152,-0.94653,0.407752,-0.427502,0.850716,-0.065441,-0.908037,0.250641,-0.643255,0.684077,-0.143925,-0.935713,0.877278,-0.837416,0.76841,-0.151555,-0.583024,0.309132,0.388757,-0.146513,-0.736038,0.170606,0.579701,-0.236992,-0.802042,0.061026,0.333518,-0.267438,0.464567,0.464567,0.464567,-0.845867,-0.845867,-0.789966,0.464567,0.464567,0.464567,-0.910293,-0.910293,-0.854435,0.464567,0.464567,0.464567,-0.814307,-0.814307,-0.871902,NON_ULCER
-0.127879,-0.362408,0.058448,-0.889413,-0.942587,-0.949311,-0.090909,-0.325967,0.090909,0.094118,-0.659894,0.183371,-0.283019,-0.398907,0.015873,-0.115646,-0.389831,0.059459,-0.846154,-0.764706,-0.737705,0.583333,0.409836,0.516129,-0.162279,0.174146,-0.494777,-0.903674,-1.0,-0.93028,-0.189474,0.2,-0.454545,-0.553076,-0.094666,0.148168,-0.043478,0.179487,-0.454545,-0.178378,0.179487,-0.5,-0.137255,-0.245033,-0.019608,0.253731,-0.220779,0.042945,-0.162768,-0.117946,-0.446504,-0.91015,-0.997341,-0.918283,-0.185185,-0.090909,-0.444444,-0.417844,1.0,-0.347313,-0.21466,-0.090909,-0.348837,-0.189189,-0.090909,-0.526316,-0.781818,0.985294,0.341463,0.694915,0.986842,0.333333,0.213291,0.06207,-0.48287,-0.938844,-0.986795,-0.960391,0.219512,0.125,-0.461538,0.09901,-0.497467,-0.164921,0.142857,0.125,-0.398058,0.342466,-0.05,-0.505155,0.071429,0.816216,0.041667,0.012658,0.815217,0.067568,-0.93664,0.332851,-0.515831,0.759608,-0.039285,-0.94723,0.299496,-0.579451,0.718745,-0.199778,-0.947371,0.584143,-0.644344,0.805767,0.041806,-0.910755,1.0,-1.0,0.958061,-0.020842,-0.90293,0.133291,-0.502907,0.820816,-0.070816,-0.956058,0.760037,-1.0,1.0,-0.087163,-0.806958,0.242644,-0.486495,0.675141,-0.037981,-0.941827,0.313659,-0.590168,0.739115,-0.05979,-0.941556,0.550611,-0.627796,0.819109,0.116633,-0.947296,0.497977,-0.604494,0.797765,0.053328,-0.906335,0.88178,-0.885298,0.936205,-0.044739,-0.88953,0.685992,-0.821899,0.8557,-0.061247,-0.454869,0.154136,0.271902,-0.021576,-0.469263,0.361836,0.566346,0.015131,-0.317221,0.289989,0.577421,0.117548,0.54902,0.54902,0.54902,-0.71679,-0.71679,-0.254574,0.54902,0.54902,0.54902,-0.796476,-0.796476,-0.487376,0.54902,0.54902,0.54902,-0.721746,-0.721746,-0.642049,NON_ULCER
-0.113252,-0.313386,0.176579,-0.994517,-1.0,-1.0,-0.155844,-0.325967,0.15508,1.0,1.0,1.0,-0.119497,-0.289617,0.206349,-0.142857,-0.299435,0.167568,0.961538,0.921569,1.0,0.958333,1.0,1.0,-0.090915,0.274028,-0.315409,-1.0,-0.979486,-0.950397,-0.063158,0.3,-0.333333,1.0,-1.0,0.482628,-0.032609,0.230769,-0.272727,-0.07027,0.230769,-0.3125,0.843137,0.880795,0.398693,1.0,0.883117,0.435583,-0.092717,0.050159,-0.270493,-1.0,-0.986459,-0.949015,-0.111111,0.090909,-0.277778,1.0,-0.746899,-0.127281,-0.068063,0.045455,-0.116279,-0.081081,0.045455,-0.263158,1.0,1.0,0.085366,1.0,1.0,0.074074,0.122552,0.065676,-0.414051,-0.970407,-0.984816,-0.984302,0.121951,0.125,-0.403846,-0.056135,0.031997,-0.298061,0.02381,0.125,-0.339806,0.205479,-0.05,-0.443299,0.166667,0.448649,-0.055556,0.113924,0.445652,-0.027027,-0.958544,0.667344,-0.878029,0.727768,-0.069067,-0.948648,0.759305,-1.0,0.719758,-0.183425,-0.962715,1.0,-1.0,0.889895,0.097606,-0.864616,0.21295,-0.661024,0.707996,-0.051786,-0.927045,-0.073808,-0.453812,0.762531,-0.089742,-0.937942,0.50974,-0.78238,0.833648,-0.097524,-0.864422,0.136213,-0.488031,0.621994,-0.056239,-0.953696,0.799891,-0.960764,0.723751,-0.066877,-0.960455,0.951486,-1.0,0.845084,0.137445,-0.955235,0.959254,-1.0,0.840577,0.096789,-0.90141,0.232776,-0.662683,0.780251,-0.069893,-0.900152,0.461562,-0.698272,0.746494,-0.07573,-0.017916,0.706212,0.520957,0.313595,-0.221348,0.749507,0.754635,0.195172,-0.307293,0.564692,0.769016,0.137837,0.517029,0.517029,0.517029,-0.742163,-0.742163,-0.85567,0.517029,0.517029,0.517029,-0.747271,-0.747271,-0.932882,0.517029,0.517029,0.517029,-0.650323,-0.650323,-0.95232,NON_ULCER
-0.0195,-0.210609,0.29011,-0.970585,-0.955399,-0.934133,-0.051948,-0.237569,0.262032,-0.577116,-0.914061,-1.0,-0.031447,-0.191257,0.322751,0.034014,-0.186441,0.448649,0.653846,1.0,0.213115,-0.291667,-0.344262,-0.967742,0.012268,0.26726,-0.244372,-0.936268,-0.953438,-0.962892,-0.010526,0.3,-0.272727,-0.772765,0.004676,0.462143,0.054348,0.282051,-0.151515,-0.027027,0.282051,-0.1875,1.0,0.350993,0.424837,0.641791,0.363636,0.460123,0.011842,0.086886,-0.19361,-0.935638,-0.945316,-0.967187,-0.015873,0.136364,-0.222222,-1.0,0.240205,0.296536,0.026178,0.090909,-0.116279,0.102703,0.090909,-0.263158,0.745455,-0.102941,0.158537,-0.898305,0.013158,0.148148,0.113661,0.136528,-0.441801,-0.98021,-0.97719,-0.980534,0.073171,0.166667,-0.384615,-0.010443,-0.381032,-0.173064,0.02381,0.208333,-0.359223,0.205479,0.05,-0.463918,0.166667,0.156757,-0.111111,0.113924,0.152174,-0.081081,-0.946271,0.460569,-0.534836,0.435032,-0.136351,-0.926668,0.215485,-0.432811,0.38046,-0.218654,-0.930812,0.162219,-0.251623,0.461454,0.010957,-0.879996,-0.102626,-0.350376,0.497607,-0.199321,-0.942308,-0.118017,-0.311059,0.561365,-0.222424,-0.934087,0.148052,-0.459549,0.572361,-0.231044,-0.892929,0.21937,-0.396869,0.46345,-0.192619,-0.936669,0.466264,-0.615419,0.407665,-0.121759,-0.939189,0.376918,-0.42881,0.477899,0.048906,-0.928608,0.238649,-0.330916,0.449506,0.024609,-0.916723,0.010754,-0.402984,0.569316,-0.210276,-0.909112,0.260718,-0.463141,0.535645,-0.210731,-0.731721,0.192917,0.349498,-0.292829,-0.84955,0.137368,0.43397,-0.346961,-0.829383,0.012552,0.354508,-0.333513,0.403789,0.403789,0.403789,-0.66247,-0.66247,-0.904791,0.403789,0.403789,0.403789,-0.685339,-0.685339,-0.904595,0.403789,0.403789,0.403789,-0.578371,-0.578371,-0.843069,NON_ULCER
0.395848,0.032105,0.372557,-0.695332,-0.747281,-0.749105,0.311688,-0.027624,0.315508,-0.014741,-0.763079,-0.329677,0.446541,0.060109,0.417989,0.37415,0.00565,0.308108,-0.384615,-0.019608,-0.377049,0.25,-0.147541,-0.258065,0.208574,0.031976,-0.761817,-0.648266,-0.963284,-0.950576,0.157895,0.05,-0.757576,-0.62534,0.583675,0.354953,0.26087,0.025641,-0.69697,0.167568,0.025641,-0.75,-0.137255,0.97351,0.150327,-0.223881,0.974026,0.202454,0.206223,-0.291447,-0.717506,-0.653905,-0.96246,-0.917856,0.153439,-0.227273,-0.722222,-0.570843,0.139232,-0.145755,0.21466,-0.272727,-0.534884,0.113514,-0.272727,-0.736842,0.018182,-0.014706,0.036585,-0.254237,0.092105,0.024691,0.383687,0.285525,-0.730503,-0.979741,-0.986688,-0.978997,0.317073,0.291667,-0.634615,0.017056,-0.497968,0.035999,0.261905,0.333333,-0.592233,0.479452,0.2,-0.71134,-0.035714,1.0,0.597222,-0.101266,1.0,0.608108,-0.601262,-0.098732,0.074672,0.230876,0.43003,-0.657752,-0.228491,0.114294,0.277705,0.206812,-0.663482,-0.207422,0.193661,0.218383,0.279297,-0.84967,0.306401,-0.654419,0.704792,-0.082348,-0.836081,0.114008,-0.425067,0.578684,-0.145108,-0.901066,0.827224,-0.779099,0.799202,-0.158606,-0.5789,0.291326,-0.345231,0.370631,-0.118235,-0.628932,-0.188656,0.068632,0.254357,0.410593,-0.629766,-0.09374,0.07307,0.249919,0.501317,-0.660435,-0.193509,0.173587,0.274113,0.405619,-0.841863,0.404933,-0.642516,0.682296,-0.1124,-0.756154,0.755033,-0.61733,0.597981,-0.137333,-0.174595,0.782445,0.462162,0.218345,-0.300366,0.611294,0.714825,0.130059,-0.231091,0.485084,0.808987,0.174089,0.519727,0.519727,0.519727,-0.825062,-0.825062,-0.534311,0.519727,0.519727,0.519727,-0.83275,-0.83275,-0.566922,0.519727,0.519727,0.51599,-0.640705,-0.640705,-0.741793,NON_ULCER
0.08695,-0.144943,0.371335,-0.791366,-0.81045,-0.85385,0.12987,-0.104972,0.390374,0.3596,-0.656368,-0.306213,0.144654,-0.114754,0.407407,0.183673,-0.118644,0.448649,-0.269231,-0.019608,-0.147541,-0.375,-0.311475,-0.645161,0.082681,0.303413,-0.316768,-0.765294,-0.934237,-0.924617,0.115789,0.3,-0.393939,-0.59453,-0.228446,0.237672,0.163043,0.282051,-0.272727,0.145946,0.282051,-0.3125,0.019608,0.324503,0.006536,-0.522388,0.337662,0.067485,0.082332,0.113127,-0.269541,-0.760793,-0.907026,-0.93197,0.121693,0.136364,-0.333333,-0.443745,-0.176175,-0.333979,0.183246,0.136364,-0.162791,0.07027,0.136364,-0.315789,-0.454545,0.161765,-0.012195,-0.118644,0.25,-0.024691,0.153756,0.137368,-0.474266,-0.946951,-0.949426,-0.933396,0.146341,0.208333,-0.461538,0.080633,0.384069,-0.143894,0.071429,0.208333,-0.378641,0.260274,0.05,-0.484536,0.190476,0.145946,-0.152778,0.139241,0.141304,-0.121622,-0.893386,-0.060273,-0.067443,0.454811,0.069101,-0.889023,-0.123347,-0.044588,0.469691,-0.047267,-0.904093,-0.049929,-0.041778,0.562103,0.205996,-0.842088,-0.120881,-0.385115,0.568781,-0.096672,-0.882326,-0.27012,-0.224022,0.547877,-0.136627,-0.892329,-0.177924,-0.338643,0.560959,-0.132856,-0.793266,-0.1722,-0.263429,0.394197,-0.104508,-0.891249,0.013788,-0.221612,0.462272,0.080512,-0.898291,-0.004665,-0.080824,0.53886,0.275266,-0.896079,-0.056525,-0.025628,0.546309,0.233058,-0.865861,-0.096847,-0.373351,0.597941,-0.115733,-0.838082,-0.149422,-0.320101,0.493793,-0.117843,-0.140377,0.624216,0.56052,0.189061,-0.267289,0.693679,0.595612,0.128005,-0.357582,0.443708,0.777998,0.058461,0.481382,0.481382,0.481382,-0.581557,-0.581557,-0.694829,0.481382,0.481382,0.481382,-0.573808,-0.573808,-0.707012,0.481382,0.481382,0.481382,-0.459358,-0.459358,-0.79582,NON_ULCER
0.476171,0.134046,0.530186,-0.85951,-0.846955,-0.787623,0.493506,0.149171,0.550802,0.333545,-0.728489,-0.221808,0.484277,0.234973,0.640212,0.537415,0.118644,0.513514,0.230769,-0.45098,-0.47541,0.083333,-0.016393,-0.096774,0.319046,0.098341,-0.622745,-0.772155,-0.989582,-0.984846,0.336842,0.15,-0.636364,-0.602857,1.0,0.410902,0.336957,0.076923,-0.575758,0.32973,0.076923,-0.625,-0.686275,0.682119,0.254902,-0.223881,0.688312,0.300613,0.320152,-0.158627,-0.563419,-0.784909,-0.977705,-0.972743,0.354497,-0.090909,-0.611111,-0.483614,0.201441,0.649949,0.235602,-0.181818,-0.395349,0.286486,-0.181818,-0.578947,-0.636364,0.441176,0.268293,0.084746,0.5,0.259259,0.325882,0.305139,-0.692933,-0.994747,-0.997901,-0.997615,0.268293,0.333333,-0.615385,0.033657,0.674149,-0.166517,0.214286,0.375,-0.572816,0.424658,0.25,-0.690722,0.357143,0.124324,0.611111,0.316456,0.119565,0.621622,-0.880224,0.064561,-0.228686,0.472374,0.5751,-0.887295,-0.113445,-0.113168,0.474557,0.381914,-0.878777,-0.088667,-0.008653,0.576139,0.490313,-0.927434,0.686574,-0.938237,1.0,-0.02102,-0.931777,0.331449,-0.766525,0.890258,-0.077187,-0.940383,0.754698,-0.906696,0.967382,-0.084656,-0.804938,0.466028,-0.683141,0.63828,-0.044008,-0.883688,0.021874,-0.263103,0.473469,0.58257,-0.879562,0.036571,-0.144825,0.555007,0.707877,-0.883307,-0.070505,-0.044116,0.555884,0.626046,-0.930154,0.776338,-1.0,0.99363,-0.047903,-0.87743,0.782122,-0.877409,0.820437,-0.063228,-0.622544,0.278986,0.557174,-0.106073,-0.698401,0.378338,0.51578,-0.115955,-0.753923,0.159125,0.487899,-0.154637,0.556887,0.556887,0.556887,-0.633132,-0.633132,-0.618637,0.556887,0.556887,0.556887,-0.699149,-0.699149,-0.631017,0.556887,0.556887,0.556887,-0.531136,-0.531136,-0.707205,NON_ULCER
0.239672,0.004493,0.510771,-0.931739,-0.903529,-0.878649,0.181818,-0.038674,0.454545,-0.229596,-0.790446,-0.666148,0.220126,0.027322,0.492063,0.265306,-0.016949,0.491892,0.230769,0.098039,0.147541,-0.041667,-0.04918,-0.16129,0.223204,0.258385,-0.290077,-0.874209,-0.929597,-0.986438,0.178947,0.3,-0.333333,-0.655805,-0.082897,0.16932,0.282609,0.282051,-0.212121,0.32973,0.282051,-0.25,0.254902,0.033113,-0.411765,-0.910448,0.051948,-0.325153,0.222264,0.101611,-0.224393,-0.870385,-0.964966,-0.97578,0.174603,0.136364,-0.277778,-0.626312,-0.099215,-0.60268,0.204188,0.136364,-0.116279,0.178378,0.136364,-0.263158,0.163636,0.397059,0.02439,0.220339,0.460526,0.012346,0.170133,0.230353,-0.533058,-0.995917,-0.967321,-0.992694,0.146341,0.291667,-0.5,0.071143,-0.00415,0.033575,0.071429,0.291667,-0.436893,0.260274,0.15,-0.546392,-0.095238,0.308108,0.333333,-0.164557,0.304348,0.351351,-0.824355,0.202598,-0.262617,0.294497,0.15864,-0.804871,-0.115174,-0.022388,0.237136,0.062001,-0.7949,-0.082625,0.053728,0.297661,0.270698,-0.845771,-0.06867,-0.349242,0.545043,-0.138599,-0.938492,0.571205,-0.662531,0.669775,-0.168363,-0.916356,0.129648,-0.506719,0.578884,-0.169061,-0.88642,0.46496,-0.574528,0.528054,-0.134951,-0.814811,0.205919,-0.31038,0.265732,0.18738,-0.810861,0.112372,-0.128861,0.322745,0.36106,-0.800202,-0.068455,0.033991,0.292952,0.328325,-0.900336,0.52498,-0.602546,0.649918,-0.152762,-0.893687,0.384737,-0.588488,0.572676,-0.151019,-0.383935,0.435869,0.616747,-0.015303,-0.575303,0.086388,0.729672,-0.163233,-0.328612,0.353645,0.787358,0.037642,0.453225,0.453225,0.453225,-0.564666,-0.564666,-0.709909,0.453225,0.453225,0.449275,-0.569729,-0.569729,-0.639906,0.453225,0.453225,0.453225,-0.390621,-0.390621,-0.722562,NON_ULCER
-0.003933,-0.233397,0.293034,-0.405872,-0.573674,-0.668697,-0.064935,-0.270718,0.251337,0.217501,-0.705712,-0.202491,-0.018868,-0.256831,0.354497,-0.142857,-0.242938,0.254054,-0.384615,-0.411765,-0.639344,-0.5,-0.508197,-0.322581,6.06E-4,0.340182,-0.322579,-0.444689,-0.938502,-0.804394,-0.031579,0.35,-0.333333,-0.605437,-0.148909,0.278898,0.01087,0.282051,-0.454545,-0.016216,0.282051,-0.25,-0.607843,-0.072848,-0.895425,-0.58209,-0.051948,-0.460123,-9.19E-4,0.129449,-0.290269,-0.441616,-0.87866,-0.787142,-0.037037,0.181818,-0.277778,-0.490292,-0.177199,-0.23113,-0.068063,0.227273,-0.348837,-0.016216,0.227273,-0.263158,-0.745455,-0.573529,-0.780488,-0.457627,-0.407895,-0.432099,0.136892,0.06839,-0.425931,-0.861529,-0.921481,-0.856236,0.073171,0.083333,-0.346154,0.053073,0.118027,-0.127109,0.02381,0.125,-0.514563,0.205479,-0.05,-0.42268,-0.452381,-0.491892,-0.986111,-0.544304,-0.5,-0.635135,-0.690297,-0.641082,0.457533,-0.501037,-0.580239,-0.696169,-0.716585,0.566317,-0.524884,-0.657132,-0.728494,-0.62977,0.600714,-0.486068,-0.532841,-0.86375,-0.572697,0.358044,-0.349589,-0.629174,-0.875611,-0.779641,0.621938,-0.417358,-0.648527,-0.87447,-0.675872,0.440464,-0.432759,-0.64369,-0.78541,-0.68794,0.56384,-0.430629,-0.636726,-0.693173,-0.668368,0.528716,-0.512996,-0.595405,-0.707795,-0.61562,0.524093,-0.483217,-0.518025,-0.711304,-0.67431,0.612441,-0.495621,-0.536915,-0.870875,-0.687157,0.535282,-0.368473,-0.63833,-0.822011,-0.732767,0.583585,-0.424308,-0.639894,-0.451155,-0.259893,0.05443,-0.497385,-0.504034,0.144439,0.074499,-0.475011,-0.113357,0.411634,0.397702,-0.254931,-0.074821,-0.074821,-0.074821,-0.733963,-0.733963,-0.283315,-0.074821,-0.074821,-0.074821,-0.812745,-0.812745,-0.337967,-0.074821,-0.074821,-0.074821,-0.706798,-0.706798,-0.522984,NON_ULCER
