@relation ulcer_classification

@attribute color_bgr_b_mean real
@attribute color_bgr_g_mean real
@attribute color_bgr_r_mean real
@attribute color_bgr_b_variance real
@attribute color_bgr_g_variance real
@attribute color_bgr_r_variance real
@attribute color_bgr_b_centroid real
@attribute color_bgr_g_centroid real
@attribute color_bgr_r_centroid real
@attribute color_bgr_b_asymetry real
@attribute color_bgr_g_asymetry real
@attribute color_bgr_r_asymetry real
@attribute color_bgr_b_intensity_1 real
@attribute color_bgr_g_intensity_1 real
@attribute color_bgr_r_intensity_1 real
@attribute color_bgr_b_intensity_2 real
@attribute color_bgr_g_intensity_2 real
@attribute color_bgr_r_intensity_2 real
@attribute color_bgr_b_frequency_1 real
@attribute color_bgr_g_frequency_1 real
@attribute color_bgr_r_frequency_1 real
@attribute color_bgr_b_frequency_2 real
@attribute color_bgr_g_frequency_2 real
@attribute color_bgr_r_frequency_2 real
@attribute color_lab_l_mean real
@attribute color_lab_a_mean real
@attribute color_lab_b_mean real
@attribute color_lab_l_variance real
@attribute color_lab_a_variance real
@attribute color_lab_b_variance real
@attribute color_lab_l_centroid real
@attribute color_lab_a_centroid real
@attribute color_lab_b_centroid real
@attribute color_lab_l_asymetry real
@attribute color_lab_a_asymetry real
@attribute color_lab_b_asymetry real
@attribute color_lab_l_intensity_1 real
@attribute color_lab_a_intensity_1 real
@attribute color_lab_b_intensity_1 real
@attribute color_lab_l_intensity_2 real
@attribute color_lab_a_intensity_2 real
@attribute color_lab_b_intensity_2 real
@attribute color_lab_l_frequency_1 real
@attribute color_lab_a_frequency_1 real
@attribute color_lab_b_frequency_1 real
@attribute color_lab_l_frequency_2 real
@attribute color_lab_a_frequency_2 real
@attribute color_lab_b_frequency_2 real
@attribute color_luv_l_mean real
@attribute color_luv_u_mean real
@attribute color_luv_v_mean real
@attribute color_luv_l_variance real
@attribute color_luv_u_variance real
@attribute color_luv_v_variance real
@attribute color_luv_l_centroid real
@attribute color_luv_u_centroid real
@attribute color_luv_v_centroid real
@attribute color_luv_l_asymetry real
@attribute color_luv_u_asymetry real
@attribute color_luv_v_asymetry real
@attribute color_luv_l_intensity_1 real
@attribute color_luv_u_intensity_1 real
@attribute color_luv_v_intensity_1 real
@attribute color_luv_l_intensity_2 real
@attribute color_luv_u_intensity_2 real
@attribute color_luv_v_intensity_2 real
@attribute color_luv_l_frequency_1 real
@attribute color_luv_u_frequency_1 real
@attribute color_luv_v_frequency_1 real
@attribute color_luv_l_frequency_2 real
@attribute color_luv_u_frequency_2 real
@attribute color_luv_v_frequency_2 real
@attribute color_norm_b_mean real
@attribute color_norm_g_mean real
@attribute color_norm_r_mean real
@attribute color_norm_b_variance real
@attribute color_norm_g_variance real
@attribute color_norm_r_variance real
@attribute color_norm_b_centroid real
@attribute color_norm_g_centroid real
@attribute color_norm_r_centroid real
@attribute color_norm_b_asymetry real
@attribute color_norm_g_asymetry real
@attribute color_norm_r_asymetry real
@attribute color_norm_b_intensity_1 real
@attribute color_norm_g_intensity_1 real
@attribute color_norm_r_intensity_1 real
@attribute color_norm_b_intensity_2 real
@attribute color_norm_g_intensity_2 real
@attribute color_norm_r_intensity_2 real
@attribute color_norm_b_frequency_1 real
@attribute color_norm_g_frequency_1 real
@attribute color_norm_r_frequency_1 real
@attribute color_norm_b_frequency_2 real
@attribute color_norm_g_frequency_2 real
@attribute color_norm_r_frequency_2 real
@attribute haralick_bgr_b_contrast real
@attribute haralick_bgr_b_energy real
@attribute haralick_bgr_b_entropy real
@attribute haralick_bgr_b_homogeneity real
@attribute haralick_bgr_b_correlation real
@attribute haralick_bgr_g_contrast real
@attribute haralick_bgr_g_energy real
@attribute haralick_bgr_g_entropy real
@attribute haralick_bgr_g_homogeneity real
@attribute haralick_bgr_g_correlation real
@attribute haralick_bgr_r_contrast real
@attribute haralick_bgr_r_energy real
@attribute haralick_bgr_r_entropy real
@attribute haralick_bgr_r_homogeneity real
@attribute haralick_bgr_r_correlation real
@attribute haralick_lab_a_contrast real
@attribute haralick_lab_a_energy real
@attribute haralick_lab_a_entropy real
@attribute haralick_lab_a_homogeneity real
@attribute haralick_lab_a_correlation real
@attribute haralick_lab_b_contrast real
@attribute haralick_lab_b_energy real
@attribute haralick_lab_b_entropy real
@attribute haralick_lab_b_homogeneity real
@attribute haralick_lab_b_correlation real
@attribute haralick_luv_u_contrast real
@attribute haralick_luv_u_energy real
@attribute haralick_luv_u_entropy real
@attribute haralick_luv_u_homogeneity real
@attribute haralick_luv_u_correlation real
@attribute haralick_luv_v_contrast real
@attribute haralick_luv_v_energy real
@attribute haralick_luv_v_entropy real
@attribute haralick_luv_v_homogeneity real
@attribute haralick_luv_v_correlation real
@attribute haralick_bgr_bg_contrast real
@attribute haralick_bgr_bg_energy real
@attribute haralick_bgr_bg_entropy real
@attribute haralick_bgr_bg_homogeneity real
@attribute haralick_bgr_bg_correlation real
@attribute haralick_bgr_br_contrast real
@attribute haralick_bgr_br_energy real
@attribute haralick_bgr_br_entropy real
@attribute haralick_bgr_br_homogeneity real
@attribute haralick_bgr_br_correlation real
@attribute haralick_bgr_gr_contrast real
@attribute haralick_bgr_gr_energy real
@attribute haralick_bgr_gr_entropy real
@attribute haralick_bgr_gr_homogeneity real
@attribute haralick_bgr_gr_correlation real
@attribute haralick_lab_ab_contrast real
@attribute haralick_lab_ab_energy real
@attribute haralick_lab_ab_entropy real
@attribute haralick_lab_ab_homogeneity real
@attribute haralick_lab_ab_correlation real
@attribute haralick_luv_uv_contrast real
@attribute haralick_luv_uv_energy real
@attribute haralick_luv_uv_entropy real
@attribute haralick_luv_uv_homogeneity real
@attribute haralick_luv_uv_correlation real
@attribute lbph_bgr_b_mean real
@attribute lbph_bgr_b_variance real
@attribute lbph_bgr_b_entropy real
@attribute lbph_bgr_b_energy real
@attribute lbph_bgr_g_mean real
@attribute lbph_bgr_g_variance real
@attribute lbph_bgr_g_entropy real
@attribute lbph_bgr_g_energy real
@attribute lbph_bgr_r_mean real
@attribute lbph_bgr_r_variance real
@attribute lbph_bgr_r_entropy real
@attribute lbph_bgr_r_energy real
@attribute wavelet_bgr_b_3_lh_entropy real
@attribute wavelet_bgr_b_3_hh_entropy real
@attribute wavelet_bgr_b_3_hl_entropy real
@attribute wavelet_bgr_b_3_lh_energy real
@attribute wavelet_bgr_b_3_hh_energy real
@attribute wavelet_bgr_b_3_hl_energy real
@attribute wavelet_bgr_g_3_lh_entropy real
@attribute wavelet_bgr_g_3_hh_entropy real
@attribute wavelet_bgr_g_3_hl_entropy real
@attribute wavelet_bgr_g_3_lh_energy real
@attribute wavelet_bgr_g_3_hh_energy real
@attribute wavelet_bgr_g_3_hl_energy real
@attribute wavelet_bgr_r_3_lh_entropy real
@attribute wavelet_bgr_r_3_hh_entropy real
@attribute wavelet_bgr_r_3_hl_entropy real
@attribute wavelet_bgr_r_3_lh_energy real
@attribute wavelet_bgr_r_3_hh_energy real
@attribute wavelet_bgr_r_3_hl_energy real
@attribute classification {ULCER,NON_ULCER}

@data
0.65077,0.615122,0.778409,-0.282777,-0.472132,-0.641149,0.506494,0.491713,0.68984,0.184917,-0.706779,-0.331529,0.446541,0.617486,0.724868,0.55102,0.502825,0.762162,-0.461538,-0.490196,-0.540984,-0.625,-0.508197,-0.322581,0.691611,-0.569445,0.088836,-0.424592,-0.793667,-0.647915,0.589474,-0.5,0.151515,-0.613897,-0.241104,0.245826,0.695652,-0.641026,0.030303,0.632432,-0.641026,0.0,-0.490196,0.205298,-0.176471,-0.522388,0.220779,-0.104294,0.691601,-0.515266,0.398665,-0.426086,-0.62285,-0.581811,0.597884,-0.409091,0.444444,-0.522764,-0.264924,-0.252325,0.759162,-0.590909,0.302326,0.6,-0.590909,0.578947,-0.6,0.044118,-0.390244,-0.389831,0.144737,-0.753086,0.154961,0.776676,-0.793227,-0.859545,-0.987098,-0.910851,0.170732,0.791667,-0.75,0.100024,0.192057,-0.341472,0.119048,0.791667,-0.708738,0.315068,0.75,-0.835052,-0.071429,0.664865,-0.138889,-0.139241,0.663043,-0.108108,-0.640527,-0.573849,0.63854,-0.19905,0.632151,-0.693826,-0.509674,0.459587,-0.10379,0.808234,-0.739662,-0.380043,0.401304,0.047228,0.6007,-0.733998,-0.33555,-0.165341,0.458033,-0.184731,-0.608516,-0.634504,0.201534,0.177508,-0.051654,-0.787614,-0.344529,-0.091129,0.397067,-0.216927,-0.076543,-0.667056,0.312726,-0.053087,0.024832,-0.666634,-0.505018,0.474741,-0.15128,0.843041,-0.685942,-0.431351,0.500041,-0.058391,0.806698,-0.715288,-0.356981,0.362877,-0.009489,0.907792,-0.660533,-0.376358,-0.127033,0.348302,-0.120698,-0.46788,-0.49504,0.140481,0.17934,-0.089907,-0.670585,0.332189,-0.008388,-0.165658,-0.836939,0.184622,0.318614,-0.262625,-0.843948,-0.089391,0.428557,-0.287779,0.506173,0.506173,0.506173,-0.48043,-0.48043,-0.341301,0.506173,0.506173,0.506173,-0.476861,-0.476861,-0.383375,0.506173,0.506173,0.506173,-0.437923,-0.437923,-0.657587,ULCER
-0.444241,-0.336885,0.404065,0.072502,0.009296,-0.433156,-0.311688,-0.226519,0.454545,0.165099,-0.703796,-0.239225,-0.358491,-0.245902,0.439153,-0.292517,-0.231638,0.362162,-0.730769,-0.647059,-0.704918,-0.75,-0.836066,-0.354839,-0.036135,0.632588,0.80917,0.062931,-0.510609,-0.523455,0.052632,0.55,0.636364,-0.605554,-0.163515,0.278905,0.054348,0.538462,1.0,-0.037838,0.538462,1.0,-0.686275,-0.549669,-0.79085,-0.641791,-0.519481,-0.680982,-0.037473,0.763754,0.636547,0.043971,-0.494671,-0.823759,0.047619,0.681818,0.611111,-0.499904,-0.200644,-0.218509,-0.015707,0.636364,0.674419,-0.027027,0.818182,0.631579,-0.818182,-0.838235,-0.426829,-0.525424,-0.75,-0.444444,-0.48931,0.029136,0.087558,-0.158944,-0.246043,0.079647,-0.341463,0.166667,-0.076923,0.055011,0.15027,-0.128946,-0.357143,0.208333,0.106796,-0.424658,0.05,-0.092784,-0.845238,-0.643243,-0.986111,-0.949367,-0.652174,-0.891892,-0.527573,-0.859426,0.699264,-0.674888,-0.813944,-0.52089,-0.872677,0.747057,-0.716722,-0.750937,-0.596241,-0.735363,0.690629,-0.581366,-0.54437,-0.411026,-0.862347,0.769683,-0.709747,-0.651962,-0.651099,-0.973424,0.896858,-0.706181,-0.621952,-0.506489,-0.927076,0.823003,-0.84815,-0.630419,-0.833446,-0.745691,0.60982,-0.505196,-0.617767,-0.524299,-0.897008,0.792659,-0.695867,-0.771125,-0.55903,-0.780514,0.6962,-0.621042,-0.641549,-0.556172,-0.810188,0.750643,-0.642872,-0.590791,-0.552004,-0.893885,0.827923,-0.700456,-0.637351,-0.577241,-0.905262,0.827853,-0.666545,-0.623561,-0.613106,-0.20755,0.023535,-0.609967,-0.759988,-0.418988,0.140165,-0.698637,-0.815595,-0.274027,0.034246,-0.706289,-0.138352,-0.138352,-0.138352,-0.450128,-0.450128,-0.591132,-0.138352,-0.138352,-0.138352,-0.488072,-0.488072,-0.465224,-0.138352,-0.138352,-0.138352,-0.488832,-0.488832,-0.487294,ULCER
0.681586,0.744144,0.858297,-0.604217,-0.667073,-0.702956,0.714286,0.756906,0.860963,0.352028,-0.69069,-0.211553,0.761006,0.737705,0.883598,0.836735,0.706215,0.794595,-0.230769,-0.058824,-0.180328,-0.333333,-0.180328,-0.258065,0.793239,-0.727444,0.321772,-0.625532,-0.854265,-0.68269,0.8,-0.7,0.272727,-0.592553,-0.290603,0.281077,0.891304,-0.794872,0.515152,0.718919,-0.794872,0.5,-0.176471,0.178808,-0.411765,-0.552239,0.194805,-0.325153,0.793039,-0.586033,0.707876,-0.630572,-0.810083,-0.571713,0.809524,-0.590909,0.666667,-0.456314,-0.395024,-0.238945,0.832461,-0.636364,0.767442,0.751351,-0.636364,0.736842,-0.309091,-0.367647,-0.573171,-0.152542,-0.223684,-0.592593,0.103731,0.87863,-0.802715,-0.906422,-0.976096,-0.958696,0.146341,0.875,-0.75,0.103254,0.37198,-1.0,-0.02381,0.875,-0.708738,0.287671,0.85,-0.835052,-0.357143,0.135135,-0.194444,-0.443038,0.130435,-0.162162,-0.760514,-0.304015,0.292206,0.095299,0.613702,-0.794674,-0.342505,0.247778,0.127533,0.891872,-0.840589,-0.163879,0.163932,0.386982,0.620103,-0.763674,-0.157636,-0.25484,0.46701,-0.232705,-0.725122,-0.69471,0.226455,0.214017,-0.052664,-0.845175,-0.167976,-0.226367,0.454451,-0.25527,-0.394837,-0.667677,0.310811,0.04235,0.035289,-0.777246,-0.414344,0.35769,0.111464,0.878307,-0.797197,-0.186223,0.209212,0.264912,0.809942,-0.816172,-0.180592,0.137267,0.281087,0.96167,-0.741213,-0.347734,-0.043016,0.371938,-0.146106,-0.640235,-0.362077,0.062066,0.257399,-0.102622,-0.17581,0.746664,0.42143,0.182017,-0.708118,0.357687,0.3766,-0.179246,-0.859115,0.023935,0.498838,-0.290394,0.484162,0.484162,0.484162,-0.634274,-0.634274,-0.7295,0.484162,0.484162,0.484162,-0.622506,-0.622506,-0.726077,0.484162,0.484162,0.484162,-0.537694,-0.537694,-0.891697,ULCER
0.648801,0.574277,0.690575,-0.763648,-0.726312,-0.770421,0.545455,0.469613,0.604278,0.321577,-0.754816,-0.392729,0.622642,0.508197,0.650794,0.755102,0.525424,0.751351,-0.153846,-0.254902,-0.213115,-0.458333,-0.377049,-0.483871,0.645225,-0.629837,-0.05566,-0.695082,-0.775777,-0.735482,0.557895,-0.55,-0.090909,-0.62433,-0.178009,0.245715,0.641304,-0.641026,-0.212121,0.578378,-0.641026,0.0,-0.333333,-0.139073,-0.529412,-0.373134,-0.116883,-0.411043,0.64523,-0.618561,0.242754,-0.69316,-0.924253,-0.542489,0.555556,-0.545455,0.166667,-0.538779,-0.415432,-0.262748,0.570681,-0.636364,0.116279,0.664865,-0.636364,0.210526,-0.345455,0.220588,-0.585366,-0.525424,0.302632,-0.555556,0.206273,0.78254,-0.837549,-0.944383,-0.91952,-0.990759,0.195122,0.75,-0.75,0.119362,0.11829,-0.4865,0.119048,0.791667,-0.68932,0.315068,0.75,-0.814433,-0.202381,-0.048649,0.277778,-0.278481,-0.054348,0.297297,-0.636648,-0.31739,0.259723,0.068307,0.560041,-0.607991,-0.43877,0.355815,0.010352,0.687788,-0.635945,-0.410675,0.380362,0.07329,0.454833,-0.73963,-0.353513,-0.09004,0.472712,-0.236058,-0.818071,-0.523679,0.054282,0.390038,-0.117757,-0.844276,-0.040828,-0.351974,0.517652,-0.276563,-0.532884,-0.485453,0.165778,0.18922,-0.0481,-0.622611,-0.345663,0.25959,0.039243,0.739579,-0.636326,-0.333754,0.308967,0.092815,0.677929,-0.62108,-0.337329,0.307672,0.062725,0.755738,-0.785807,-0.227206,-0.205045,0.467044,-0.179127,-0.696393,-0.19809,-0.090082,0.365243,-0.15653,-0.075889,0.576687,-0.026582,0.217064,0.050133,0.561014,0.157065,0.305704,0.11517,0.480871,0.29852,0.34192,0.470198,0.470198,0.470198,0.135678,0.135678,-0.059471,0.470198,0.470198,0.470198,0.146778,0.146778,-0.110901,0.470198,0.470198,0.470198,0.234355,0.234355,-0.517582,ULCER
0.668791,0.774486,0.852954,-0.576801,-0.425274,-0.394932,0.701299,0.801105,0.882353,0.193348,-0.688002,-0.123716,0.72327,0.748634,0.820106,0.714286,0.706215,0.913514,-0.115385,-0.333333,-0.508197,-0.333333,-0.47541,-0.580645,0.810725,-0.820387,0.405405,-0.31054,-0.927886,-0.813849,0.831579,-0.75,0.393939,-0.599514,-0.041084,0.232988,0.858696,-0.794872,0.515152,0.816216,-0.794872,0.5,-0.490196,0.245033,-0.385621,-0.552239,0.25974,-0.300613,0.810222,-0.645579,0.821862,-0.316843,-0.919969,-0.70669,0.84127,-0.590909,0.833333,-0.472259,-0.185882,-0.28439,0.884817,-0.590909,0.627907,0.762162,-0.590909,0.789474,-0.6,0.088235,-0.47561,-0.288136,0.184211,-0.580247,0.085117,0.929858,-0.81424,-0.952841,-0.990631,-0.983069,0.02439,0.916667,-0.692308,0.092947,-0.914729,-0.145738,0.0,0.916667,-0.68932,0.178082,0.9,-0.814433,-0.142857,0.394595,0.111111,-0.21519,0.391304,0.135135,-0.538077,-0.404596,0.43597,-0.062079,0.594497,-0.544553,-0.523259,0.539139,0.004926,0.917257,-0.571424,-0.303956,0.482301,0.103476,0.612156,-0.825192,-0.177545,-0.346579,0.520404,-0.244803,-0.726496,-0.625701,0.104215,0.216575,-0.041641,-0.881537,-0.232487,-0.307443,0.500086,-0.265126,-0.375309,-0.595371,0.19378,0.047543,0.051529,-0.541249,-0.531761,0.550212,-0.028478,0.881718,-0.553354,-0.315431,0.450432,0.0407,0.795331,-0.557135,-0.256013,0.323678,0.075086,0.969256,-0.76745,-0.331124,-0.164246,0.400055,-0.147098,-0.658338,-0.383666,-0.049107,0.28244,-0.098778,-0.751569,-0.619965,0.425165,-0.370971,-1.0,-0.498267,0.476724,-0.481763,-0.841088,-0.377011,0.525749,-0.356469,0.484162,0.484162,0.484162,-0.600042,-0.600042,-0.645677,0.484162,0.484162,0.484162,-0.610308,-0.610308,-0.654373,0.484162,0.484162,0.480313,-0.574497,-0.574497,-0.796303,ULCER
0.194284,0.181028,0.462573,-0.25954,0.222302,-0.596545,0.298701,0.292818,0.518717,0.209938,-0.64382,0.258191,0.194969,0.377049,0.597884,0.088435,0.367232,0.545946,-0.538462,-0.411765,-0.081967,-0.583333,-0.213115,-0.096774,0.315021,-0.310168,0.10922,0.244701,-0.043082,-0.821383,0.4,-0.4,0.090909,-0.568902,-0.176876,0.282485,0.554348,-0.487179,0.212121,0.448649,-0.487179,0.1875,-0.215686,-0.245033,-0.124183,-0.492537,-0.220779,-0.055215,0.314862,-0.291466,0.323569,0.245091,-0.452255,-0.680731,0.396825,-0.363636,0.388889,-0.391286,-0.229782,-0.264411,0.424084,-0.363636,0.255814,0.47027,-0.363636,0.157895,-0.672727,-0.529412,-0.402439,-0.288136,-0.368421,-0.419753,0.057786,0.614159,-0.636055,-0.905307,-0.558549,-0.798191,0.073171,0.708333,-0.615385,0.050412,0.207933,-0.163721,-0.047619,0.75,-0.61165,0.123288,0.7,-0.690722,-0.142857,-0.491892,-0.555556,-0.21519,-0.5,-0.527027,-0.755906,-0.446458,0.45673,0.059392,0.327527,-0.650761,-0.444564,0.442927,-0.069425,0.47992,-0.84269,-0.168236,0.132211,0.297205,0.459203,-0.354706,-0.553913,0.120438,0.268216,-0.070386,-0.77442,-0.507639,-0.05734,0.484096,0.039343,-0.661056,-0.473267,-0.034157,0.335004,-0.100268,-0.437486,-0.558551,0.099925,0.262335,0.108862,-0.704404,-0.423855,0.323556,-0.005209,0.502921,-0.795662,-0.251136,0.272338,0.201106,0.565,-0.740628,-0.249006,0.247445,0.133959,0.655056,-0.601075,-0.318253,-0.242396,0.413781,-0.017566,-0.525424,-0.536422,0.055245,0.314203,0.009626,1.0,-0.717152,-0.584734,1.0,1.0,-0.325144,-0.848984,1.0,0.96628,0.262338,-0.119259,1.0,0.567296,0.567296,0.567296,-0.354074,-0.354074,-0.795569,0.567296,0.567296,0.567296,-0.34407,-0.34407,-0.659152,0.567296,0.567296,0.567296,-0.285092,-0.285092,-0.979497,ULCER
0.592281,0.651567,0.71123,-0.32498,-0.342113,-0.622345,0.441558,0.524862,0.625668,0.058267,-0.744707,-0.330573,0.383648,0.453552,0.746032,0.496599,0.491525,0.697297,-0.384615,-0.45098,-0.311475,-0.583333,-0.540984,-0.354839,0.696626,-0.816255,0.246975,-0.280282,-0.8001,-0.895333,0.589474,-0.7,0.272727,-0.639746,-0.233106,0.2459,0.76087,-0.794872,0.272727,0.686486,-0.794872,0.25,-0.411765,-0.046358,-0.189542,-0.432836,-0.025974,-0.116564,0.696516,-0.695547,0.62639,-0.285962,-0.79954,-0.886929,0.587302,-0.590909,0.666667,-0.617732,-0.22378,-0.247746,0.717277,-0.772727,0.627907,0.535135,-0.772727,0.578947,-0.672727,-0.308824,-0.182927,-0.525424,-0.171053,-0.197531,0.120133,0.908862,-0.831255,-0.9361,-0.979958,-0.952404,0.04878,0.875,-0.692308,0.076463,0.237744,-0.236403,0.02381,0.916667,-0.728155,0.205479,0.9,-0.814433,-0.166667,0.232432,-0.347222,-0.240506,0.228261,-0.310811,-0.732452,-0.455013,0.433198,-0.007992,0.608828,-0.761336,-0.447997,0.387371,0.040917,0.883032,-0.79533,-0.31274,0.275014,0.286103,0.570123,-0.807646,-0.345914,-0.213592,0.584719,-0.209851,-0.762821,-0.477174,-0.094312,0.414004,-0.019953,-0.870102,-0.341947,-0.242304,0.532189,-0.24157,-0.440853,-0.380852,-0.060122,0.225566,0.069911,-0.7466,-0.486824,0.434526,0.016534,0.870875,-0.761257,-0.336086,0.322482,0.160708,0.775598,-0.777253,-0.209989,0.122349,0.185522,0.925598,-0.781509,-0.364016,-0.200971,0.535776,-0.118529,-0.677089,-0.361595,-0.152428,0.391392,-0.077955,0.59935,0.524583,-0.494691,0.737676,0.556031,0.619434,-0.536242,0.702482,0.563699,0.628208,-0.040611,0.699553,0.514324,0.514324,0.514324,-0.534905,-0.534905,-0.350971,0.514324,0.514324,0.514324,-0.594472,-0.594472,-0.436097,0.514324,0.514324,0.514324,-0.357797,-0.357797,-0.622559,ULCER
-0.004769,-0.029965,0.435687,-0.801988,-0.734158,-0.372484,-0.064935,-0.082873,0.336898,0.205034,-0.662819,-0.204608,0.069182,0.04918,0.365079,-0.061224,-0.062147,0.383784,-0.307692,0.098039,-0.344262,-0.041667,-0.47541,-0.548387,0.168033,0.079313,0.196554,-0.649016,0.200954,-0.819464,0.105263,0.05,0.090909,-0.604968,-0.096053,0.466051,0.217391,0.333333,0.333333,0.189189,0.179487,0.3125,-0.294118,-0.377483,0.267974,-0.343284,-0.454545,0.312883,0.167248,0.092585,0.309622,-0.655578,0.216831,-0.821012,0.111111,0.045455,0.222222,-0.485417,-0.177023,-0.04991,0.225131,0.227273,0.348837,0.113514,0.318182,0.263158,-0.309091,-0.455882,-0.073171,-0.254237,-0.302632,-0.08642,-0.042078,0.390489,-0.445724,-0.899209,-0.623945,-0.799619,-0.073171,0.375,-0.365385,-0.007561,0.145567,-0.124131,-0.119048,0.416667,-0.514563,0.205479,0.3,-0.443299,-0.130952,-0.394595,-0.875,-0.962025,-0.402174,-0.351351,-0.748612,-0.100989,0.012437,0.398115,0.197038,-0.73784,-0.175137,0.078661,0.372562,0.305708,-0.726384,-0.354433,0.422139,0.337803,0.545191,-0.43507,-0.634597,0.130719,0.399242,0.076989,-0.749237,-0.281831,-0.272977,0.597992,0.138031,-0.632147,-0.596989,0.121401,0.337401,0.064623,-0.535578,-0.291639,-0.215739,0.431333,0.196185,-0.743336,-0.07345,-0.109453,0.3853,0.3391,-0.738429,-0.190419,0.206019,0.396494,0.554876,-0.732476,-0.233249,0.271885,0.383265,0.622795,-0.619521,-0.260761,-0.290891,0.53918,0.106431,-0.545005,-0.458931,-0.030554,0.403898,0.133812,-0.412646,0.555864,0.533951,0.120734,-0.629974,0.44179,0.609791,-0.013245,-0.084271,0.413988,0.419651,0.35351,0.622991,0.622991,0.622991,-0.442649,-0.442649,-0.540135,0.622991,0.622991,0.622991,-0.40197,-0.40197,-0.487129,0.622991,0.622991,0.622991,-0.333686,-0.333686,-0.525651,ULCER
0.198451,0.272592,0.439722,-0.457441,-0.078439,-0.730882,0.272727,0.348066,0.465241,0.206881,-0.657128,-0.22003,0.106918,0.431694,0.492063,0.278912,0.412429,0.427027,-0.461538,-0.176471,-0.278689,-0.458333,-0.278689,-0.064516,0.368939,-0.586054,0.254161,-0.117449,0.205798,-0.771718,0.421053,-0.65,0.212121,-0.572742,-0.189596,0.302628,0.554348,-0.794872,0.333333,0.481081,0.179487,0.3125,-0.254902,-0.059603,-0.411765,-0.313433,-0.961039,-0.325153,0.368455,-0.50189,0.538823,-0.119161,-0.30711,-0.60837,0.417989,-0.545455,0.555556,-0.431659,-0.22731,-0.207646,0.507853,-0.636364,0.023256,0.481081,-0.090909,0.578947,-0.236364,-0.661765,-1.0,-0.152542,-0.934211,-0.37037,0.031544,0.79626,-0.706367,-0.891337,-0.506808,-0.824245,0.04878,0.875,-0.692308,0.061855,0.227982,-0.1631,-0.02381,0.25,-0.631068,0.150685,0.9,-0.443299,-0.214286,-0.967568,-0.402778,-0.291139,-0.076087,-1.0,-0.69077,-0.454525,0.469165,0.01913,0.315309,-0.635688,-0.443745,0.501511,0.010568,0.566784,-0.736725,-0.176593,0.164205,0.40398,0.424955,-0.306184,-0.553647,0.20409,0.257102,-0.113408,-0.727717,-0.58132,0.028377,0.413548,0.055256,-0.604266,-0.561694,0.152886,0.246156,-0.143663,-0.40202,-0.521053,0.085436,0.227945,0.13691,-0.66379,-0.463607,0.433434,0.014835,0.543219,-0.711823,-0.260714,0.300137,0.234145,0.537093,-0.682997,-0.224556,0.26426,0.229054,0.676544,-0.553615,-0.524817,0.005213,0.371235,-0.032284,-0.470004,-0.573056,0.15421,0.252731,0.003727,0.7745,-0.602895,-0.35056,0.824637,0.756518,-0.543849,-0.408351,0.789337,0.200998,0.474586,0.792637,0.491789,0.564702,0.564702,0.564702,-0.064531,-0.064531,0.321165,0.564702,0.564702,0.564702,-0.055068,-0.055068,0.702856,0.564702,0.564702,0.564702,0.114482,0.114482,-0.314044,ULCER
-0.208146,-0.285679,0.416325,-0.455487,-0.5101,-0.587536,-0.077922,-0.18232,0.486631,0.117956,-0.703256,-0.22175,-0.27044,-0.245902,0.428571,-0.129252,-0.276836,0.502703,-0.538462,-0.72549,-0.672131,-0.5,-0.737705,-0.580645,0.004129,0.607677,0.270026,-0.400176,-0.812362,-0.809993,0.094737,0.6,0.151515,-0.602115,-0.171373,0.290059,0.184783,0.538462,0.272727,-0.081081,0.538462,0.25,-0.72549,-0.324503,-0.542484,-0.731343,-0.298701,-0.447853,0.003372,0.59753,0.228542,-0.399825,-0.821428,-0.865486,0.089947,0.590909,0.166667,-0.500826,-0.201074,-0.162515,0.162304,0.545455,0.348837,-0.113514,0.545455,0.263158,-0.745455,-0.529412,-0.487805,-0.59322,-0.368421,-0.506173,-0.166992,-0.017121,-0.144086,-0.778827,-0.740692,-0.735427,-0.073171,0.083333,-0.230769,0.054151,0.157423,-0.129454,-0.238095,0.083333,-0.048544,0.013699,-0.1,-0.257732,-0.702381,-0.416216,-0.833333,-0.683544,-0.423913,-0.756757,-0.635468,-0.707214,0.631637,-0.492687,-0.53399,-0.619781,-0.805828,0.751808,-0.583653,-0.540472,-0.65773,-0.777083,0.758176,-0.542064,-0.270083,-0.495938,-0.700633,0.473434,-0.426119,-0.45173,-0.788309,-0.771314,0.517335,-0.273282,-0.454223,-0.616729,-0.724738,0.493303,-0.473594,-0.442319,-0.737823,-0.597252,0.365581,-0.24197,-0.438455,-0.627784,-0.696492,0.613111,-0.538305,-0.507883,-0.645667,-0.732174,0.697857,-0.507137,-0.327639,-0.63755,-0.798666,0.787186,-0.554203,-0.312826,-0.667607,-0.765344,0.541956,-0.331348,-0.452739,-0.617143,-0.710821,0.504038,-0.345461,-0.440086,0.027063,0.710551,0.416737,0.006588,-0.024679,0.496232,0.600214,-0.042758,0.057974,0.643384,0.789678,0.018607,0.128063,0.128063,0.128063,-0.166029,-0.166029,-0.401061,0.128063,0.128063,0.128063,-0.189746,-0.189746,-0.310027,0.128063,0.128063,0.128063,0.098862,0.098862,-0.562655,ULCER
